gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS6D03G0000300	Chr6D	43457	44110	-	43783	Chr6D	1146271	1146924	+	1146597	1.0	1.0	collinear
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	1137481	1137936	-	1137708	1.0	1.0	collinear
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	1095176	1102026	+	1098601	1.0	0.999	collinear
gene:TraesCS6D03G0001500	Chr6D	207420	208955	+	208187	Chr6D	982014	983549	-	982781	1.0	1.0	collinear
gene:TraesCS6D03G0001700	Chr6D	219614	221286	-	220450	Chr6D	969674	971346	+	970510	1.0	1.0	collinear
gene:TraesCS6D03G0001900	Chr6D	287212	289249	+	288230	Chr6D	902009	904046	-	903027	1.0	1.0	collinear
gene:TraesCS6D03G0002300	Chr6D	386000	388713	+	387356	Chr6D	802499	805212	-	803855	1.0	1.0	collinear
gene:TraesCS6D03G0002600	Chr6D	395648	398850	-	397249	Chr6D	792362	795564	+	793963	1.0	1.0	collinear
gene:TraesCS6D03G0002800	Chr6D	419600	421134	-	420367	Chr6D	770055	771589	+	770822	1.0	1.0	collinear
gene:TraesCS6D03G0002900	Chr6D	421647	422807	-	422227	Chr6D	768382	769542	+	768962	1.0	1.0	collinear
gene:TraesCS6D03G0003600	Chr6D	487116	490616	-	488866	Chr6D	700562	704062	+	702312	1.0	1.0	collinear
gene:TraesCS6D03G0003700	Chr6D	497323	499555	-	498439	Chr6D	691623	693855	+	692739	1.0	1.0	collinear
gene:TraesCS6D03G0003800	Chr6D	598333	601573	-	599953	Chr6D	589573	592815	+	591194	1.0	0.997	collinear
gene:TraesCS6D03G0004000	Chr6D	674763	675185	-	674974	Chr6D	515975	516397	+	516186	1.0	1.0	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	393084	394340	-	393712	1.0	1.0	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	390011	392406	-	391208	1.0	1.0	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	230588	230851	-	230719	1.0	1.0	collinear
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	127682	129855	-	128768	1.0	1.0	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	1749102	1750751	+	1749926	1.0	1.0	collinear
gene:TraesCS6D03G0007000	Chr6D	1403764	1407970	-	1405867	Chr6D	1788063	1792269	-	1790166	1.0	0.999	collinear
