gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS5B03G0000300	Chr5B	16033	21153	+	18593	Chr5B	8771768	8776916	-	8774342	0.998	0.981	collinear
gene:TraesCS5B03G0000800	Chr5B	85900	87414	-	86657	Chr5B	8631959	8633473	+	8632716	1.0	0.995	collinear
gene:TraesCS5B03G0000900	Chr5B	208601	214218	+	211409	Chr5B	8397455	8403078	-	8400266	0.998	0.996	collinear
gene:TraesCS5B03G0001100	Chr5B	214767	217901	-	216334	Chr5B	8393779	8396933	+	8395356	0.991	0.972	collinear
gene:TraesCS5B03G0001200	Chr5B	227704	231809	+	229756	Chr5B	8372992	8377128	-	8375060	0.999	0.997	collinear
gene:TraesCS5B03G0001300	Chr5B	606261	606584	-	606422	Chr5B	7817415	7817738	-	7817576	1.0	0.993	collinear
gene:TraesCS5B03G0001600	Chr5B	1005121	1009642	+	1007381	Chr5B	9454942	9459419	-	9457180	1.0	0.984	collinear
gene:TraesCS5B03G0001800	Chr5B	1110422	1112273	-	1111347	Chr5B	9330648	9332501	+	9331574	1.0	0.994	collinear
gene:TraesCS5B03G0001900	Chr5B	1209448	1212378	+	1210913	Chr5B	9314399	9317338	-	9315868	1.0	0.989	collinear
gene:TraesCS5B03G0012900	Chr5B	7022108	7032100	+	7027104	Chr5B	14219060	14238217	+	14228638	1.0	0.99	collinear
gene:TraesCS5B03G0013400	Chr5B	7077724	7083197	-	7080460	Chr5B	14286145	14291618	-	14288881	1.0	0.999	collinear
gene:TraesCS5B03G0013600	Chr5B	7124941	7128118	-	7126529	Chr5B	14332987	14335349	-	14334168	0.992	0.992	collinear
gene:TraesCS5B03G0013700	Chr5B	7175983	7176264	-	7176123	Chr5B	14382807	14383088	-	14382947	1.0	1.0	collinear
gene:TraesCS5B03G0014000	Chr5B	7204960	7205447	-	7205203	Chr5B	14411697	14412184	-	14411940	1.0	1.0	collinear
gene:TraesCS5B03G0014100	Chr5B	7240428	7241179	-	7240803	Chr5B	14447162	14447913	-	14447537	1.0	1.0	collinear
gene:TraesCS5B03G0014300	Chr5B	7359600	7360287	-	7359943	Chr5B	14566366	14567053	-	14566709	1.0	1.0	collinear
gene:TraesCS5B03G0014400	Chr5B	7410008	7410495	-	7410251	Chr5B	14616771	14617258	-	14617014	1.0	1.0	collinear
gene:TraesCS5B03G0014500	Chr5B	7437158	7437645	-	7437401	Chr5B	14643845	14644332	-	14644088	1.0	1.0	collinear
gene:TraesCS5B03G0014600	Chr5B	7592627	7597126	-	7594876	Chr5B	14799240	14803738	-	14801489	1.0	1.0	collinear
gene:TraesCS5B03G0014800	Chr5B	7755553	7759308	-	7757430	Chr5B	14962086	14965841	-	14963963	1.0	0.999	collinear
gene:TraesCS5B03G0015100	Chr5B	7985700	7994441	-	7990070	Chr5B	15191847	15200589	-	15196218	1.0	1.0	collinear
gene:TraesCS5B03G0015300	Chr5B	8044868	8056936	-	8050902	Chr5B	15250665	15262637	-	15256651	1.0	1.0	collinear
gene:TraesCS5B03G0015500	Chr5B	8136091	8146344	+	8141217	Chr5B	15340915	15351168	+	15346041	1.0	0.999	collinear
gene:TraesCS5B03G0015900	Chr5B	8231890	8236662	+	8234276	Chr5B	15440053	15444825	+	15442439	1.0	1.0	collinear
gene:TraesCS5B03G0016100	Chr5B	8246419	8248728	-	8247573	Chr5B	15454137	15456448	-	15455292	1.0	1.0	collinear
gene:TraesCS5B03G0016300	Chr5B	8403122	8405146	+	8404134	Chr5B	15608987	15611011	+	15609999	1.0	1.0	collinear
gene:TraesCS5B03G0016400	Chr5B	8412291	8414400	+	8413345	Chr5B	15618155	15620264	+	15619209	1.0	0.999	collinear
gene:TraesCS5B03G0017000	Chr5B	8435064	8439898	-	8437481	Chr5B	15640930	15645764	-	15643347	1.0	1.0	collinear
gene:TraesCS5B03G0017300	Chr5B	8578315	8592199	+	8585257	Chr5B	15788476	15802361	+	15795418	1.0	1.0	collinear
gene:TraesCS5B03G0017500	Chr5B	8592762	8599391	-	8596076	Chr5B	15802924	15809553	-	15806238	1.0	0.997	collinear
gene:TraesCS5B03G0017600	Chr5B	8929166	8931564	-	8930365	Chr5B	16179611	16182018	-	16180814	1.0	1.0	collinear
gene:TraesCS5B03G0018000	Chr5B	8959192	8973203	-	8966197	Chr5B	16209646	16223657	-	16216651	1.0	1.0	collinear
gene:TraesCS5B03G0018200	Chr5B	8987169	8989682	-	8988425	Chr5B	16237617	16240130	-	16238873	1.0	1.0	collinear
gene:TraesCS5B03G0018300	Chr5B	8990141	8990908	-	8990524	Chr5B	16240589	16241356	-	16240972	1.0	1.0	collinear
gene:TraesCS5B03G0018500	Chr5B	8999069	8999971	-	8999520	Chr5B	16249517	16250419	-	16249968	1.0	1.0	collinear
gene:TraesCS5B03G0019100	Chr5B	9063135	9063958	+	9063546	Chr5B	16313594	16314417	+	16314005	1.0	0.998	collinear
gene:TraesCS5B03G0019200	Chr5B	9094473	9094694	+	9094583	Chr5B	16344931	16345152	+	16345041	1.0	1.0	collinear
gene:TraesCS5B03G0019300	Chr5B	9098241	9101504	+	9099872	Chr5B	16348699	16351961	+	16350330	1.0	1.0	collinear
gene:TraesCS5B03G0019500	Chr5B	9128880	9132494	+	9130687	Chr5B	16379331	16382950	+	16381140	1.0	1.0	collinear
gene:TraesCS5B03G0019600	Chr5B	9270520	9274061	-	9272290	Chr5B	16520954	16524495	-	16522724	1.0	0.999	collinear
gene:TraesCS5B03G0019700	Chr5B	9291833	9292246	+	9292039	Chr5B	16542332	16542745	+	16542538	1.0	1.0	collinear
gene:TraesCS5B03G0019900	Chr5B	9309126	9311271	+	9310198	Chr5B	16559617	16561764	+	16560690	1.0	1.0	collinear
gene:TraesCS5B03G0020000	Chr5B	9311350	9315370	-	9313360	Chr5B	16561843	16565863	-	16563853	1.0	1.0	collinear
gene:TraesCS5B03G0020200	Chr5B	9331528	9333209	+	9332368	Chr5B	16582007	16583689	+	16582848	1.0	0.998	collinear
gene:TraesCS5B03G0020300	Chr5B	9336604	9337029	+	9336816	Chr5B	16587084	16587509	+	16587296	1.0	1.0	collinear
gene:TraesCS5B03G0020400	Chr5B	9346778	9347669	+	9347223	Chr5B	16644401	16645292	+	16644846	1.0	1.0	collinear
gene:TraesCS5B03G0020500	Chr5B	9350147	9351646	+	9350896	Chr5B	16647770	16649269	+	16648519	1.0	1.0	collinear
gene:TraesCS5B03G0020600	Chr5B	9380809	9382659	-	9381734	Chr5B	16678437	16680287	-	16679362	1.0	1.0	collinear
