gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS3B03G0000800	Chr3B	246094	246695	-	246394	Chr3B	2075741	2076242	+	2075991	0.985	0.965	collinear
gene:TraesCS3B03G0001100	Chr3B	388009	388991	+	388500	Chr3B	2007485	2008457	-	2007971	0.958	0.906	collinear
gene:TraesCS3B03G0002800	Chr3B	855999	856555	+	856277	Chr3B	1448024	1448556	-	1448290	0.977	0.942	collinear
gene:TraesCS3B03G0004000	Chr3B	1309880	1313738	-	1311809	Chr3B	1179420	1183276	+	1181348	0.993	0.956	collinear
gene:TraesCS3B03G0004600	Chr3B	1708407	1711540	-	1709973	Chr3B	132309	135214	+	133761	0.981	0.92	collinear
gene:TraesCS3B03G0004800	Chr3B	1754066	1758349	-	1756207	Chr3B	120599	124947	+	122773	0.993	0.947	collinear
gene:TraesCS3B03G0005600	Chr3B	2279997	2282921	-	2281459	Chr3B	2640702	2643621	+	2642161	1.0	0.976	collinear
gene:TraesCS3B03G0005700	Chr3B	2296800	2299629	-	2298214	Chr3B	2617640	2620474	+	2619057	1.0	0.971	collinear
gene:TraesCS3B03G0005800	Chr3B	2305509	2308573	-	2307041	Chr3B	2492861	2495937	-	2494399	1.0	0.963	collinear
gene:TraesCS3B03G0006200	Chr3B	2400732	2403083	-	2401907	Chr3B	2559917	2562159	+	2561038	0.996	0.963	collinear
gene:TraesCS3B03G0007600	Chr3B	2550258	2551285	-	2550771	Chr3B	2775524	2776539	-	2776031	0.993	0.962	collinear
gene:TraesCS3B03G0010600	Chr3B	3343534	3343869	-	3343701	Chr3B	3158723	3159061	+	3158892	1.0	0.955	collinear
gene:TraesCS3B03G0010700	Chr3B	3351732	3352420	+	3352076	Chr3B	3191527	3192217	+	3191872	0.994	0.943	collinear
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	3544229	3546703	+	3545466	0.989	0.913	collinear
gene:TraesCS3B03G0012800	Chr3B	3758382	3758978	-	3758680	Chr3B	3557803	3558399	-	3558101	1.0	0.981	collinear
gene:TraesCS3B03G0013100	Chr3B	3792617	3799581	-	3796099	Chr3B	3697579	3699565	-	3698572	1.0	0.984	collinear
gene:TraesCS3B03G0013400	Chr3B	3821480	3821881	+	3821680	Chr3B	3722852	3723253	+	3723052	1.0	0.977	collinear
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	3830699	3834768	-	3832733	0.979	0.916	collinear
gene:TraesCS3B03G0014500	Chr3B	4042103	4049664	+	4045883	Chr3B	3920203	3927525	+	3923864	0.991	0.961	collinear
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	3987398	3988199	+	3987798	1.0	0.961	collinear
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	4226078	4226865	-	4226471	1.0	0.962	collinear
gene:TraesCS3B03G0017200	Chr3B	4672356	4674432	+	4673394	Chr3B	4178320	4180536	-	4179428	0.985	0.916	collinear
gene:TraesCS3B03G0018200	Chr3B	4994718	4995101	+	4994909	Chr3B	4266527	4266901	+	4266714	0.976	0.901	collinear
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	5011729	5017636	+	5014682	0.968	0.937	collinear
gene:TraesCS3B03G0019700	Chr3B	5714448	5715228	+	5714838	Chr3B	5021144	5021921	+	5021532	0.992	0.945	collinear
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	5100065	5105424	+	5102744	0.984	0.913	collinear
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	5104168	5105411	+	5104789	0.994	0.923	collinear
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	5221228	5224480	-	5222854	0.997	0.939	collinear
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	5218292	5221010	+	5219651	0.973	0.923	collinear
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	5461946	5462300	+	5462123	1.0	0.908	collinear
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	5453862	5455910	-	5454886	0.982	0.921	collinear
gene:TraesCS3B03G0027100	Chr3B	6250940	6252156	+	6251548	Chr3B	5562827	5564052	+	5563439	1.0	0.96	collinear
gene:TraesCS3B03G0027300	Chr3B	6302591	6303316	-	6302953	Chr3B	5581793	5582518	-	5582155	1.0	0.971	collinear
gene:TraesCS3B03G0028100	Chr3B	6375001	6378109	-	6376555	Chr3B	5923710	5927440	-	5925575	0.983	0.917	collinear
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	6006611	6008840	-	6007725	0.998	0.958	collinear
gene:TraesCS3B03G0028600	Chr3B	6461524	6462461	+	6461992	Chr3B	6051989	6052969	+	6052479	1.0	0.958	collinear
gene:TraesCS3B03G0029200	Chr3B	6514905	6517931	-	6516418	Chr3B	6040195	6043239	-	6041717	1.0	0.957	collinear
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	6128562	6130141	+	6129351	1.0	0.982	collinear
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	6271373	6272474	+	6271923	1.0	0.973	collinear
gene:TraesCS3B03G0031200	Chr3B	6803638	6807916	+	6805777	Chr3B	6303714	6307954	+	6305834	1.0	0.981	collinear
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	8914933	8916441	-	8915687	1.0	0.993	collinear
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	9353706	9357614	+	9355660	1.0	0.995	collinear
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	9856949	9862143	-	9859546	1.0	0.995	collinear
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	9956139	9959188	+	9957663	1.0	0.996	collinear
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	9959526	9963101	-	9961313	0.998	0.996	collinear
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	9964838	9966881	-	9965859	0.948	0.933	collinear
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	9969853	9971828	-	9970840	1.0	0.995	collinear
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	10059224	10067240	+	10063232	1.0	0.996	collinear
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	10150361	10152504	+	10151432	1.0	0.983	collinear
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	10158038	10159003	+	10158520	1.0	0.994	collinear
gene:TraesCS3B03G0039200	Chr3B	12185415	12189726	-	12187570	Chr3B	10159321	10163639	-	10161480	1.0	0.992	collinear
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	10221365	10221895	-	10221630	1.0	0.99	collinear
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	10338191	10342126	+	10340158	1.0	0.995	collinear
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	10342415	10343319	+	10342867	0.986	0.983	collinear
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	10344752	10348452	-	10346602	1.0	0.997	collinear
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	10452504	10456490	-	10454497	0.999	0.995	collinear
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	10460671	10466614	+	10463642	0.999	0.995	collinear
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	10618283	10619639	-	10618961	1.0	0.995	collinear
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	10623362	10624870	+	10624116	1.0	0.993	collinear
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	10628201	10629643	-	10628922	1.0	0.997	collinear
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	10635373	10636050	-	10635711	1.0	1.0	collinear
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	10641678	10642154	-	10641916	1.0	1.0	collinear
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	11080201	11080551	-	11080376	1.0	0.985	collinear
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	11105190	11111327	+	11108258	0.988	0.982	collinear
gene:TraesCS3B03G0042100	Chr3B	13150614	13151953	+	13151283	Chr3B	11123774	11125112	+	11124443	0.999	0.993	collinear
gene:TraesCS3B03G0042200	Chr3B	13155850	13159257	+	13157553	Chr3B	11130305	11133724	+	11132014	1.0	0.978	collinear
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	11191666	11195186	+	11193426	0.98	0.929	collinear
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	11195224	11199273	-	11197248	0.98	0.964	collinear
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	11211806	11219146	+	11215476	0.999	0.998	collinear
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	11404159	11405167	+	11404663	0.996	0.977	collinear
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	11429709	11432486	+	11431097	0.979	0.973	collinear
gene:TraesCS3B03G0045200	Chr3B	13651284	13654171	-	13652727	Chr3B	11442305	11446234	-	11444269	1.0	0.991	collinear
gene:TraesCS3B03G0045900	Chr3B	13743583	13744821	-	13744202	Chr3B	11554553	11555791	-	11555172	1.0	0.997	collinear
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	11566446	11569364	-	11567905	0.942	0.941	collinear
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	11616233	11618429	-	11617331	1.0	0.997	collinear
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	11637815	11642861	+	11640338	0.99	0.965	collinear
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	11703597	11704912	+	11704254	0.989	0.941	collinear
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	11712894	11713748	-	11713321	0.998	0.969	collinear
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	11728803	11737330	+	11733066	0.999	0.979	collinear
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	11738220	11739705	+	11738962	1.0	0.953	collinear
gene:TraesCS3B03G0049200	Chr3B	14197012	14200919	+	14198965	Chr3B	12310064	12313965	+	12312014	1.0	0.996	collinear
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	12377832	12389520	-	12383676	0.997	0.995	collinear
gene:TraesCS3B03G0049500	Chr3B	14294561	14297938	-	14296249	Chr3B	12397828	12401220	-	12399524	1.0	0.993	collinear
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	12517464	12517826	-	12517645	1.0	0.986	collinear
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	12563709	12567878	+	12565793	1.0	1.0	collinear
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	12571440	12575849	+	12573644	1.0	0.995	collinear
