gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS7A03G0000200	Chr7A	237447	240619	+	239033	Chr7A	245206	248378	+	246792	1.0	0.999	collinear
gene:TraesCS7A03G0000300	Chr7A	241763	245662	-	243712	Chr7A	249522	253420	-	251471	1.0	1.0	collinear
gene:TraesCS7A03G0000400	Chr7A	249969	253391	+	251680	Chr7A	257724	261146	+	259435	1.0	1.0	collinear
gene:TraesCS7A03G0001000	Chr7A	287782	289092	+	288437	Chr7A	293559	294872	+	294215	1.0	1.0	collinear
gene:TraesCS7A03G0001800	Chr7A	329150	329954	+	329552	Chr7A	334931	335735	+	335333	1.0	1.0	collinear
gene:TraesCS7A03G0001900	Chr7A	339975	343261	-	341618	Chr7A	345761	349047	-	347404	1.0	0.999	collinear
gene:TraesCS7A03G0002500	Chr7A	458993	460972	-	459982	Chr7A	464802	466781	-	465791	1.0	1.0	collinear
gene:TraesCS7A03G0002900	Chr7A	625626	629540	+	627583	Chr7A	640022	643935	+	641978	1.0	0.998	collinear
gene:TraesCS7A03G0003000	Chr7A	636996	649433	-	643214	Chr7A	651391	663828	-	657609	1.0	1.0	collinear
gene:TraesCS7A03G0003300	Chr7A	658982	671984	-	665483	Chr7A	673380	686380	-	679880	1.0	1.0	collinear
gene:TraesCS7A03G0003400	Chr7A	751650	755043	-	753346	Chr7A	766030	769423	-	767726	1.0	1.0	collinear
gene:TraesCS7A03G0003500	Chr7A	776562	777005	-	776783	Chr7A	790945	791388	-	791166	1.0	1.0	collinear
gene:TraesCS7A03G0004100	Chr7A	965060	971771	+	968415	Chr7A	979423	986134	+	982778	1.0	1.0	collinear
gene:TraesCS7A03G0004300	Chr7A	1116397	1117068	+	1116732	Chr7A	1130386	1131057	+	1130721	1.0	1.0	collinear
gene:TraesCS7A03G0004500	Chr7A	1168399	1170394	+	1169396	Chr7A	1169105	1171100	+	1170102	1.0	0.999	collinear
gene:TraesCS7A03G0004800	Chr7A	1288480	1289699	+	1289089	Chr7A	1287585	1288804	+	1288194	1.0	1.0	collinear
gene:TraesCS7A03G0004900	Chr7A	1292673	1293108	-	1292890	Chr7A	1291778	1292213	-	1291995	1.0	1.0	collinear
gene:TraesCS7A03G0005000	Chr7A	1295626	1310738	-	1303182	Chr7A	1294733	1309752	-	1302242	1.0	0.999	collinear
gene:TraesCS7A03G0005100	Chr7A	1331278	1332098	-	1331688	Chr7A	1329742	1330562	-	1330152	1.0	1.0	collinear
gene:TraesCS7A03G0005200	Chr7A	1335552	1337332	-	1336442	Chr7A	1334016	1335796	-	1334906	1.0	1.0	collinear
gene:TraesCS7A03G0006500	Chr7A	1536839	1539713	+	1538276	Chr7A	1390090	1392964	+	1391527	1.0	1.0	collinear
gene:TraesCS7A03G0006900	Chr7A	1705137	1706808	+	1705972	Chr7A	1619074	1620745	+	1619909	1.0	1.0	collinear
gene:TraesCS7A03G0007000	Chr7A	1709690	1715064	+	1712377	Chr7A	1623627	1629005	+	1626316	1.0	0.999	collinear
gene:TraesCS7A03G0007100	Chr7A	1716639	1726072	-	1721355	Chr7A	1630580	1640013	-	1635296	1.0	1.0	collinear
gene:TraesCS7A03G0007200	Chr7A	1727345	1733016	+	1730180	Chr7A	1641286	1646957	+	1644121	1.0	1.0	collinear
gene:TraesCS7A03G0007300	Chr7A	1733546	1738771	-	1736158	Chr7A	1647487	1652712	-	1650099	1.0	1.0	collinear
gene:TraesCS7A03G0007400	Chr7A	1757255	1763142	-	1760198	Chr7A	1670315	1676202	-	1673258	1.0	1.0	collinear
gene:TraesCS7A03G0007600	Chr7A	1963947	1966400	-	1965173	Chr7A	1827082	1829535	-	1828308	1.0	1.0	collinear
gene:TraesCS7A03G0007500	Chr7A	1963777	1966710	-	1965243	Chr7A	1826912	1829845	-	1828378	1.0	1.0	collinear
gene:TraesCS7A03G0007700	Chr7A	1984711	1990302	-	1987506	Chr7A	1891840	1897431	-	1894635	1.0	1.0	collinear
gene:TraesCS7A03G0007800	Chr7A	1991641	1995052	-	1993346	Chr7A	1898770	1902181	-	1900475	1.0	1.0	collinear
gene:TraesCS7A03G0007900	Chr7A	1999166	2001559	+	2000362	Chr7A	1906297	1908690	+	1907493	1.0	1.0	collinear
gene:TraesCS7A03G0008000	Chr7A	2002174	2006210	-	2004192	Chr7A	1909305	1913341	-	1911323	1.0	0.998	collinear
gene:TraesCS7A03G0008400	Chr7A	2059191	2064602	+	2061896	Chr7A	1966347	1971758	+	1969052	1.0	1.0	collinear
gene:TraesCS7A03G0008800	Chr7A	2119023	2128730	+	2123876	Chr7A	2033116	2042823	+	2037969	1.0	1.0	collinear
gene:TraesCS7A03G0008900	Chr7A	2129337	2139216	-	2134276	Chr7A	2043430	2053307	-	2048368	1.0	0.998	collinear
gene:TraesCS7A03G0009400	Chr7A	2212604	2213952	+	2213278	Chr7A	2126717	2128065	+	2127391	1.0	1.0	collinear
gene:TraesCS7A03G0009500	Chr7A	2226887	2230792	+	2228839	Chr7A	2141048	2144950	+	2142999	0.999	0.998	collinear
gene:TraesCS7A03G0009800	Chr7A	2248242	2252867	-	2250554	Chr7A	2161940	2166565	-	2164252	1.0	0.999	collinear
gene:TraesCS7A03G0010100	Chr7A	2684032	2686882	-	2685457	Chr7A	2540347	2543197	-	2541772	1.0	1.0	collinear
gene:TraesCS7A03G0010200	Chr7A	2703204	2713801	+	2708502	Chr7A	2559519	2570112	+	2564815	1.0	1.0	collinear
gene:TraesCS7A03G0010400	Chr7A	2735543	2735899	+	2735721	Chr7A	2591856	2592212	+	2592034	1.0	0.997	collinear
gene:TraesCS7A03G0010300	Chr7A	2734989	2736987	-	2735988	Chr7A	2591302	2593300	-	2592301	1.0	0.999	collinear
gene:TraesCS7A03G0010500	Chr7A	2738438	2740210	-	2739324	Chr7A	2594751	2596523	-	2595637	1.0	0.999	collinear
gene:TraesCS7A03G0010800	Chr7A	2805162	2809572	+	2807367	Chr7A	2663563	2667973	+	2665768	1.0	1.0	collinear
gene:TraesCS7A03G0011100	Chr7A	2813248	2819925	-	2816586	Chr7A	2671652	2678329	-	2674990	1.0	1.0	collinear
gene:TraesCS7A03G0011200	Chr7A	2825033	2831859	-	2828446	Chr7A	2683443	2690269	-	2686856	1.0	1.0	collinear
gene:TraesCS7A03G0011300	Chr7A	2845787	2850612	+	2848199	Chr7A	2704038	2708858	+	2706448	0.998	0.998	collinear
gene:TraesCS7A03G0011400	Chr7A	2873620	2878318	+	2875969	Chr7A	2731867	2736565	+	2734216	1.0	0.999	collinear
gene:TraesCS7A03G0011700	Chr7A	2894350	2897746	+	2896048	Chr7A	2752597	2755993	+	2754295	1.0	1.0	collinear
gene:TraesCS7A03G0011800	Chr7A	2904302	2905750	+	2905026	Chr7A	2762550	2763998	+	2763274	1.0	1.0	collinear
gene:TraesCS7A03G0012000	Chr7A	2929298	2936550	-	2932924	Chr7A	2787589	2794848	-	2791218	1.0	1.0	collinear
gene:TraesCS7A03G0012100	Chr7A	2940653	2942001	+	2941327	Chr7A	2798958	2800306	+	2799632	1.0	1.0	collinear
gene:TraesCS7A03G0012300	Chr7A	2956906	2960802	+	2958854	Chr7A	2815211	2819109	+	2817160	1.0	0.999	collinear
gene:TraesCS7A03G0012400	Chr7A	2978598	2981378	-	2979988	Chr7A	2850212	2852992	-	2851602	1.0	1.0	collinear
gene:TraesCS7A03G0012500	Chr7A	2988793	2993614	+	2991203	Chr7A	2860410	2865231	+	2862820	1.0	1.0	collinear
gene:TraesCS7A03G0012700	Chr7A	2998778	3001478	+	3000128	Chr7A	2870395	2873095	+	2871745	1.0	1.0	collinear
gene:TraesCS7A03G0012800	Chr7A	3067984	3069180	+	3068582	Chr7A	2939598	2940794	+	2940196	1.0	1.0	collinear
gene:TraesCS7A03G0013200	Chr7A	3126732	3132139	-	3129435	Chr7A	2998364	3003771	-	3001067	1.0	1.0	collinear
gene:TraesCS7A03G0013300	Chr7A	3134749	3138526	+	3136637	Chr7A	3006381	3010158	+	3008269	1.0	0.998	collinear
gene:TraesCS7A03G0013900	Chr7A	3264706	3268044	+	3266375	Chr7A	3136291	3139629	+	3137960	1.0	1.0	collinear
gene:TraesCS7A03G0014200	Chr7A	3278385	3282520	-	3280452	Chr7A	3149968	3154103	-	3152035	1.0	1.0	collinear
gene:TraesCS7A03G0014400	Chr7A	3329954	3335151	-	3332552	Chr7A	3201539	3206737	-	3204138	1.0	0.999	collinear
gene:TraesCS7A03G0014500	Chr7A	3393323	3394372	+	3393847	Chr7A	3265025	3266074	+	3265549	1.0	1.0	collinear
gene:TraesCS7A03G0014600	Chr7A	3398397	3420268	+	3409332	Chr7A	3270191	3292049	+	3281120	0.999	0.998	collinear
