gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS2B03G0639900	Chr2B	321908535	321920580	+	321914557	Chr2B	308869057	308880901	+	308874979	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0640500	Chr2B	322687462	322688352	-	322687907	Chr2B	309645646	309646536	-	309646091	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0640900	Chr2B	322701319	322717621	+	322709470	Chr2B	309659502	309675804	+	309667653	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0642100	Chr2B	323707766	323713104	+	323710435	Chr2B	310690718	310696056	+	310693387	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0642800	Chr2B	324136403	324152022	-	324144212	Chr2B	311119375	311134994	-	311127184	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0643100	Chr2B	324539002	324539244	+	324539123	Chr2B	311521553	311521795	+	311521674	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0643300	Chr2B	324876150	324877132	+	324876641	Chr2B	311858683	311859665	+	311859174	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0643700	Chr2B	325388504	325404840	-	325396672	Chr2B	312368620	312384951	-	312376785	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0644900	Chr2B	326678708	326687803	-	326683255	Chr2B	313660947	313670043	-	313665495	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0645400	Chr2B	326781201	326782455	-	326781828	Chr2B	313763445	313764699	-	313764072	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0000100	Chr2B	28743	34135	+	31439	Chr2B	792997	798321	+	795659	1.0	0.99	collinear
gene:TraesCS2B03G0000200	Chr2B	39467	43757	-	41612	Chr2B	803530	807706	-	805618	0.958	0.932	collinear
gene:TraesCS2B03G0000300	Chr2B	99450	99932	-	99691	Chr2B	858200	858682	-	858441	1.0	0.977	collinear
gene:TraesCS2B03G0000400	Chr2B	106822	111948	+	109385	Chr2B	935799	940904	+	938351	0.982	0.962	collinear
gene:TraesCS2B03G0000700	Chr2B	125470	127186	+	126328	Chr2B	954800	956511	+	955655	1.0	0.992	collinear
gene:TraesCS2B03G0000800	Chr2B	129516	134301	-	131908	Chr2B	959980	964691	-	962335	0.977	0.973	collinear
gene:TraesCS2B03G0000900	Chr2B	248523	249650	-	249086	Chr2B	1073923	1075073	-	1074498	0.998	0.994	collinear
gene:TraesCS2B03G0001000	Chr2B	255128	258501	+	256814	Chr2B	1080326	1083711	+	1082018	0.999	0.977	collinear
gene:TraesCS2B03G0001900	Chr2B	359414	360259	+	359836	Chr2B	1089366	1090211	+	1089788	0.995	0.915	collinear
gene:TraesCS2B03G0002400	Chr2B	401647	403609	+	402628	Chr2B	1161614	1163991	+	1162802	0.975	0.963	collinear
gene:TraesCS2B03G0002500	Chr2B	404319	408371	-	406345	Chr2B	1164759	1168350	-	1166554	0.986	0.916	collinear
gene:TraesCS2B03G0002600	Chr2B	410883	413197	+	412040	Chr2B	1204055	1206060	+	1205057	1.0	0.971	collinear
gene:TraesCS2B03G0005700	Chr2B	963404	964372	+	963888	Chr2B	1302790	1303758	+	1303274	1.0	0.998	collinear
gene:TraesCS2B03G0005900	Chr2B	993279	993881	+	993580	Chr2B	1317507	1318061	+	1317784	0.92	0.903	collinear
gene:TraesCS2B03G0006000	Chr2B	1002722	1009665	+	1006193	Chr2B	1327715	1334656	+	1331185	1.0	0.996	collinear
gene:TraesCS2B03G0006500	Chr2B	1091608	1092561	-	1092084	Chr2B	1391731	1392684	-	1392207	1.0	1.0	collinear
gene:TraesCS2B03G0006600	Chr2B	1094148	1094755	-	1094451	Chr2B	1394277	1394884	-	1394580	1.0	1.0	collinear
gene:TraesCS2B03G0006800	Chr2B	1102968	1104198	+	1103583	Chr2B	1403089	1404357	+	1403723	0.998	0.945	collinear
gene:TraesCS2B03G0006900	Chr2B	1108051	1109094	-	1108572	Chr2B	1412789	1413827	-	1413308	0.995	0.975	collinear
gene:TraesCS2B03G0008300	Chr2B	1951546	1953088	-	1952317	Chr2B	1620638	1622181	-	1621409	0.997	0.978	collinear
gene:TraesCS2B03G0008500	Chr2B	1958192	1967818	-	1963005	Chr2B	1627296	1636895	-	1632095	1.0	0.999	collinear
gene:TraesCS2B03G0009200	Chr2B	2344071	2344364	+	2344217	Chr2B	2006546	2006839	+	2006692	1.0	1.0	collinear
gene:TraesCS2B03G0009700	Chr2B	2520260	2520661	-	2520460	Chr2B	2182742	2183144	-	2182943	1.0	1.0	collinear
gene:TraesCS2B03G0009900	Chr2B	2672857	2674541	-	2673699	Chr2B	2366790	2368471	-	2367630	0.998	0.994	collinear
gene:TraesCS2B03G0010000	Chr2B	2678638	2681094	-	2679866	Chr2B	2372570	2375026	-	2373798	1.0	0.998	collinear
gene:TraesCS2B03G0010300	Chr2B	2698016	2703512	+	2700764	Chr2B	2392208	2397681	+	2394944	0.999	0.996	collinear
gene:TraesCS2B03G0010400	Chr2B	2717986	2718723	-	2718354	Chr2B	2412157	2412894	-	2412525	1.0	0.991	collinear
gene:TraesCS2B03G0010800	Chr2B	2882010	2883720	-	2882865	Chr2B	2597088	2598802	-	2597945	1.0	0.994	collinear
gene:TraesCS2B03G0010900	Chr2B	2892074	2894736	+	2893405	Chr2B	2617713	2620733	+	2619223	1.0	0.983	collinear
gene:TraesCS2B03G0011000	Chr2B	2916973	2932515	-	2924744	Chr2B	2625731	2636417	-	2631074	0.976	0.968	collinear
gene:TraesCS2B03G0011300	Chr2B	2962930	2963370	+	2963150	Chr2B	2670564	2671004	+	2670784	1.0	1.0	collinear
