cs_chr	cs_start	cs_end	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	n_anchors	mean_identity
Chr5B	2118778	2729010	Chr5B	2000013	2623905	7	1.0
Chr5B	3294269	3617069	Chr5B	3215651	3556705	6	1.0
Chr5B	4224347	4746234	Chr5B	4965282	5691724	9	0.9996666666666667
Chr5B	6276500	6708889	Chr5B	11355154	11744855	10	0.99
Chr5B	18593	1210913	Chr5B	7817576	9457180	9	0.989
Chr5B	7027104	144086841	Chr5B	14228638	159147396	956	0.998336820083682
Chr5B	146716868	150623157	Chr5B	159788886	163663626	20	0.9996
Chr5B	153027140	156551532	Chr5B	166028205	173669792	8	1.0
Chr5B	158568371	169148558	Chr5B	175414786	185903022	17	0.9999411764705883
Chr5B	171520075	194616643	Chr5B	188558298	213050807	35	0.9996857142857144
Chr5B	199556820	203897660	Chr5B	217024498	226101929	9	0.9997777777777777
Chr5B	206148489	220083143	Chr5B	228056064	241748764	49	0.9997959183673469
Chr5B	222313523	239465934	Chr5B	242677671	259727675	71	0.998718309859155
Chr5B	241488361	344742710	Chr5B	261739836	365204294	588	0.9994761904761905
Chr5B	346985936	415604247	Chr5B	367421363	436072097	429	0.9991258741258742
Chr5B	417734794	714671459	Chr5B	436531670	727632071	2960	0.9921094594594595
