gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS4D03G0000100	Chr4D	409970	411319	-	410644	Chr4D	255319	256668	-	255993	1.0	1.0	collinear
gene:TraesCS4D03G0000200	Chr4D	459723	463379	+	461551	Chr4D	305085	308741	+	306913	1.0	1.0	collinear
gene:TraesCS4D03G0000300	Chr4D	463559	465496	-	464527	Chr4D	308921	310858	-	309889	1.0	1.0	collinear
gene:TraesCS4D03G0000500	Chr4D	465900	467545	-	466722	Chr4D	311262	312897	-	312079	0.977	0.977	collinear
gene:TraesCS4D03G0000700	Chr4D	475371	480193	+	477782	Chr4D	320719	325190	+	322954	1.0	1.0	collinear
gene:TraesCS4D03G0000800	Chr4D	536039	548069	+	542054	Chr4D	380815	392845	+	386830	1.0	1.0	collinear
gene:TraesCS4D03G0000900	Chr4D	603219	607023	-	605121	Chr4D	448018	451822	-	449920	1.0	1.0	collinear
gene:TraesCS4D03G0001000	Chr4D	607335	608738	+	608036	Chr4D	452134	453537	+	452835	1.0	1.0	collinear
gene:TraesCS4D03G0001200	Chr4D	610012	615059	-	612535	Chr4D	454811	459857	-	457334	0.999	0.999	collinear
gene:TraesCS4D03G0001300	Chr4D	624082	627372	+	625727	Chr4D	468895	472185	+	470540	1.0	0.998	collinear
gene:TraesCS4D03G0001400	Chr4D	658413	659236	+	658824	Chr4D	502850	503673	+	503261	1.0	1.0	collinear
gene:TraesCS4D03G0001700	Chr4D	734129	734515	+	734322	Chr4D	577324	577710	+	577517	1.0	1.0	collinear
gene:TraesCS4D03G0001800	Chr4D	757227	759482	-	758354	Chr4D	589850	592105	-	590977	1.0	1.0	collinear
gene:TraesCS4D03G0002200	Chr4D	1179628	1183031	+	1181329	Chr4D	1013541	1016944	+	1015242	1.0	1.0	collinear
gene:TraesCS4D03G0002300	Chr4D	1192267	1194439	+	1193353	Chr4D	1026177	1028349	+	1027263	1.0	1.0	collinear
gene:TraesCS4D03G0002500	Chr4D	1196998	1198699	-	1197848	Chr4D	1030908	1032609	-	1031758	1.0	1.0	collinear
gene:TraesCS4D03G0002600	Chr4D	1200365	1201407	+	1200886	Chr4D	1034275	1035317	+	1034796	1.0	1.0	collinear
gene:TraesCS4D03G0002700	Chr4D	1224901	1226574	+	1225737	Chr4D	1058655	1060328	+	1059491	1.0	1.0	collinear
gene:TraesCS4D03G0002800	Chr4D	1233656	1234699	+	1234177	Chr4D	1067456	1068499	+	1067977	1.0	1.0	collinear
gene:TraesCS4D03G0002900	Chr4D	1235849	1238078	+	1236963	Chr4D	1069649	1071878	+	1070763	1.0	0.998	collinear
gene:TraesCS4D03G0003000	Chr4D	1239892	1242834	+	1241363	Chr4D	1073692	1076636	+	1075164	1.0	1.0	collinear
gene:TraesCS4D03G0003100	Chr4D	1245411	1245824	-	1245617	Chr4D	1079210	1079623	-	1079416	1.0	1.0	collinear
gene:TraesCS4D03G0003500	Chr4D	1279798	1281379	+	1280588	Chr4D	1113626	1115207	+	1114416	1.0	1.0	collinear
gene:TraesCS4D03G0003700	Chr4D	1281940	1284304	+	1283122	Chr4D	1115768	1118132	+	1116950	1.0	1.0	collinear
gene:TraesCS4D03G0003800	Chr4D	1291459	1294621	+	1293040	Chr4D	1125287	1128449	+	1126868	1.0	1.0	collinear
gene:TraesCS4D03G0004000	Chr4D	1304418	1305152	-	1304785	Chr4D	1138499	1139233	-	1138866	1.0	0.998	collinear
gene:TraesCS4D03G0004100	Chr4D	1318992	1323052	+	1321022	Chr4D	1153084	1157144	+	1155114	1.0	1.0	collinear
gene:TraesCS4D03G0004300	Chr4D	1341017	1345302	-	1343159	Chr4D	1172868	1177152	-	1175010	1.0	1.0	collinear
gene:TraesCS4D03G0004400	Chr4D	1357145	1360998	-	1359071	Chr4D	1188991	1192844	-	1190917	1.0	1.0	collinear
gene:TraesCS4D03G0004500	Chr4D	1362318	1367013	-	1364665	Chr4D	1194164	1198859	-	1196511	1.0	1.0	collinear
gene:TraesCS4D03G0004600	Chr4D	1368870	1373554	-	1371212	Chr4D	1200713	1205397	-	1203055	1.0	1.0	collinear
gene:TraesCS4D03G0004700	Chr4D	1374679	1379306	-	1376992	Chr4D	1206522	1210864	-	1208693	1.0	1.0	collinear
gene:TraesCS4D03G0004800	Chr4D	1390139	1393851	+	1391995	Chr4D	1221543	1225255	+	1223399	1.0	1.0	collinear
gene:TraesCS4D03G0004900	Chr4D	1397353	1399554	-	1398453	Chr4D	1228757	1230958	-	1229857	1.0	1.0	collinear
gene:TraesCS4D03G0005000	Chr4D	1400675	1404459	-	1402567	Chr4D	1232079	1235863	-	1233971	1.0	1.0	collinear
gene:TraesCS4D03G0005100	Chr4D	1406011	1408464	+	1407237	Chr4D	1237415	1239868	+	1238641	1.0	0.999	collinear
gene:TraesCS4D03G0005800	Chr4D	1630996	1636148	-	1633572	Chr4D	2266055	2271207	-	2268631	1.0	0.999	collinear
gene:TraesCS4D03G0006100	Chr4D	1655892	1658459	+	1657175	Chr4D	2291050	2293617	+	2292333	1.0	1.0	collinear
gene:TraesCS4D03G0006500	Chr4D	1693854	1698641	-	1696247	Chr4D	2329016	2333803	-	2331409	1.0	1.0	collinear
gene:TraesCS4D03G0006600	Chr4D	1808058	1813801	+	1810929	Chr4D	2443231	2448974	+	2446102	1.0	0.999	collinear
gene:TraesCS4D03G0006900	Chr4D	1857162	1864002	+	1860582	Chr4D	2490720	2497560	+	2494140	1.0	0.999	collinear
gene:TraesCS4D03G0007200	Chr4D	2118829	2121262	-	2120045	Chr4D	3162514	3164947	-	3163730	1.0	0.999	collinear
gene:TraesCS4D03G0007300	Chr4D	2157319	2157750	+	2157534	Chr4D	3196561	3196992	+	3196776	1.0	1.0	collinear
gene:TraesCS4D03G0007400	Chr4D	2159778	2160428	-	2160103	Chr4D	3199020	3199670	-	3199345	1.0	1.0	collinear
gene:TraesCS4D03G0007500	Chr4D	2210061	2211185	+	2210623	Chr4D	3247178	3248302	+	3247740	1.0	1.0	collinear
gene:TraesCS4D03G0007600	Chr4D	2233090	2237239	-	2235164	Chr4D	3269608	3273757	-	3271682	1.0	0.999	collinear
gene:TraesCS4D03G0007700	Chr4D	2275324	2285972	-	2280648	Chr4D	3310989	3321881	-	3316435	1.0	1.0	collinear
gene:TraesCS4D03G0008000	Chr4D	2317575	2321028	-	2319301	Chr4D	3353016	3356469	-	3354742	1.0	1.0	collinear
gene:TraesCS4D03G0008300	Chr4D	2468842	2469594	-	2469218	Chr4D	3502300	3503052	-	3502676	1.0	1.0	collinear
gene:TraesCS4D03G0008500	Chr4D	2503854	2504613	+	2504233	Chr4D	3537316	3538075	+	3537695	1.0	1.0	collinear
gene:TraesCS4D03G0008800	Chr4D	3210895	3212125	-	3211510	Chr4D	4443088	4444318	-	4443703	1.0	1.0	collinear
gene:TraesCS4D03G0008900	Chr4D	3228396	3230243	+	3229319	Chr4D	4460589	4462436	+	4461512	1.0	1.0	collinear
gene:TraesCS4D03G0009000	Chr4D	3236033	3237648	-	3236840	Chr4D	4467943	4469558	-	4468750	1.0	1.0	collinear
gene:TraesCS4D03G0009100	Chr4D	3238133	3240692	+	3239412	Chr4D	4470043	4472602	+	4471322	1.0	1.0	collinear
gene:TraesCS4D03G0009200	Chr4D	3243144	3247724	-	3245434	Chr4D	4475054	4479634	-	4477344	1.0	0.999	collinear
gene:TraesCS4D03G0009500	Chr4D	3271809	3274267	-	3273038	Chr4D	4502478	4504938	-	4503708	1.0	0.998	collinear
gene:TraesCS4D03G0010200	Chr4D	3319664	3323787	+	3321725	Chr4D	4550181	4554304	+	4552242	1.0	1.0	collinear
gene:TraesCS4D03G0010300	Chr4D	3327946	3335748	-	3331847	Chr4D	4558463	4566266	-	4562364	1.0	0.999	collinear
