gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS7B03G0000100	Chr7B	32670	36534	-	34602	Chr7B	40074	43938	-	42006	1.0	1.0	collinear
gene:TraesCS7B03G0000200	Chr7B	43049	50894	-	46971	Chr7B	50383	58236	-	54309	1.0	0.999	collinear
gene:TraesCS7B03G0001000	Chr7B	112378	114411	+	113394	Chr7B	119723	121754	+	120738	1.0	0.999	collinear
gene:TraesCS7B03G0001100	Chr7B	114526	119198	-	116862	Chr7B	121869	126541	-	124205	1.0	1.0	collinear
gene:TraesCS7B03G0001200	Chr7B	120206	121471	+	120838	Chr7B	127550	128814	+	128182	0.999	0.999	collinear
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr7B	236739	238914	+	237826	1.0	1.0	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr7B	243164	244263	+	243713	1.0	1.0	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr7B	244678	245316	+	244997	1.0	1.0	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr7B	271076	272986	+	272031	0.932	0.926	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr7B	274843	276626	+	275734	1.0	1.0	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr7B	277579	279149	+	278364	1.0	1.0	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr7B	281112	283525	-	282318	1.0	1.0	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr7B	300738	305954	+	303346	1.0	0.999	collinear
gene:TraesCS7B03G0002600	Chr7B	419319	423404	+	421361	Chr7B	434685	438770	+	436727	1.0	1.0	collinear
gene:TraesCS7B03G0002900	Chr7B	423793	429194	-	426493	Chr7B	439159	444540	-	441849	0.995	0.994	collinear
gene:TraesCS7B03G0003100	Chr7B	600800	604303	+	602551	Chr7B	615625	619126	+	617375	0.998	0.998	collinear
gene:TraesCS7B03G0003300	Chr7B	637875	639698	+	638786	Chr7B	652723	654546	+	653634	1.0	1.0	collinear
gene:TraesCS7B03G0003400	Chr7B	669783	670485	-	670134	Chr7B	684391	685093	-	684742	1.0	1.0	collinear
gene:TraesCS7B03G0003800	Chr7B	778870	779724	-	779297	Chr7B	793427	794281	-	793854	1.0	1.0	collinear
gene:TraesCS7B03G0003900	Chr7B	797978	798910	+	798444	Chr7B	812540	813472	+	813006	1.0	1.0	collinear
gene:TraesCS7B03G0004600	Chr7B	844925	847126	+	846025	Chr7B	859307	861508	+	860407	1.0	1.0	collinear
gene:TraesCS7B03G0004700	Chr7B	900491	909163	-	904827	Chr7B	906712	917252	-	911982	1.0	0.999	collinear
gene:TraesCS7B03G0005100	Chr7B	1038544	1039671	+	1039107	Chr7B	1039171	1040298	+	1039734	1.0	0.988	collinear
gene:TraesCS7B03G0005600	Chr7B	1170334	1171762	+	1171048	Chr7B	1191827	1193255	+	1192541	1.0	0.994	collinear
gene:TraesCS7B03G0005700	Chr7B	1213141	1218986	-	1216063	Chr7B	1216713	1222499	-	1219606	0.989	0.984	collinear
gene:TraesCS7B03G0006000	Chr7B	1264151	1272041	-	1268096	Chr7B	1273358	1281179	-	1277268	0.987	0.982	collinear
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr7B	1288190	1295169	-	1291679	1.0	1.0	collinear
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr7B	1295845	1302178	-	1299011	1.0	1.0	collinear
gene:TraesCS7B03G0006500	Chr7B	1313496	1318517	+	1316006	Chr7B	1322653	1327513	+	1325083	0.963	0.954	collinear
gene:TraesCS7B03G0006700	Chr7B	1322519	1336722	+	1329620	Chr7B	1331515	1345718	+	1338616	1.0	1.0	collinear
gene:TraesCS7B03G0006800	Chr7B	1340667	1341047	+	1340857	Chr7B	1349668	1350048	+	1349858	1.0	0.944	collinear
gene:TraesCS7B03G0007200	Chr7B	1360503	1361234	+	1360868	Chr7B	1421466	1422188	+	1421827	0.987	0.904	collinear
gene:TraesCS7B03G0008000	Chr7B	1436165	1437258	+	1436711	Chr7B	1460117	1461186	+	1460651	0.978	0.949	collinear
gene:TraesCS7B03G0008100	Chr7B	1480605	1481773	+	1481189	Chr7B	1488791	1489959	+	1489375	1.0	0.998	collinear
gene:TraesCS7B03G0008600	Chr7B	1693992	1694231	+	1694111	Chr7B	1716583	1716822	+	1716702	1.0	0.991	collinear
gene:TraesCS7B03G0010400	Chr7B	2097129	2100452	+	2098790	Chr7B	2074630	2077928	+	2076279	1.0	0.993	collinear
gene:TraesCS7B03G0010500	Chr7B	2662842	2663519	-	2663180	Chr7B	2513139	2513816	-	2513477	1.0	1.0	collinear
gene:TraesCS7B03G0010700	Chr7B	2668551	2670096	+	2669323	Chr7B	2518848	2520393	+	2519620	1.0	1.0	collinear
gene:TraesCS7B03G0011300	Chr7B	2894770	2896423	-	2895596	Chr7B	2745416	2747069	-	2746242	1.0	0.986	collinear
gene:TraesCS7B03G0011700	Chr7B	3081146	3082585	+	3081865	Chr7B	2931800	2933239	+	2932519	1.0	1.0	collinear
gene:TraesCS7B03G0011800	Chr7B	3116205	3118160	+	3117182	Chr7B	2966877	2968866	+	2967871	0.998	0.984	collinear
gene:TraesCS7B03G0011900	Chr7B	3118757	3122830	-	3120793	Chr7B	2969463	2973505	-	2971484	1.0	0.998	collinear
gene:TraesCS7B03G0012000	Chr7B	3221369	3227272	-	3224320	Chr7B	3088644	3093204	-	3090924	0.978	0.974	collinear
gene:TraesCS7B03G0012200	Chr7B	3242585	3251280	-	3246932	Chr7B	3108719	3117414	-	3113066	1.0	0.999	collinear
gene:TraesCS7B03G0012600	Chr7B	3264575	3273390	+	3268982	Chr7B	3130710	3139525	+	3135117	1.0	1.0	collinear
gene:TraesCS7B03G0012700	Chr7B	3275744	3280289	-	3278016	Chr7B	3141879	3146424	-	3144151	1.0	1.0	collinear
gene:TraesCS7B03G0013100	Chr7B	3425640	3425927	-	3425783	Chr7B	3291694	3291981	-	3291837	1.0	1.0	collinear
gene:TraesCS7B03G0013300	Chr7B	3473390	3482107	-	3477748	Chr7B	3339209	3347926	-	3343567	1.0	1.0	collinear
gene:TraesCS7B03G0013400	Chr7B	3502025	3506191	+	3504108	Chr7B	3367469	3371635	+	3369552	1.0	1.0	collinear
gene:TraesCS7B03G0013500	Chr7B	3510580	3514839	-	3512709	Chr7B	3376024	3380283	-	3378153	1.0	1.0	collinear
gene:TraesCS7B03G0013600	Chr7B	3660476	3664218	+	3662347	Chr7B	3525032	3528785	+	3526908	1.0	0.991	collinear
gene:TraesCS7B03G0013900	Chr7B	3671994	3673638	-	3672816	Chr7B	3536527	3538171	-	3537349	1.0	0.999	collinear
gene:TraesCS7B03G0014000	Chr7B	3694071	3695816	+	3694943	Chr7B	3558635	3560380	+	3559507	1.0	0.999	collinear
gene:TraesCS7B03G0014800	Chr7B	3869795	3871434	+	3870614	Chr7B	3727398	3729037	+	3728217	1.0	1.0	collinear
gene:TraesCS7B03G0014900	Chr7B	4012469	4017710	+	4015089	Chr7B	3870045	3875286	+	3872665	1.0	1.0	collinear
gene:TraesCS7B03G0015100	Chr7B	4023337	4024742	-	4024039	Chr7B	3880934	3882327	-	3881630	0.99	0.988	collinear
gene:TraesCS7B03G0015200	Chr7B	4028025	4030069	-	4029047	Chr7B	3885620	3887830	-	3886725	1.0	0.996	collinear
gene:TraesCS7B03G0016300	Chr7B	4116994	4122172	+	4119583	Chr7B	3974803	3979981	+	3977392	1.0	0.999	collinear
