gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS3D03G0004900	Chr3D	1138223	1138747	-	1138485	Chr3D	6380374	6380898	-	6380636	1.0	0.942
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	7089223	7089960	-	7089591	1.0	0.925
gene:TraesCS3D03G0008300	Chr3D	1599656	1600469	-	1600062	Chr3D	7091812	7092631	-	7092221	1.0	0.948
gene:TraesCS3D03G0009500	Chr3D	1703702	1704112	+	1703907	Chr3D	7748606	7749016	+	7748811	1.0	0.97
gene:TraesCS3D03G0009900	Chr3D	1754612	1755127	+	1754869	Chr3D	7814917	7815432	+	7815174	1.0	0.902
gene:TraesCS3D03G0010200	Chr3D	1762394	1764826	-	1763610	Chr3D	7822624	7824897	-	7823760	1.0	1.0
gene:TraesCS3D03G0010400	Chr3D	1805922	1810130	-	1808026	Chr3D	7866002	7870210	-	7868106	1.0	1.0
gene:TraesCS3D03G0010800	Chr3D	1859508	1860115	+	1859811	Chr3D	7919643	7920250	+	7919946	1.0	1.0
gene:TraesCS3D03G0010900	Chr3D	1910403	1912311	+	1911357	Chr3D	7970513	7972421	+	7971467	1.0	1.0
gene:TraesCS3D03G0011300	Chr3D	1978580	1986420	+	1982500	Chr3D	8038701	8046543	+	8042622	1.0	1.0
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	8072133	8073594	-	8072863	1.0	1.0
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	8079235	8079942	-	8079588	1.0	1.0
gene:TraesCS3D03G0011800	Chr3D	2026973	2028527	+	2027750	Chr3D	8088934	8090488	+	8089711	1.0	1.0
gene:TraesCS3D03G0012000	Chr3D	2053716	2054928	-	2054322	Chr3D	8115681	8116893	-	8116287	1.0	1.0
gene:TraesCS3D03G0012100	Chr3D	2127753	2133721	+	2130737	Chr3D	8190517	8195303	+	8192910	0.911	0.911
gene:TraesCS3D03G0012200	Chr3D	2136778	2137941	+	2137359	Chr3D	8198360	8199523	+	8198941	1.0	1.0
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	8210441	8212286	-	8211363	1.0	1.0
gene:TraesCS3D03G0012500	Chr3D	2154098	2155753	-	2154925	Chr3D	8215472	8217127	-	8216299	1.0	1.0
gene:TraesCS3D03G0012600	Chr3D	2162896	2166424	+	2164660	Chr3D	8224270	8227798	+	8226034	1.0	1.0
gene:TraesCS3D03G0013200	Chr3D	2238841	2242333	-	2240587	Chr3D	8300233	8303725	-	8301979	1.0	1.0
gene:TraesCS3D03G0013300	Chr3D	2257630	2259555	+	2258592	Chr3D	8319020	8320945	+	8319982	1.0	1.0
gene:TraesCS3D03G0013600	Chr3D	2262089	2264237	+	2263163	Chr3D	8323481	8325629	+	8324555	1.0	1.0
