gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	2999966	3001727	+	3000846	1.0	0.973	rearrangement:Chr6B_block1
gene:TraesCS6B03G0008100	Chr6B	2581651	2582883	-	2582267	Chr6B	2535969	2537201	-	2536585	1.0	0.996	rearrangement:Chr6B_block1
gene:TraesCS6B03G0008900	Chr6B	2844462	2845888	-	2845175	Chr6B	2814574	2816000	-	2815287	1.0	0.978	rearrangement:Chr6B_block1
gene:TraesCS6B03G0009100	Chr6B	2860011	2862961	-	2861486	Chr6B	2827519	2830421	-	2828970	0.973	0.962	rearrangement:Chr6B_block1
gene:TraesCS6B03G0009700	Chr6B	3189981	3196826	-	3193403	Chr6B	3173611	3180324	-	3176967	0.973	0.971	rearrangement:Chr6B_block1
gene:TraesCS6B03G0010200	Chr6B	3324499	3325296	+	3324897	Chr6B	3338996	3339793	+	3339394	1.0	0.994	rearrangement:Chr6B_block1
gene:TraesCS6B03G0011000	Chr6B	3849139	3850517	-	3849828	Chr6B	3417881	3419293	-	3418587	0.998	0.955	rearrangement:Chr6B_block1
gene:TraesCS6B03G0000500	Chr6B	137372	140150	-	138761	Chr6B	2309545	2312332	-	2310938	0.997	0.98	collinear
gene:TraesCS6B03G0000700	Chr6B	140235	142046	-	141140	Chr6B	2312420	2314280	-	2313350	0.999	0.972	collinear
gene:TraesCS6B03G0001900	Chr6B	394769	400060	+	397414	Chr6B	2462334	2467625	-	2464979	1.0	0.984	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	2933465	2936023	+	2934744	1.0	0.992	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	5027392	5030521	-	5028956	0.999	0.98	collinear
gene:TraesCS6B03G0007700	Chr6B	2507209	2508578	-	2507893	Chr6B	4979421	4980773	+	4980097	0.986	0.934	collinear
gene:TraesCS6B03G0009200	Chr6B	2883247	2888162	-	2885704	Chr6B	5425540	5430458	-	5427999	0.999	0.961	collinear
gene:TraesCS6B03G0011100	Chr6B	3878854	3880441	+	3879647	Chr6B	5703902	5705250	-	5704576	0.967	0.948	collinear
gene:TraesCS6B03G0011400	Chr6B	4007165	4008627	-	4007896	Chr6B	7172501	7173963	-	7173232	0.985	0.911	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	7211447	7212397	+	7211922	0.988	0.986	collinear
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	7215732	7216658	+	7216195	1.0	0.992	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	7223497	7227894	-	7225695	0.992	0.985	collinear
gene:TraesCS6B03G0012000	Chr6B	4088101	4092324	+	4090212	Chr6B	7237192	7241394	+	7239293	1.0	0.998	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	7243367	7244364	-	7243865	1.0	0.995	collinear
