gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS2A03G0505900	Chr2A	262855209	262870895	-	262863052	Chr2A	257747148	257762835	+	257754991	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0506300	Chr2A	265047108	265048254	+	265047681	Chr2A	255439178	255440324	-	255439751	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0507000	Chr2A	265667137	265679438	-	265673287	Chr2A	254776589	254788934	+	254782761	0.999	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A03G0508200	Chr2A	266532149	266533195	-	266532672	Chr2A	253905011	253906057	+	253905534	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0508300	Chr2A	266609481	266610966	-	266610223	Chr2A	253827260	253828745	+	253828002	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0508600	Chr2A	266651440	266661617	-	266656528	Chr2A	253771503	253786759	+	253779131	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0509100	Chr2A	267060327	267064374	+	267062350	Chr2A	253346514	253350561	-	253348537	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0509300	Chr2A	267064933	267068314	-	267066623	Chr2A	253342574	253345955	+	253344264	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0510300	Chr2A	269744598	269746399	-	269745498	Chr2A	252145306	252147107	+	252146206	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0510400	Chr2A	269802991	269803272	+	269803131	Chr2A	252100646	252100927	-	252100786	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A03G0512600	Chr2A	271368084	271368485	-	271368284	Chr2A	250390970	250391371	+	250391170	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A03G0512800	Chr2A	272339365	272350928	-	272345146	Chr2A	249397457	249409037	+	249403247	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0513100	Chr2A	272435285	272436223	+	272435754	Chr2A	249303593	249304531	-	249304062	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0513200	Chr2A	273004876	273006771	-	273005823	Chr2A	248714097	248715992	+	248715044	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A03G0513500	Chr2A	273428692	273438400	+	273433546	Chr2A	248283831	248293537	-	248288684	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0513900	Chr2A	273708897	273709732	-	273709314	Chr2A	248025612	248026447	+	248026029	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0514700	Chr2A	274726972	274735840	-	274731406	Chr2A	246976588	246985454	+	246981021	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A03G0514800	Chr2A	274899284	274905261	+	274902272	Chr2A	246797128	246803026	-	246800077	0.929	0.927	rearrangement:Chr2A_block1
gene:TraesCS2A03G0515500	Chr2A	276306422	276308724	-	276307573	Chr2A	245019110	245021412	+	245020261	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A03G0515800	Chr2A	276319926	276336381	+	276328153	Chr2A	244991441	245007905	-	244999673	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0516000	Chr2A	276336265	276338740	-	276337502	Chr2A	244989062	244991557	+	244990309	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A03G0516800	Chr2A	277341958	277345468	-	277343713	Chr2A	243896408	243899913	+	243898160	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A03G0517100	Chr2A	277461640	277463524	+	277462582	Chr2A	243764592	243766476	-	243765534	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0517600	Chr2A	277773792	277788371	-	277781081	Chr2A	243493547	243508120	+	243500833	0.996	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A03G0518000	Chr2A	279828898	279829260	+	279829079	Chr2A	241339155	241339517	-	241339336	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A03G0518100	Chr2A	279829045	279829296	-	279829170	Chr2A	241339119	241339370	+	241339244	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A03G0518200	Chr2A	280403666	280410282	-	280406974	Chr2A	240772664	240779280	+	240775972	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A03G0518700	Chr2A	280747469	280748075	+	280747772	Chr2A	240400214	240400820	-	240400517	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A03G0518800	Chr2A	280750334	280753153	-	280751743	Chr2A	240395135	240397958	+	240396546	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0519200	Chr2A	280914390	280914641	+	280914515	Chr2A	240230278	240230529	-	240230403	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A03G0519400	Chr2A	280914794	280914910	+	280914852	Chr2A	240230008	240230124	-	240230066	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A03G0519800	Chr2A	281330019	281330457	+	281330238	Chr2A	239807367	239807805	-	239807586	1.0	0.99	rearrangement:Chr2A_block1
gene:TraesCS2A03G0520000	Chr2A	281607073	281609215	-	281608144	Chr2A	239533516	239535658	+	239534587	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0520900	Chr2A	282067322	282073336	+	282070329	Chr2A	239073951	239079969	-	239076960	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A03G0521000	Chr2A	282072567	282077256	-	282074911	Chr2A	239070031	239074720	+	239072375	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0521100	Chr2A	282079895	282083971	-	282081933	Chr2A	239063315	239067391	+	239065353	1.0	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A03G0521200	Chr2A	282833435	282833752	+	282833593	Chr2A	238379351	238379668	-	238379509	1.0	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A03G0521300	Chr2A	282904144	282909390	-	282906767	Chr2A	238299840	238305085	+	238302462	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A03G0521900	Chr2A	282935186	282957272	-	282946229	Chr2A	238247915	238269002	+	238258458	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A03G0522300	Chr2A	283388554	283393230	-	283390892	Chr2A	237821717	237826391	+	237824054	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0522500	Chr2A	283393999	283396274	-	283395136	Chr2A	237818673	237820948	+	237819810	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A03G0522600	Chr2A	283400390	283408134	-	283404262	Chr2A	237806373	237814117	+	237810245	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A03G0565400	Chr2A	341773470	341780050	+	341776760	Chr2A	333510950	333517532	-	333514241	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A03G0565500	Chr2A	341831414	341832837	+	341832125	Chr2A	333324496	333325919	-	333325207	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A03G0565600	Chr2A	341967933	341971207	+	341969570	Chr2A	333464959	333468233	-	333466596	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A03G0565900	Chr2A	342384204	342385348	+	342384776	Chr2A	332785515	332786659	-	332786087	1.0	0.994	rearrangement:Chr2A_block2
gene:TraesCS2A03G0566100	Chr2A	342617216	342622420	+	342619818	Chr2A	332537221	332542424	-	332539822	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A03G0566200	Chr2A	342645743	342647510	+	342646626	Chr2A	332512540	332514307	-	332513423	1.0	0.991	rearrangement:Chr2A_block2
gene:TraesCS2A03G0000200	Chr2A	250369	258919	+	254644	Chr2A	245791	254340	+	250065	0.999	0.999	collinear
