gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS1A03G0019200	Chr1A	4764892	4765791	+	4765341	Chr1A	4517087	4518022	+	4517554	1.0	0.961	rearrangement:Chr1A_block1
gene:TraesCS1A03G0019300	Chr1A	4783488	4784380	+	4783934	Chr1A	4535793	4536685	+	4536239	1.0	0.991	rearrangement:Chr1A_block1
gene:TraesCS1A03G0019600	Chr1A	4833835	4834480	-	4834157	Chr1A	4590580	4591207	-	4590893	0.972	0.969	rearrangement:Chr1A_block1
gene:TraesCS1A03G0019800	Chr1A	4897332	4898204	+	4897768	Chr1A	4672252	4673096	+	4672674	0.965	0.954	rearrangement:Chr1A_block1
gene:TraesCS1A03G0020400	Chr1A	5018187	5019044	+	5018615	Chr1A	4779545	4780402	+	4779973	1.0	0.996	rearrangement:Chr1A_block1
gene:TraesCS1A03G0020500	Chr1A	5026172	5027029	+	5026600	Chr1A	4771825	4772682	+	4772253	1.0	0.994	rearrangement:Chr1A_block1
gene:TraesCS1A03G0020600	Chr1A	5030561	5033532	+	5032046	Chr1A	4783838	4786808	+	4785323	1.0	0.998	rearrangement:Chr1A_block1
gene:TraesCS1A03G0020700	Chr1A	5032814	5033138	-	5032976	Chr1A	4786090	4786414	-	4786252	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0020800	Chr1A	5038069	5038671	+	5038370	Chr1A	4791347	4791949	+	4791648	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A03G0020900	Chr1A	5039590	5039808	+	5039699	Chr1A	4792862	4793080	+	4792971	1.0	0.986	rearrangement:Chr1A_block1
gene:TraesCS1A03G0021200	Chr1A	5048045	5048254	+	5048149	Chr1A	4801014	4801223	+	4801118	1.0	0.995	rearrangement:Chr1A_block1
gene:TraesCS1A03G0021300	Chr1A	5080241	5080916	+	5080578	Chr1A	4832011	4832695	+	4832353	1.0	0.979	rearrangement:Chr1A_block1
gene:TraesCS1A03G0000200	Chr1A	40098	70338	-	55218	Chr1A	25343	67956	-	46649	0.999	0.976	collinear
gene:TraesCS1A03G0000400	Chr1A	70239	89245	+	79742	Chr1A	67857	86821	+	77339	1.0	0.997	collinear
gene:TraesCS1A03G0000600	Chr1A	95906	104903	+	100404	Chr1A	93261	102186	+	97723	1.0	1.0	collinear
gene:TraesCS1A03G0000800	Chr1A	102794	122504	+	112649	Chr1A	24681	52651	+	38666	0.999	0.943	collinear
gene:TraesCS1A03G0001000	Chr1A	149490	154559	-	152024	Chr1A	145899	150968	-	148433	1.0	0.997	collinear
gene:TraesCS1A03G0001200	Chr1A	162313	162609	+	162461	Chr1A	158722	159018	+	158870	1.0	1.0	collinear
gene:TraesCS1A03G0001300	Chr1A	169592	169969	-	169780	Chr1A	165446	165823	-	165634	1.0	1.0	collinear
gene:TraesCS1A03G0001400	Chr1A	180175	180552	-	180363	Chr1A	175692	176069	-	175880	1.0	0.997	collinear
gene:TraesCS1A03G0001500	Chr1A	233818	245051	+	239434	Chr1A	227950	238940	+	233445	1.0	1.0	collinear
gene:TraesCS1A03G0001800	Chr1A	270605	272936	-	271770	Chr1A	263225	265537	-	264381	0.991	0.989	collinear
gene:TraesCS1A03G0001700	Chr1A	269472	289602	-	279537	Chr1A	262092	281960	-	272026	1.0	0.998	collinear
gene:TraesCS1A03G0002100	Chr1A	287697	287957	+	287827	Chr1A	280055	280315	+	280185	1.0	1.0	collinear
gene:TraesCS1A03G0002400	Chr1A	297266	297652	+	297459	Chr1A	289475	289861	+	289668	1.0	1.0	collinear
gene:TraesCS1A03G0002800	Chr1A	326099	326518	+	326308	Chr1A	316409	316828	+	316618	1.0	1.0	collinear
gene:TraesCS1A03G0002900	Chr1A	337960	338256	+	338108	Chr1A	328179	328475	+	328327	1.0	1.0	collinear
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	399050	399346	+	399198	1.0	1.0	collinear
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	1147096	1148697	+	1147896	1.0	1.0	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	1161706	1165342	-	1163524	1.0	1.0	collinear
gene:TraesCS1A03G0004300	Chr1A	1161721	1166114	-	1163917	Chr1A	1165997	1170390	-	1168193	1.0	0.999	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	1172476	1179503	+	1175989	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	1190688	1192708	+	1191698	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	1210988	1214079	-	1212533	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	1229480	1229905	-	1229692	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	1232920	1239066	-	1235993	0.999	0.991	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	1336780	1348273	-	1342526	1.0	1.0	collinear
gene:TraesCS1A03G0006700	Chr1A	1570115	1571372	-	1570743	Chr1A	1571773	1573030	-	1572401	1.0	0.997	collinear
gene:TraesCS1A03G0007600	Chr1A	1938410	1941394	+	1939902	Chr1A	1879698	1882682	+	1881190	1.0	1.0	collinear
gene:TraesCS1A03G0007700	Chr1A	1946022	1947181	+	1946601	Chr1A	1887310	1888497	+	1887903	1.0	0.969	collinear
gene:TraesCS1A03G0007800	Chr1A	1946792	1947917	+	1947354	Chr1A	1888108	1889233	+	1888670	1.0	1.0	collinear
gene:TraesCS1A03G0007900	Chr1A	1963897	1965450	+	1964673	Chr1A	1905219	1906772	+	1905995	1.0	1.0	collinear
gene:TraesCS1A03G0008200	Chr1A	2058764	2060237	-	2059500	Chr1A	2000128	2001601	-	2000864	1.0	1.0	collinear
gene:TraesCS1A03G0008100	Chr1A	2058764	2060237	-	2059500	Chr1A	2000128	2001601	-	2000864	1.0	1.0	collinear
gene:TraesCS1A03G0008400	Chr1A	2058909	2060171	-	2059540	Chr1A	2000273	2001535	-	2000904	1.0	1.0	collinear
gene:TraesCS1A03G0008500	Chr1A	2058909	2060171	-	2059540	Chr1A	2000273	2001535	-	2000904	1.0	1.0	collinear
gene:TraesCS1A03G0008600	Chr1A	2058909	2060171	-	2059540	Chr1A	2000273	2001535	-	2000904	1.0	1.0	collinear
gene:TraesCS1A03G0008300	Chr1A	2058909	2060171	-	2059540	Chr1A	2000273	2001535	-	2000904	1.0	1.0	collinear
gene:TraesCS1A03G0009000	Chr1A	2567417	2577225	+	2572321	Chr1A	2440835	2450643	+	2445739	1.0	1.0	collinear
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	2452669	2454078	+	2453373	1.0	1.0	collinear
