gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS3A03G0000100	Chr3A	26146	30400	+	28273	Chr3A	699098	703333	+	701215	1.0	0.998	rearrangement:Chr3A_block1
gene:TraesCS3A03G0000200	Chr3A	53676	57493	-	55584	Chr3A	726658	730475	-	728566	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A03G0000300	Chr3A	96529	96813	+	96671	Chr3A	769516	769800	+	769658	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A03G0000600	Chr3A	170523	170900	+	170711	Chr3A	843457	843834	+	843645	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A03G0002400	Chr3A	721607	725654	-	723630	Chr3A	1335686	1339731	-	1337708	0.998	0.997	rearrangement:Chr3A_block1
gene:TraesCS3A03G0002600	Chr3A	730535	733253	-	731894	Chr3A	1344530	1347248	-	1345889	1.0	0.998	rearrangement:Chr3A_block1
gene:TraesCS3A03G0002700	Chr3A	747197	753779	+	750488	Chr3A	1382372	1388879	+	1385625	0.966	0.952	rearrangement:Chr3A_block1
gene:TraesCS3A03G0002800	Chr3A	762529	765599	+	764064	Chr3A	1394486	1397648	+	1396067	1.0	0.982	rearrangement:Chr3A_block1
gene:TraesCS3A03G0003000	Chr3A	954676	957962	+	956319	Chr3A	1550794	1554080	+	1552437	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A03G0003300	Chr3A	983733	985531	+	984632	Chr3A	1590049	1591847	+	1590948	1.0	0.999	rearrangement:Chr3A_block1
gene:TraesCS3A03G0003600	Chr3A	1030844	1033134	+	1031989	Chr3A	1637159	1639449	+	1638304	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A03G0003900	Chr3A	1064790	1066982	+	1065886	Chr3A	1671117	1673309	+	1672213	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A03G0004000	Chr3A	1075288	1077959	+	1076623	Chr3A	1681610	1684281	+	1682945	1.0	1.0	rearrangement:Chr3A_block1
