gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS7B03G0000100	Chr7B	32670	36534	-	34602	Chr7B	3437905	3441769	+	3439837	1.0	1.0	collinear
gene:TraesCS7B03G0000200	Chr7B	43049	50894	-	46971	Chr7B	3423539	3431390	+	3427464	1.0	0.999	collinear
gene:TraesCS7B03G0001000	Chr7B	112378	114411	+	113394	Chr7B	3360141	3362174	-	3361157	1.0	0.999	collinear
gene:TraesCS7B03G0001100	Chr7B	114526	119198	-	116862	Chr7B	3355354	3360026	+	3357690	1.0	1.0	collinear
gene:TraesCS7B03G0001200	Chr7B	120206	121471	+	120838	Chr7B	3353080	3354345	-	3353712	1.0	1.0	collinear
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr7B	3243014	3245158	-	3244086	1.0	1.0	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr7B	3237665	3238764	-	3238214	1.0	1.0	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr7B	3236612	3237250	-	3236931	1.0	1.0	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr7B	3208947	3210857	-	3209902	0.929	0.923	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr7B	3205303	3207086	-	3206194	1.0	1.0	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr7B	3202780	3204350	-	3203565	1.0	1.0	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr7B	3198386	3200799	+	3199592	1.0	1.0	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr7B	3175920	3181136	-	3178528	1.0	1.0	collinear
gene:TraesCS7B03G0002600	Chr7B	419319	423404	+	421361	Chr7B	3043116	3047201	-	3045158	1.0	1.0	collinear
gene:TraesCS7B03G0002900	Chr7B	423793	429194	-	426493	Chr7B	3037326	3042727	+	3040026	1.0	1.0	collinear
gene:TraesCS7B03G0003100	Chr7B	600800	604303	+	602551	Chr7B	2862682	2866185	-	2864433	1.0	1.0	collinear
gene:TraesCS7B03G0003300	Chr7B	637875	639698	+	638786	Chr7B	2827258	2829081	-	2828169	1.0	1.0	collinear
gene:TraesCS7B03G0003400	Chr7B	669783	670485	-	670134	Chr7B	2796689	2797391	+	2797040	1.0	1.0	collinear
gene:TraesCS7B03G0003800	Chr7B	778870	779724	-	779297	Chr7B	2687536	2688390	+	2687963	1.0	1.0	collinear
gene:TraesCS7B03G0003900	Chr7B	797978	798910	+	798444	Chr7B	2668297	2669229	-	2668763	1.0	1.0	collinear
gene:TraesCS7B03G0004600	Chr7B	844925	847126	+	846025	Chr7B	2620395	2622596	-	2621495	1.0	0.999	collinear
gene:TraesCS7B03G0004700	Chr7B	900491	909163	-	904827	Chr7B	2558311	2568851	+	2563581	1.0	1.0	collinear
gene:TraesCS7B03G0005100	Chr7B	1038544	1039671	+	1039107	Chr7B	2427399	2428526	-	2427962	1.0	1.0	collinear
gene:TraesCS7B03G0005400	Chr7B	1055416	1057852	-	1056634	Chr7B	2409198	2411634	+	2410416	1.0	0.999	collinear
gene:TraesCS7B03G0005500	Chr7B	1082873	1087104	-	1084988	Chr7B	2379931	2384162	+	2382046	1.0	1.0	collinear
gene:TraesCS7B03G0005300	Chr7B	1051386	1121512	-	1086449	Chr7B	2345547	2415664	+	2380605	1.0	0.997	collinear
gene:TraesCS7B03G0005600	Chr7B	1170334	1171762	+	1171048	Chr7B	2295293	2296721	-	2296007	1.0	1.0	collinear
gene:TraesCS7B03G0005700	Chr7B	1213141	1218986	-	1216063	Chr7B	2248068	2253913	+	2250990	1.0	1.0	collinear
gene:TraesCS7B03G0006000	Chr7B	1264151	1272041	-	1268096	Chr7B	2195024	2202909	+	2198966	1.0	1.0	collinear
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr7B	2181046	2188025	+	2184535	1.0	1.0	collinear
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr7B	2174037	2180370	+	2177203	1.0	1.0	collinear
gene:TraesCS7B03G0006500	Chr7B	1313496	1318517	+	1316006	Chr7B	2148533	2153557	-	2151045	1.0	0.998	collinear
gene:TraesCS7B03G0006700	Chr7B	1322519	1336722	+	1329620	Chr7B	2130328	2144531	-	2137429	1.0	1.0	collinear
gene:TraesCS7B03G0006800	Chr7B	1340667	1341047	+	1340857	Chr7B	2126003	2126383	-	2126193	1.0	1.0	collinear
