cs_chr	cs_start	cs_end	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	n_anchors	mean_identity
Chr4B	230566	12330854	Chr4B	3826419	15621336	134	0.995134328358209
Chr4B	16221519	86155240	Chr4B	15925660	85943413	620	0.9981354838709676
Chr4B	88370406	155154630	Chr4B	88151034	158924477	385	0.9992467532467534
Chr4B	161318293	164642854	Chr4B	160977114	164437242	6	1.0
Chr4B	167236891	207224234	Chr4B	167007746	206354379	177	0.9992033898305085
Chr4B	212453315	226695727	Chr4B	211513338	225249414	37	0.9993513513513513
Chr4B	229815313	233299063	Chr4B	228352489	231775196	4	0.9995
Chr4B	236068374	255905796	Chr4B	236982070	258151741	21	0.9998571428571429
Chr4B	258340474	259633738	Chr4B	260587831	261883375	4	1.0
Chr4B	264840064	273673527	Chr4B	267055483	275733909	14	0.9995714285714286
Chr4B	275687277	282555008	Chr4B	278229898	284993387	10	0.9998000000000001
Chr4B	285233326	286424153	Chr4B	287665181	288847857	5	0.9994
Chr4B	291502685	291547670	Chr4B	294798069	294842668	4	1.0
Chr4B	294688008	296591676	Chr4B	297943635	299817966	4	1.0
Chr4B	299196258	302476126	Chr4B	302418196	306845765	5	1.0
Chr4B	305087497	316560905	Chr4B	307929531	319354665	32	0.9994687500000001
Chr4B	322209821	324516341	Chr4B	325090724	327395167	6	0.9998333333333335
Chr4B	326650034	330229225	Chr4B	329518513	333089521	8	0.99975
Chr4B	332805993	335355652	Chr4B	335565820	338106248	5	0.9997999999999999
Chr4B	337825898	351612341	Chr4B	340560891	354227256	21	0.999952380952381
Chr4B	361371461	428374125	Chr4B	370764457	443167314	337	0.9994777448071215
Chr4B	430804721	673727606	Chr4B	445552420	689639192	1839	0.9968357803153888
