cs_chr	cs_start	cs_end	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	n_anchors	mean_identity
Chr1A	4765341	5080578	Chr1A	4517554	4832353	12	0.9852499999999998
Chr1A	55218	161541694	Chr1A	38666	167863813	1167	0.9953873179091688
Chr1A	163678239	179426534	Chr1A	170036352	185781622	31	0.9993548387096775
Chr1A	181647298	184244993	Chr1A	188120430	190694712	6	0.9971666666666666
Chr1A	187212146	195578524	Chr1A	193666237	202018282	11	0.9998181818181819
Chr1A	202719482	204217307	Chr1A	209198863	210693889	5	0.9987999999999999
Chr1A	206439950	211446295	Chr1A	212912796	217896370	8	0.999625
Chr1A	214015968	411777219	Chr1A	220394826	421194057	918	0.9962952069716775
Chr1A	414061309	422384517	Chr1A	423570701	432146226	23	0.996478260869565
Chr1A	425019660	591699484	Chr1A	433956842	603993800	1871	0.9964548369855692
Chr1A	594357860	598556974	Chr1A	604409914	608807765	43	0.9899767441860464
