cs_chr	cs_start	cs_end	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	n_anchors	mean_identity
Chr5B	18593	150623157	Chr5B	155525	160222181	981	0.9962212028542302
Chr5B	153027140	156551532	Chr5B	162591645	166623999	8	0.998875
Chr5B	158568371	169148558	Chr5B	168429059	178850530	17	0.9969411764705882
Chr5B	176683755	188820551	Chr5B	185502745	198070036	21	0.9983809523809524
Chr5B	193712534	194129805	Chr5B	203804088	204232117	3	0.9986666666666668
Chr5B	206148489	215386365	Chr5B	211128964	220326526	29	0.9987586206896552
Chr5B	222313523	239465934	Chr5B	238193497	255657840	70	0.9952285714285714
Chr5B	241488361	344742710	Chr5B	257457655	360452882	577	0.9978093587521666
Chr5B	346985936	386215007	Chr5B	362675351	401889097	214	0.9974672897196262
Chr5B	389314561	714671459	Chr5B	402177058	717285672	3161	0.9923312242961088
