gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS1D03G0000300	Chr1D	29025	30863	+	29944	Chr1D	257709	259557	+	258633	0.996	0.98	collinear
gene:TraesCS1D03G0000400	Chr1D	31231	35151	-	33191	Chr1D	259919	263906	-	261912	0.99	0.944	collinear
gene:TraesCS1D03G0000500	Chr1D	35595	39094	-	37344	Chr1D	264356	267837	-	266096	0.991	0.983	collinear
gene:TraesCS1D03G0000600	Chr1D	42073	49239	+	45656	Chr1D	273336	280151	+	276743	0.99	0.966	collinear
gene:TraesCS1D03G0000800	Chr1D	55880	57669	+	56774	Chr1D	286366	288159	+	287262	0.998	0.988	collinear
gene:TraesCS1D03G0001000	Chr1D	62405	66535	+	64470	Chr1D	293542	297955	+	295748	0.987	0.937	collinear
gene:TraesCS1D03G0001100	Chr1D	66949	69971	-	68460	Chr1D	298380	301403	-	299891	0.998	0.991	collinear
gene:TraesCS1D03G0001500	Chr1D	92853	98829	-	95841	Chr1D	321931	327917	-	324924	0.991	0.973	collinear
gene:TraesCS1D03G0001800	Chr1D	171475	183229	-	177352	Chr1D	353278	364966	-	359122	0.972	0.95	collinear
gene:TraesCS1D03G0002300	Chr1D	387049	399494	-	393271	Chr1D	567861	580325	-	574093	1.0	0.994	collinear
gene:TraesCS1D03G0002400	Chr1D	409650	411707	-	410678	Chr1D	590585	592596	-	591590	1.0	0.993	collinear
gene:TraesCS1D03G0002600	Chr1D	418798	422767	-	420782	Chr1D	605216	609204	-	607210	1.0	0.986	collinear
gene:TraesCS1D03G0002800	Chr1D	432621	439371	+	435996	Chr1D	624931	631680	+	628305	1.0	0.988	collinear
gene:TraesCS1D03G0002900	Chr1D	444052	448470	-	446261	Chr1D	636170	640659	-	638414	0.999	0.974	collinear
gene:TraesCS1D03G0003000	Chr1D	454345	457932	+	456138	Chr1D	681379	682900	+	682139	0.938	0.935	collinear
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	690454	691572	-	691013	1.0	0.997	collinear
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	872858	875101	-	873979	0.993	0.978	collinear
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	945057	946217	+	945637	1.0	0.993	collinear
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	1178223	1181817	-	1180020	0.996	0.986	collinear
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	2067419	2074967	+	2071193	1.0	0.999	collinear
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	2077480	2083438	-	2080459	1.0	1.0	collinear
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	2089892	2092884	+	2091388	1.0	1.0	collinear
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	2094238	2095167	-	2094702	1.0	1.0	collinear
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	2190554	2193655	-	2192104	1.0	1.0	collinear
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	2197661	2199324	+	2198492	1.0	1.0	collinear
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	2202214	2203839	-	2203026	1.0	1.0	collinear
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	2211916	2215437	-	2213676	1.0	0.999	collinear
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	2305795	2307263	-	2306529	1.0	0.997	collinear
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	2359802	2360785	+	2360293	1.0	0.987	collinear
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	2377468	2378451	+	2377959	1.0	0.994	collinear
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	2453767	2454663	+	2454215	1.0	0.988	collinear
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	2462565	2463461	+	2463013	1.0	1.0	collinear
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	2476791	2477345	+	2477068	1.0	1.0	collinear
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	2490509	2493527	+	2492018	1.0	1.0	collinear
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	2492748	2493069	-	2492908	1.0	1.0	collinear
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	2499508	2500113	+	2499810	1.0	1.0	collinear
gene:TraesCS1D03G0011300	Chr1D	3060050	3060268	+	3060159	Chr1D	2501053	2501271	+	2501162	1.0	1.0	collinear
gene:TraesCS1D03G0011800	Chr1D	3134519	3134782	-	3134650	Chr1D	2575404	2575667	-	2575535	1.0	1.0	collinear
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	2586971	2587189	+	2587080	1.0	1.0	collinear
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	2597112	2597707	+	2597409	1.0	1.0	collinear
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	2608748	2609815	-	2609281	1.0	1.0	collinear
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	2608748	2609815	-	2609281	1.0	1.0	collinear
gene:TraesCS1D03G0012500	Chr1D	3190753	3196211	+	3193482	Chr1D	2631204	2636662	+	2633933	1.0	1.0	collinear
gene:TraesCS1D03G0012700	Chr1D	3317114	3318407	+	3317760	Chr1D	2766408	2767702	+	2767055	1.0	1.0	collinear
gene:TraesCS1D03G0012800	Chr1D	3350322	3352192	+	3351257	Chr1D	2799263	2801133	+	2800198	1.0	1.0	collinear
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	2828381	2833511	+	2830946	1.0	1.0	collinear
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	2878012	2879273	+	2878642	1.0	1.0	collinear
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	3110635	3111066	+	3110850	1.0	0.965	collinear
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	3124104	3124716	+	3124410	1.0	0.996	collinear
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	3129773	3132051	-	3130912	1.0	0.995	collinear
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	3183214	3184453	+	3183833	1.0	1.0	collinear
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	3243473	3244698	-	3244085	1.0	1.0	collinear
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3275994	3277523	+	3276758	1.0	1.0	collinear
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3370631	3371530	-	3371080	1.0	1.0	collinear
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3397237	3398542	-	3397889	1.0	1.0	collinear
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3461364	3461621	+	3461492	1.0	1.0	collinear
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3484813	3485715	-	3485264	1.0	1.0	collinear
