cs_chr	cs_start	cs_end	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	n_anchors	mean_identity
Chr2A	254644	237897856	Chr2A	250065	236985131	2127	0.9962242595204513
Chr2A	260439994	262381145	Chr2A	258253089	260155064	7	0.9972857142857142
Chr2A	283478083	286214975	Chr2A	282363300	285131009	5	0.9984
Chr2A	288400047	290885926	Chr2A	287382175	289964981	5	0.9966000000000002
Chr2A	293418889	298305444	Chr2A	292479375	297289252	7	0.9911428571428572
Chr2A	304709700	310989480	Chr2A	304128104	310545585	8	0.996875
Chr2A	313973952	319393694	Chr2A	313524452	320366670	7	0.9911428571428571
Chr2A	322290657	328918706	Chr2A	323194847	329940792	12	0.9952500000000001
Chr2A	335357629	339528195	Chr2A	335736682	339966665	10	0.9884000000000001
Chr2A	344692562	366697851	Chr2A	346032277	368254734	34	0.9953823529411764
Chr2A	368718225	399870506	Chr2A	369651876	400161608	100	0.9950699999999999
Chr2A	404353227	404860525	Chr2A	404648351	405126416	4	0.99525
Chr2A	409607272	490304153	Chr2A	409804877	490691385	272	0.9972132352941175
Chr2A	492634434	551591979	Chr2A	493009439	550859347	313	0.9964089456869011
Chr2A	553651491	771631999	Chr2A	552906941	774389332	2322	0.9958148148148149
Chr2A	775967588	776848861	Chr2A	780925347	781912479	10	0.9914999999999999
