gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS5A03G0316600	Chr5A	238583607	238602022	-	238592814	Chr5A	262606486	262624904	+	262615695	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A03G0317200	Chr5A	239075263	239075566	+	239075414	Chr5A	262135058	262135361	-	262135209	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0317800	Chr5A	239807142	239807427	+	239807284	Chr5A	261404355	261404640	-	261404497	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0317900	Chr5A	239809502	239814513	+	239812007	Chr5A	261397269	261402280	-	261399774	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0318000	Chr5A	239905361	239905679	-	239905520	Chr5A	261306103	261306421	+	261306262	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0318900	Chr5A	239935420	239936137	+	239935778	Chr5A	261275644	261276361	-	261276002	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319000	Chr5A	239936332	239936925	-	239936628	Chr5A	261274856	261275449	+	261275152	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319100	Chr5A	239937290	239937728	+	239937509	Chr5A	261274053	261274491	-	261274272	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319200	Chr5A	239938031	239945581	+	239941806	Chr5A	261266199	261273750	-	261269974	0.999	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319400	Chr5A	239943540	239943842	-	239943691	Chr5A	261267936	261268238	+	261268087	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319800	Chr5A	239962195	239964287	-	239963241	Chr5A	261247673	261249765	+	261248719	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A03G0321700	Chr5A	240233168	240238496	+	240235832	Chr5A	260973554	260978882	-	260976218	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0321800	Chr5A	240509093	240522950	+	240516021	Chr5A	260676963	260690824	-	260683893	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0322400	Chr5A	240637244	240643615	+	240640429	Chr5A	260556469	260562840	-	260559654	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0323100	Chr5A	242369411	242391468	+	242380439	Chr5A	258809191	258831238	-	258820214	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A03G0323200	Chr5A	242552595	242552981	+	242552788	Chr5A	258647634	258648020	-	258647827	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0323500	Chr5A	242850264	242850467	-	242850365	Chr5A	258350600	258350803	+	258350701	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0323600	Chr5A	242857728	242857931	-	242857829	Chr5A	258343136	258343339	+	258343237	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0324100	Chr5A	243617341	243624572	-	243620956	Chr5A	257577580	257584817	+	257581198	1.0	1.0	rearrangement:Chr5A_block1
