gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS4B03G0031300	Chr4B	13064511	13066817	-	13065664	Chr4B	3088631	3090937	+	3089784	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0031400	Chr4B	13150070	13152283	+	13151176	Chr4B	3003815	3006078	-	3004946	0.995	0.953	rearrangement:Chr4B_block3
gene:TraesCS4B03G0032100	Chr4B	13326019	13326527	+	13326273	Chr4B	2895439	2895947	-	2895693	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0032200	Chr4B	13371547	13375209	-	13373378	Chr4B	2846745	2850407	+	2848576	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0032300	Chr4B	13387538	13391363	+	13389450	Chr4B	2830585	2834410	-	2832497	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0032400	Chr4B	13425673	13430257	+	13427965	Chr4B	2791700	2796284	-	2793992	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0032700	Chr4B	13449724	13450466	+	13450095	Chr4B	2771485	2772227	-	2771856	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0032800	Chr4B	13450549	13454028	-	13452288	Chr4B	2767923	2771402	+	2769662	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0032900	Chr4B	13455718	13461325	-	13458521	Chr4B	2760625	2766233	+	2763429	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0033000	Chr4B	13464420	13467636	+	13466028	Chr4B	2754354	2757571	-	2755962	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0033100	Chr4B	13613526	13625103	-	13619314	Chr4B	2598624	2610194	+	2604409	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0033200	Chr4B	13619936	13622133	+	13621034	Chr4B	2601594	2603783	-	2602688	0.994	0.988	rearrangement:Chr4B_block3
gene:TraesCS4B03G0033300	Chr4B	13627329	13635247	-	13631288	Chr4B	2588502	2596396	+	2592449	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0033400	Chr4B	13643817	13644143	-	13643980	Chr4B	2579588	2579914	+	2579751	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0033600	Chr4B	13731974	13732261	+	13732117	Chr4B	2525900	2526184	-	2526042	0.989	0.965	rearrangement:Chr4B_block3
gene:TraesCS4B03G0033700	Chr4B	13767289	13767576	+	13767432	Chr4B	2487444	2487731	-	2487587	1.0	0.993	rearrangement:Chr4B_block3
gene:TraesCS4B03G0034700	Chr4B	13857744	13859586	-	13858665	Chr4B	2389349	2391191	+	2390270	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0034900	Chr4B	13970511	13974126	+	13972318	Chr4B	2295071	2298686	-	2296878	1.0	1.0	rearrangement:Chr4B_block3
gene:TraesCS4B03G0035200	Chr4B	13994176	13995863	+	13995019	Chr4B	2273972	2275659	-	2274815	1.0	1.0	rearrangement:Chr4B_block3
