gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS2B03G0015300	Chr2B	4921039	4922226	-	4921632	Chr2B	7340572	7341742	+	7341157	0.985	0.981	collinear
gene:TraesCS2B03G0015400	Chr2B	4921039	4925322	-	4923180	Chr2B	7337476	7341742	+	7339609	0.996	0.992	collinear
gene:TraesCS2B03G0016000	Chr2B	5016726	5020169	+	5018447	Chr2B	7238328	7241771	-	7240049	1.0	0.994	collinear
gene:TraesCS2B03G0016200	Chr2B	5031749	5033515	-	5032632	Chr2B	7217278	7219047	+	7218162	1.0	0.975	collinear
gene:TraesCS2B03G0016300	Chr2B	5034478	5034879	-	5034678	Chr2B	7214544	7214945	+	7214744	1.0	0.972	collinear
gene:TraesCS2B03G0016400	Chr2B	5035649	5037309	-	5036479	Chr2B	7208020	7209682	+	7208851	1.0	0.98	collinear
gene:TraesCS2B03G0016700	Chr2B	5058158	5060304	+	5059231	Chr2B	7156345	7158491	-	7157418	1.0	0.997	collinear
gene:TraesCS2B03G0016900	Chr2B	5071624	5076306	+	5073965	Chr2B	7140322	7145000	-	7142661	1.0	0.997	collinear
gene:TraesCS2B03G0017500	Chr2B	5236031	5237507	+	5236769	Chr2B	7132448	7133911	-	7133179	0.991	0.98	collinear
gene:TraesCS2B03G0017600	Chr2B	5295192	5296900	-	5296046	Chr2B	7068604	7070312	+	7069458	1.0	0.993	collinear
gene:TraesCS2B03G0017700	Chr2B	5393429	5393683	+	5393556	Chr2B	6969519	6969773	-	6969646	1.0	0.992	collinear
gene:TraesCS2B03G0018100	Chr2B	5448721	5450259	+	5449490	Chr2B	6912847	6914385	-	6913616	1.0	0.996	collinear
gene:TraesCS2B03G0018300	Chr2B	5465459	5467015	-	5466237	Chr2B	6868554	6870096	+	6869325	0.991	0.971	collinear
gene:TraesCS2B03G0018800	Chr2B	5613315	5614067	-	5613691	Chr2B	6860617	6861369	+	6860993	1.0	0.972	collinear
gene:TraesCS2B03G0019000	Chr2B	5640833	5641228	+	5641030	Chr2B	6844769	6845164	-	6844966	1.0	0.994	collinear
gene:TraesCS2B03G0019100	Chr2B	5644403	5648377	-	5646390	Chr2B	6837572	6841592	+	6839582	0.988	0.959	collinear
gene:TraesCS2B03G0019200	Chr2B	5654103	5657492	+	5655797	Chr2B	6819739	6823011	-	6821375	0.991	0.935	collinear
gene:TraesCS2B03G0019300	Chr2B	5657715	5659851	-	5658783	Chr2B	6817159	6819618	+	6818388	0.998	0.97	collinear
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	6582216	6597167	+	6589691	0.994	0.97	collinear
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	6440790	6443816	+	6442303	1.0	0.965	collinear
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	6409635	6411914	-	6410774	1.0	0.975	collinear
gene:TraesCS2B03G0022900	Chr2B	6504862	6505866	-	6505364	Chr2B	6402787	6403797	+	6403292	1.0	0.942	collinear
gene:TraesCS2B03G0023000	Chr2B	6532801	6533683	+	6533242	Chr2B	6437339	6438222	-	6437780	1.0	0.98	collinear
gene:TraesCS2B03G0024200	Chr2B	6713306	6714708	+	6714007	Chr2B	6360673	6362075	-	6361374	1.0	0.956	collinear
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	6364381	6365902	-	6365141	0.998	0.978	collinear
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	6296915	6302054	+	6299484	0.986	0.921	collinear
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	5811807	5812004	-	5811905	1.0	0.944	collinear
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	5110487	5118069	+	5114278	0.999	0.982	collinear
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	5016761	5018251	-	5017506	1.0	0.974	collinear
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	5013209	5018280	+	5015744	0.951	0.931	collinear
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	4987097	4992759	-	4989928	0.999	0.997	collinear
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	4983933	4986041	+	4984987	1.0	0.996	collinear
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	4971304	4976512	-	4973908	1.0	0.994	collinear
gene:TraesCS2B03G0027200	Chr2B	7418327	7421421	+	7419874	Chr2B	4936515	4939686	-	4938100	1.0	0.964	collinear
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	4930835	4934707	+	4932771	0.991	0.983	collinear
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	4923889	4924240	+	4924064	1.0	0.991	collinear
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	4887577	4904211	-	4895894	1.0	0.996	collinear
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	4873500	4878388	-	4875944	1.0	0.992	collinear
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	4856695	4870018	-	4863356	1.0	0.994	collinear
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	4855219	4856688	+	4855953	1.0	0.99	collinear
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	4791377	4791773	+	4791575	1.0	0.971	collinear
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	4820554	4821984	-	4821269	1.0	0.993	collinear
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	4797079	4800937	-	4799008	1.0	0.998	collinear
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	4784283	4785927	+	4785105	1.0	0.988	collinear
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	4752736	4757192	+	4754964	0.949	0.94	collinear
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	4607053	4607760	-	4607406	1.0	1.0	collinear
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	4601117	4604253	+	4602685	1.0	0.996	collinear
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	4577075	4587012	+	4582043	1.0	0.984	collinear
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	4558224	4559332	-	4558778	1.0	0.981	collinear
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	4490127	4491935	-	4491031	1.0	0.997	collinear
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	4439279	4443850	-	4441564	1.0	1.0	collinear
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	4432063	4436701	+	4434382	0.91	0.909	collinear
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	4425130	4429139	-	4427134	1.0	0.997	collinear
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	4416448	4422999	+	4419723	1.0	0.997	collinear
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	4386683	4388542	+	4387612	0.979	0.964	collinear
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	4367931	4371823	+	4369877	0.994	0.943	collinear
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	4243072	4243572	-	4243322	1.0	0.975	collinear
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	4219239	4219997	-	4219618	1.0	0.965	collinear
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	3891436	3892998	-	3892217	1.0	0.978	collinear
