gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS3D03G0000100	Chr3D	110199	113774	+	111986	Chr3D	2122505	2126080	-	2124292	1.0	1.0	collinear
gene:TraesCS3D03G0000500	Chr3D	162008	165953	-	163980	Chr3D	2070216	2074159	+	2072187	1.0	1.0	collinear
gene:TraesCS3D03G0000600	Chr3D	285779	290894	+	288336	Chr3D	1949364	1954479	-	1951921	1.0	0.999	collinear
gene:TraesCS3D03G0000800	Chr3D	298085	298420	+	298252	Chr3D	1941838	1942173	-	1942005	1.0	1.0	collinear
gene:TraesCS3D03G0001100	Chr3D	351113	355413	+	353263	Chr3D	1884834	1889134	-	1886984	1.0	1.0	collinear
gene:TraesCS3D03G0001200	Chr3D	368030	372630	-	370330	Chr3D	1868096	1872696	+	1870396	1.0	1.0	collinear
gene:TraesCS3D03G0001900	Chr3D	579644	582517	-	581080	Chr3D	1675938	1678811	+	1677374	1.0	1.0	collinear
gene:TraesCS3D03G0002000	Chr3D	616224	620987	-	618605	Chr3D	1637561	1642324	+	1639942	1.0	0.999	collinear
gene:TraesCS3D03G0002100	Chr3D	622874	624603	+	623738	Chr3D	1633945	1635674	-	1634809	1.0	1.0	collinear
gene:TraesCS3D03G0002200	Chr3D	677889	685725	+	681807	Chr3D	1573567	1581403	-	1577485	1.0	1.0	collinear
gene:TraesCS3D03G0002300	Chr3D	693528	696046	+	694787	Chr3D	1564090	1566608	-	1565349	1.0	0.997	collinear
gene:TraesCS3D03G0002400	Chr3D	718720	721668	+	720194	Chr3D	1538214	1541162	-	1539688	1.0	1.0	collinear
gene:TraesCS3D03G0002700	Chr3D	817877	820684	+	819280	Chr3D	1440343	1443165	-	1441754	1.0	1.0	collinear
gene:TraesCS3D03G0002800	Chr3D	827469	829078	+	828273	Chr3D	1432045	1433654	-	1432849	1.0	1.0	collinear
gene:TraesCS3D03G0002900	Chr3D	830991	833295	+	832143	Chr3D	1427828	1430132	-	1428980	1.0	1.0	collinear
gene:TraesCS3D03G0003000	Chr3D	841262	844418	+	842840	Chr3D	1416706	1419862	-	1418284	1.0	1.0	collinear
gene:TraesCS3D03G0003200	Chr3D	873983	876197	+	875090	Chr3D	1384928	1387142	-	1386035	1.0	1.0	collinear
gene:TraesCS3D03G0003300	Chr3D	884205	886622	+	885413	Chr3D	1374422	1376839	-	1375630	1.0	0.999	collinear
gene:TraesCS3D03G0003500	Chr3D	901329	904718	-	903023	Chr3D	1356310	1359699	+	1358004	1.0	1.0	collinear
gene:TraesCS3D03G0003800	Chr3D	931898	935486	+	933692	Chr3D	1326344	1329932	-	1328138	1.0	0.996	collinear
gene:TraesCS3D03G0003900	Chr3D	935901	941009	+	938455	Chr3D	1320821	1325929	-	1323375	1.0	1.0	collinear
gene:TraesCS3D03G0004000	Chr3D	946485	948516	+	947500	Chr3D	1313306	1315337	-	1314321	1.0	1.0	collinear
gene:TraesCS3D03G0004100	Chr3D	1003700	1005908	+	1004804	Chr3D	1256434	1258642	-	1257538	1.0	1.0	collinear
gene:TraesCS3D03G0004700	Chr3D	1033659	1036001	+	1034830	Chr3D	1226690	1229032	-	1227861	1.0	1.0	collinear
gene:TraesCS3D03G0004900	Chr3D	1138223	1138747	-	1138485	Chr3D	1123753	1124277	+	1124015	1.0	1.0	collinear
gene:TraesCS3D03G0005000	Chr3D	1157913	1158474	-	1158193	Chr3D	1103951	1104512	+	1104231	1.0	1.0	collinear
gene:TraesCS3D03G0005100	Chr3D	1161614	1161970	-	1161792	Chr3D	1100395	1100751	+	1100573	1.0	1.0	collinear
gene:TraesCS3D03G0005200	Chr3D	1190842	1191189	-	1191015	Chr3D	1071131	1071478	+	1071304	1.0	1.0	collinear
gene:TraesCS3D03G0005300	Chr3D	1192861	1193316	-	1193088	Chr3D	1069004	1069459	+	1069231	1.0	1.0	collinear
gene:TraesCS3D03G0005400	Chr3D	1281513	1290345	-	1285929	Chr3D	972822	981707	+	977264	1.0	0.999	collinear
gene:TraesCS3D03G0005700	Chr3D	1306177	1308940	+	1307558	Chr3D	954247	957010	-	955628	1.0	1.0	collinear
gene:TraesCS3D03G0005800	Chr3D	1311820	1319448	-	1315634	Chr3D	943740	951367	+	947553	1.0	1.0	collinear
gene:TraesCS3D03G0006000	Chr3D	1438099	1438536	+	1438317	Chr3D	824067	824504	-	824285	1.0	1.0	collinear
gene:TraesCS3D03G0006100	Chr3D	1442015	1445174	+	1443594	Chr3D	817429	820588	-	819008	1.0	1.0	collinear
gene:TraesCS3D03G0006200	Chr3D	1445437	1445859	+	1445648	Chr3D	816744	817166	-	816955	1.0	1.0	collinear
gene:TraesCS3D03G0006300	Chr3D	1454041	1455036	+	1454538	Chr3D	807684	808679	-	808181	1.0	1.0	collinear
gene:TraesCS3D03G0006400	Chr3D	1456044	1459329	+	1457686	Chr3D	803388	806673	-	805030	1.0	0.995	collinear
gene:TraesCS3D03G0006500	Chr3D	1492135	1493450	-	1492792	Chr3D	768693	770008	+	769350	1.0	1.0	collinear
gene:TraesCS3D03G0007100	Chr3D	1528154	1536879	+	1532516	Chr3D	725785	734510	-	730147	1.0	1.0	collinear
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	665618	666354	+	665986	1.0	1.0	collinear
gene:TraesCS3D03G0008300	Chr3D	1599656	1600469	-	1600062	Chr3D	663550	664363	+	663956	1.0	1.0	collinear
gene:TraesCS3D03G0008600	Chr3D	1634647	1635048	+	1634847	Chr3D	628656	629057	-	628856	1.0	1.0	collinear
gene:TraesCS3D03G0008700	Chr3D	1640311	1640715	+	1640513	Chr3D	622860	623264	-	623062	1.0	0.997	collinear
gene:TraesCS3D03G0008900	Chr3D	1650019	1650432	+	1650225	Chr3D	613081	613494	-	613287	1.0	1.0	collinear
gene:TraesCS3D03G0009200	Chr3D	1663003	1663416	+	1663209	Chr3D	600024	600437	-	600230	1.0	1.0	collinear
gene:TraesCS3D03G0009300	Chr3D	1666794	1667266	+	1667030	Chr3D	596174	596646	-	596410	1.0	1.0	collinear
gene:TraesCS3D03G0009500	Chr3D	1703702	1704112	+	1703907	Chr3D	559793	560203	-	559998	1.0	1.0	collinear
gene:TraesCS3D03G0009700	Chr3D	1710714	1711334	+	1711024	Chr3D	552569	553189	-	552879	1.0	0.998	collinear
gene:TraesCS3D03G0009800	Chr3D	1743259	1753813	+	1748536	Chr3D	510624	521178	-	515901	1.0	1.0	collinear
gene:TraesCS3D03G0009900	Chr3D	1754612	1755127	+	1754869	Chr3D	509310	509825	-	509567	1.0	1.0	collinear
gene:TraesCS3D03G0010000	Chr3D	1755449	1757937	+	1756693	Chr3D	506654	508988	-	507821	0.998	0.991	collinear
gene:TraesCS3D03G0010200	Chr3D	1762394	1764826	-	1763610	Chr3D	499924	502197	+	501060	1.0	1.0	collinear
gene:TraesCS3D03G0010400	Chr3D	1805922	1810130	-	1808026	Chr3D	454646	458854	+	456750	1.0	1.0	collinear
gene:TraesCS3D03G0010800	Chr3D	1859508	1860115	+	1859811	Chr3D	404482	405089	-	404785	1.0	1.0	collinear
gene:TraesCS3D03G0010900	Chr3D	1910403	1912311	+	1911357	Chr3D	352453	354361	-	353407	1.0	1.0	collinear
gene:TraesCS3D03G0011300	Chr3D	1978580	1986420	+	1982500	Chr3D	278895	286737	-	282816	1.0	0.999	collinear
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	253692	255153	+	254422	1.0	0.998	collinear
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	247344	248051	+	247697	1.0	1.0	collinear
gene:TraesCS3D03G0011800	Chr3D	2026973	2028527	+	2027750	Chr3D	236815	238369	-	237592	1.0	1.0	collinear
gene:TraesCS3D03G0012000	Chr3D	2053716	2054928	-	2054322	Chr3D	210215	211427	+	210821	1.0	1.0	collinear
gene:TraesCS3D03G0012100	Chr3D	2127753	2133721	+	2130737	Chr3D	131637	136423	-	134030	0.911	0.911	collinear
gene:TraesCS3D03G0012200	Chr3D	2136778	2137941	+	2137359	Chr3D	127417	128580	-	127998	1.0	1.0	collinear
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	114560	116405	+	115482	1.0	1.0	collinear
