gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS5D03G0000300	Chr5D	295745	301549	-	298647	Chr5D	18745293	18751093	+	18748193	0.998	0.993	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000400	Chr5D	306801	310996	+	308898	Chr5D	18735846	18740041	-	18737943	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000500	Chr5D	475881	477308	+	476594	Chr5D	18570432	18571859	-	18571145	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000600	Chr5D	504194	504526	-	504360	Chr5D	18329603	18329935	+	18329769	1.0	0.996	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000700	Chr5D	504194	504552	-	504373	Chr5D	18329577	18329935	+	18329756	1.0	0.997	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000900	Chr5D	716462	716794	-	716628	Chr5D	18543043	18543375	+	18543209	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001100	Chr5D	763156	767483	-	765319	Chr5D	18276991	18281382	+	18279186	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001300	Chr5D	929486	932500	+	930993	Chr5D	18110979	18113999	-	18112489	1.0	0.997	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001500	Chr5D	932731	938642	-	935686	Chr5D	18104837	18110748	+	18107792	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001700	Chr5D	1529495	1530538	+	1530016	Chr5D	17514827	17515870	-	17515348	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001900	Chr5D	1537103	1539147	-	1538125	Chr5D	17506218	17508262	+	17507240	1.0	0.992	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002100	Chr5D	1605131	1610309	+	1607720	Chr5D	17434795	17439973	-	17437384	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002300	Chr5D	1705168	1712206	-	1708687	Chr5D	17333485	17340523	+	17337004	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002500	Chr5D	1803394	1806327	+	1804860	Chr5D	17239977	17242910	-	17241443	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002700	Chr5D	1866423	1868501	+	1867462	Chr5D	17178252	17180102	-	17179177	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002900	Chr5D	1887729	1890428	-	1889078	Chr5D	17157001	17159700	+	17158350	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003000	Chr5D	2120086	2120451	-	2120268	Chr5D	16927108	16927473	+	16927290	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003100	Chr5D	2121153	2121944	+	2121548	Chr5D	16925615	16926406	-	16926010	1.0	1.0	rearrangement:Chr5D_block2
