gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS1A03G0000200	Chr1A	40098	70338	-	55218	Chr1A	3157219	3185135	-	3171177	1.0	0.985	collinear
gene:TraesCS1A03G0000400	Chr1A	70239	89245	+	79742	Chr1A	3185036	3203860	+	3194448	1.0	0.998	collinear
gene:TraesCS1A03G0000600	Chr1A	95906	104903	+	100404	Chr1A	3210167	3218944	+	3214555	1.0	1.0	collinear
gene:TraesCS1A03G0000800	Chr1A	102794	122504	+	112649	Chr1A	3208774	3227967	+	3218370	1.0	0.958	collinear
gene:TraesCS1A03G0001000	Chr1A	149490	154559	-	152024	Chr1A	3253880	3258949	-	3256414	1.0	0.997	collinear
gene:TraesCS1A03G0001200	Chr1A	162313	162609	+	162461	Chr1A	3266703	3266999	+	3266851	1.0	0.996	collinear
gene:TraesCS1A03G0001300	Chr1A	169592	169969	-	169780	Chr1A	3273550	3273927	-	3273738	1.0	1.0	collinear
gene:TraesCS1A03G0001400	Chr1A	180175	180552	-	180363	Chr1A	3283696	3284073	-	3283884	1.0	0.997	collinear
gene:TraesCS1A03G0001500	Chr1A	233818	245051	+	239434	Chr1A	3335584	3346302	+	3340943	1.0	0.999	collinear
gene:TraesCS1A03G0001800	Chr1A	270605	272936	-	271770	Chr1A	3371261	3373546	-	3372403	0.98	0.979	collinear
gene:TraesCS1A03G0001700	Chr1A	269472	289602	-	279537	Chr1A	3370128	3389956	-	3380042	1.0	0.998	collinear
gene:TraesCS1A03G0002100	Chr1A	287697	287957	+	287827	Chr1A	3388051	3388311	+	3388181	1.0	1.0	collinear
gene:TraesCS1A03G0002900	Chr1A	337960	338256	+	338108	Chr1A	3426908	3427204	+	3427056	1.0	1.0	collinear
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	3495552	3495848	+	3495700	1.0	1.0	collinear
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	4221461	4223078	+	4222269	1.0	1.0	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	4236181	4239817	-	4237999	1.0	1.0	collinear
gene:TraesCS1A03G0004300	Chr1A	1161721	1166114	-	1163917	Chr1A	4240472	4244865	-	4242668	1.0	1.0	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	4246952	4253979	+	4250465	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	4265215	4267235	+	4266225	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	4285659	4288750	-	4287204	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	4303683	4304108	-	4303895	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	4307123	4313269	-	4310196	0.999	0.991	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	4411065	4422548	-	4416806	1.0	1.0	collinear
gene:TraesCS1A03G0006700	Chr1A	1570115	1571372	-	1570743	Chr1A	4680720	4681977	+	4681348	1.0	0.998	collinear
gene:TraesCS1A03G0007600	Chr1A	1938410	1941394	+	1939902	Chr1A	259886	262870	-	261378	1.0	1.0	collinear
gene:TraesCS1A03G0007700	Chr1A	1946022	1947181	+	1946601	Chr1A	254071	255258	-	254664	1.0	0.969	collinear
gene:TraesCS1A03G0007800	Chr1A	1946792	1947917	+	1947354	Chr1A	253335	254460	-	253897	1.0	0.998	collinear
gene:TraesCS1A03G0007900	Chr1A	1963897	1965450	+	1964673	Chr1A	235671	237224	-	236447	1.0	1.0	collinear
gene:TraesCS1A03G0008200	Chr1A	2058764	2060237	-	2059500	Chr1A	140758	142231	+	141494	1.0	1.0	collinear
gene:TraesCS1A03G0008100	Chr1A	2058764	2060237	-	2059500	Chr1A	140758	142231	+	141494	1.0	1.0	collinear
gene:TraesCS1A03G0008500	Chr1A	2058909	2060171	-	2059540	Chr1A	140824	142086	+	141455	1.0	1.0	collinear
gene:TraesCS1A03G0008600	Chr1A	2058909	2060171	-	2059540	Chr1A	140824	142086	+	141455	1.0	1.0	collinear
gene:TraesCS1A03G0008400	Chr1A	2058909	2060171	-	2059540	Chr1A	140824	142086	+	141455	1.0	1.0	collinear
gene:TraesCS1A03G0008300	Chr1A	2058909	2060171	-	2059540	Chr1A	140824	142086	+	141455	1.0	1.0	collinear
gene:TraesCS1A03G0009000	Chr1A	2567417	2577225	+	2572321	Chr1A	707485	717293	+	712389	1.0	1.0	collinear
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	719319	720728	+	720023	1.0	1.0	collinear
gene:TraesCS1A03G0010900	Chr1A	3089925	3090365	-	3090145	Chr1A	3093839	3094248	+	3094043	0.929	0.913	collinear
gene:TraesCS1A03G0011100	Chr1A	3134034	3141665	-	3137849	Chr1A	3031482	3038084	+	3034783	1.0	0.983	collinear
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	7740341	7740808	+	7740574	1.0	0.997	collinear
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	7612796	7618363	+	7615579	1.0	0.99	collinear
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	7592612	7598270	+	7595441	1.0	0.993	collinear
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	7364810	7371548	+	7368179	1.0	0.987	collinear
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	7357745	7360794	-	7359269	1.0	0.985	collinear
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	7298258	7301755	-	7300006	0.998	0.994	collinear
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	7297932	7301755	-	7299843	0.999	0.993	collinear
