gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS7A03G0027900	Chr7A	6035168	6036281	+	6035724	Chr7A	6832703	6833816	-	6833259	1.0	0.991	collinear
gene:TraesCS7A03G0028200	Chr7A	6150579	6151773	+	6151176	Chr7A	6553771	6554965	+	6554368	1.0	0.992	collinear
gene:TraesCS7A03G0028800	Chr7A	6336447	6342372	+	6339409	Chr7A	6516042	6522016	-	6519029	1.0	0.961	collinear
gene:TraesCS7A03G0028900	Chr7A	6372411	6373532	-	6372971	Chr7A	6476189	6477310	+	6476749	1.0	0.993	collinear
gene:TraesCS7A03G0029100	Chr7A	6494615	6499171	+	6496893	Chr7A	6460341	6464896	-	6462618	0.999	0.968	collinear
gene:TraesCS7A03G0029300	Chr7A	6606264	6607268	+	6606766	Chr7A	6424451	6425455	-	6424953	1.0	0.994	collinear
gene:TraesCS7A03G0029500	Chr7A	6626336	6629683	+	6628009	Chr7A	6357557	6364342	-	6360949	0.993	0.969	collinear
gene:TraesCS7A03G0029600	Chr7A	6631147	6634045	-	6632596	Chr7A	5899563	5903281	+	5901422	1.0	0.98	collinear
gene:TraesCS7A03G0029800	Chr7A	6653409	6656928	-	6655168	Chr7A	5876328	5879855	+	5878091	1.0	0.995	collinear
gene:TraesCS7A03G0029900	Chr7A	6658548	6661327	+	6659937	Chr7A	5871870	5874706	-	5873288	1.0	0.999	collinear
gene:TraesCS7A03G0030000	Chr7A	6662289	6666108	-	6664198	Chr7A	5867092	5870911	+	5869001	0.995	0.979	collinear
gene:TraesCS7A03G0030500	Chr7A	6752847	6753131	+	6752989	Chr7A	5703048	5703332	-	5703190	1.0	1.0	collinear
gene:TraesCS7A03G0030900	Chr7A	6822543	6827726	-	6825134	Chr7A	5663652	5668795	+	5666223	0.994	0.984	collinear
gene:TraesCS7A03G0031700	Chr7A	6862393	6871357	-	6866875	Chr7A	5622506	5631889	+	5627197	0.993	0.983	collinear
gene:TraesCS7A03G0033300	Chr7A	7128421	7129914	+	7129167	Chr7A	5403445	5404953	-	5404199	0.997	0.967	collinear
gene:TraesCS7A03G0033500	Chr7A	7170906	7174675	-	7172790	Chr7A	5390141	5393876	+	5392008	1.0	0.988	collinear
gene:TraesCS7A03G0033700	Chr7A	7189004	7192565	+	7190784	Chr7A	5272935	5276494	-	5274714	1.0	0.988	collinear
gene:TraesCS7A03G0033900	Chr7A	7207592	7209410	+	7208501	Chr7A	5258786	5260593	-	5259689	0.993	0.962	collinear
gene:TraesCS7A03G0037400	Chr7A	8065119	8067440	-	8066279	Chr7A	4595464	4597785	+	4596624	1.0	0.995	collinear
gene:TraesCS7A03G0037500	Chr7A	8067789	8074281	-	8071035	Chr7A	4588658	4595126	+	4591892	0.994	0.988	collinear
gene:TraesCS7A03G0037700	Chr7A	8079325	8081812	+	8080568	Chr7A	4581521	4584028	-	4582774	0.976	0.927	collinear
gene:TraesCS7A03G0037800	Chr7A	8109989	8111788	+	8110888	Chr7A	4574995	4576812	-	4575903	0.991	0.926	collinear
gene:TraesCS7A03G0037900	Chr7A	8115358	8116697	+	8116027	Chr7A	4570169	4571489	-	4570829	0.974	0.931	collinear
