gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS3A03G0000600	Chr3A	170523	170900	+	170711	Chr3A	83834	84210	+	84022	0.997	0.992	collinear
gene:TraesCS3A03G0002400	Chr3A	721607	725654	-	723630	Chr3A	588183	592228	-	590205	0.998	0.997	collinear
gene:TraesCS3A03G0002600	Chr3A	730535	733253	-	731894	Chr3A	597027	599745	-	598386	1.0	0.998	collinear
gene:TraesCS3A03G0002700	Chr3A	747197	753779	+	750488	Chr3A	634943	641450	+	638196	0.966	0.952	collinear
gene:TraesCS3A03G0002800	Chr3A	762529	765599	+	764064	Chr3A	647057	650219	+	648638	1.0	0.982	collinear
gene:TraesCS3A03G0003000	Chr3A	954676	957962	+	956319	Chr3A	806585	809871	+	808228	1.0	1.0	collinear
gene:TraesCS3A03G0003300	Chr3A	983733	985531	+	984632	Chr3A	835353	837151	+	836252	1.0	1.0	collinear
gene:TraesCS3A03G0003600	Chr3A	1030844	1033134	+	1031989	Chr3A	882372	884662	+	883517	1.0	1.0	collinear
gene:TraesCS3A03G0003900	Chr3A	1064790	1066982	+	1065886	Chr3A	916786	918978	+	917882	1.0	1.0	collinear
gene:TraesCS3A03G0004000	Chr3A	1075288	1077959	+	1076623	Chr3A	927427	930098	+	928762	1.0	1.0	collinear
gene:TraesCS3A03G0004600	Chr3A	1117240	1120441	+	1118840	Chr3A	967747	970948	+	969347	1.0	0.999	collinear
gene:TraesCS3A03G0004700	Chr3A	1428190	1428489	-	1428339	Chr3A	1484644	1484943	-	1484793	1.0	1.0	collinear
gene:TraesCS3A03G0004800	Chr3A	1608981	1609485	+	1609233	Chr3A	1713853	1714357	+	1714105	1.0	1.0	collinear
gene:TraesCS3A03G0004900	Chr3A	1614046	1614462	+	1614254	Chr3A	1718917	1719333	+	1719125	1.0	1.0	collinear
gene:TraesCS3A03G0005000	Chr3A	1668456	1668815	+	1668635	Chr3A	1773342	1773701	+	1773521	1.0	1.0	collinear
