gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS4A03G0336100	Chr4A	248995527	249024003	-	249009765	Chr4A	312253702	312281552	-	312267627	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A03G0338500	Chr4A	252400088	252405473	+	252402780	Chr4A	309914779	309920163	-	309917471	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0339900	Chr4A	255882448	255901224	+	255891836	Chr4A	305875689	305894439	-	305885064	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0340200	Chr4A	256878550	256917370	+	256897960	Chr4A	304855415	304894226	-	304874820	0.999	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A03G0340800	Chr4A	257273600	257273914	-	257273757	Chr4A	304486448	304486762	+	304486605	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A03G0342900	Chr4A	259044581	259052439	+	259048510	Chr4A	302713826	302721685	-	302717755	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0343800	Chr4A	260002763	260005208	+	260003985	Chr4A	301717006	301719451	-	301718228	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A03G0345500	Chr4A	261569401	261572504	+	261570952	Chr4A	300125628	300128730	-	300127179	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0345600	Chr4A	261573123	261574114	-	261573618	Chr4A	300124018	300125009	+	300124513	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0346400	Chr4A	263003903	263004094	-	263003998	Chr4A	298557020	298557211	+	298557115	1.0	0.989	rearrangement:Chr4A_block2
gene:TraesCS4A03G0346900	Chr4A	263024821	263025312	+	263025066	Chr4A	298535811	298536302	-	298536056	1.0	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A03G0347700	Chr4A	263500942	263503285	+	263502113	Chr4A	298056458	298058801	-	298057629	1.0	0.992	rearrangement:Chr4A_block2
gene:TraesCS4A03G0347900	Chr4A	263684774	263685456	-	263685115	Chr4A	297883684	297884366	+	297884025	1.0	0.996	rearrangement:Chr4A_block2
