gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS2B03G0629700	Chr2B	304180198	304196099	-	304188148	Chr2B	306443767	306459789	-	306451778	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B03G0629800	Chr2B	304208574	304209437	+	304209005	Chr2B	306471851	306472714	+	306472282	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B03G0630000	Chr2B	304315918	304319310	+	304317614	Chr2B	306579078	306582470	+	306580774	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B03G0630300	Chr2B	304363303	304365968	-	304364635	Chr2B	306626406	306629070	-	306627738	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B03G0630700	Chr2B	304603581	304615008	-	304609294	Chr2B	306852330	306863535	-	306857932	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B03G0638000	Chr2B	316873087	316879085	+	316876086	Chr2B	305728643	305734641	+	305731642	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B03G0638300	Chr2B	317430268	317431765	-	317431016	Chr2B	306284310	306285865	-	306285087	1.0	0.932	rearrangement:Chr2B_block2
gene:TraesCS2B03G0634200	Chr2B	311075680	311111524	-	311093602	Chr2B	299950145	299985998	-	299968071	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0634400	Chr2B	311932682	311933230	+	311932956	Chr2B	300806022	300806570	+	300806296	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0634500	Chr2B	312345994	312348048	+	312347021	Chr2B	301221198	301223252	+	301222225	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0634600	Chr2B	312719842	312721209	+	312720525	Chr2B	301590176	301591543	+	301590859	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0635100	Chr2B	313504606	313523207	+	313513906	Chr2B	302374900	302393657	+	302384278	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0001900	Chr2B	359414	360259	+	359836	Chr2B	10198	11043	+	10620	1.0	1.0	collinear
gene:TraesCS2B03G0002000	Chr2B	374883	385010	+	379946	Chr2B	25667	35795	+	30731	1.0	1.0	collinear
