gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS4B03G0282700	Chr4B	148458745	148459848	+	148459296	Chr4B	156590604	156591707	-	156591155	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0282800	Chr4B	148462193	148464810	-	148463501	Chr4B	156585668	156588285	+	156586976	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0282900	Chr4B	148616367	148618687	-	148617527	Chr4B	156431544	156433864	+	156432704	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B03G0283000	Chr4B	148620419	148621529	+	148620974	Chr4B	156428702	156429812	-	156429257	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0283300	Chr4B	148888780	148892428	-	148890604	Chr4B	156158820	156162468	+	156160644	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0283400	Chr4B	148926438	148934004	-	148930221	Chr4B	156117537	156125105	+	156121321	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B03G0283800	Chr4B	149558655	149562561	+	149560608	Chr4B	155489782	155493688	-	155491735	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0284000	Chr4B	149572065	149581284	+	149576674	Chr4B	155471408	155480278	-	155475843	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0284300	Chr4B	149584335	149585000	-	149584667	Chr4B	155467633	155468298	+	155467965	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0284400	Chr4B	149586426	149589923	-	149588174	Chr4B	155462710	155466207	+	155464458	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0284600	Chr4B	149648122	149650502	-	149649312	Chr4B	155403925	155406305	+	155405115	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B03G0284700	Chr4B	149777497	149780867	-	149779182	Chr4B	155273550	155276920	+	155275235	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0285100	Chr4B	150153015	150153749	-	150153382	Chr4B	154899158	154899892	+	154899525	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0285500	Chr4B	150411702	150414790	-	150413246	Chr4B	154638924	154642012	+	154640468	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0285800	Chr4B	150466243	150468736	+	150467489	Chr4B	154594223	154596716	-	154595469	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0285900	Chr4B	150469600	150470013	-	150469806	Chr4B	154592946	154593359	+	154593152	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0286000	Chr4B	150479053	150483786	-	150481419	Chr4B	154579116	154583849	+	154581482	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0286200	Chr4B	150792083	150803168	-	150797625	Chr4B	154248450	154259537	+	154253993	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0291200	Chr4B	157170110	157174841	-	157172475	Chr4B	147940097	147944828	+	147942462	1.0	0.999	rearrangement:Chr4B_block1
