gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS2D02G031400	Chr2D	12619687	12623828	+	12621757	Chr2D	17352234	17356379	-	17354306	0.996	0.955	collinear
gene:TraesCS2D02G031800	Chr2D	12686195	12690654	+	12688424	Chr2D	20176947	20181404	+	20179175	0.994	0.98	collinear
gene:TraesCS2D02G031900	Chr2D	12691313	12696678	+	12693995	Chr2D	20187073	20192435	+	20189754	1.0	0.996	collinear
gene:TraesCS2D02G032100	Chr2D	12725344	12739560	-	12732452	Chr2D	20220147	20221746	-	20220946	1.0	1.0	collinear
gene:TraesCS2D02G032400	Chr2D	12742525	12743214	-	12742869	Chr2D	20224710	20225399	-	20225054	1.0	0.991	collinear
gene:TraesCS2D02G032500	Chr2D	12748130	12749165	+	12748647	Chr2D	20229870	20230905	+	20230387	1.0	0.998	collinear
gene:TraesCS2D02G032600	Chr2D	12771419	12775426	-	12773422	Chr2D	20252963	20256970	-	20254966	1.0	0.995	collinear
gene:TraesCS2D02G032700	Chr2D	12783898	12786429	+	12785163	Chr2D	20263643	20266179	+	20264911	1.0	0.995	collinear
gene:TraesCS2D02G032800	Chr2D	12787789	12788379	-	12788084	Chr2D	20267539	20268129	-	20267834	1.0	1.0	collinear
gene:TraesCS2D02G032900	Chr2D	12866724	12870115	-	12868419	Chr2D	20357376	20360767	-	20359071	1.0	0.998	collinear
gene:TraesCS2D02G033000	Chr2D	12870350	12873858	-	12872104	Chr2D	20361036	20364424	-	20362730	0.986	0.951	collinear
gene:TraesCS2D02G033100	Chr2D	12875568	12877603	+	12876585	Chr2D	20384779	20386781	+	20385780	0.993	0.98	collinear
gene:TraesCS2D02G033200	Chr2D	12882405	12885584	-	12883994	Chr2D	20391506	20394690	-	20393098	0.997	0.986	collinear
gene:TraesCS2D02G033300	Chr2D	12890096	12892253	+	12891174	Chr2D	20399000	20401157	+	20400078	1.0	1.0	collinear
gene:TraesCS2D02G033400	Chr2D	12904128	12908055	+	12906091	Chr2D	20413033	20416960	+	20414996	1.0	1.0	collinear
gene:TraesCS2D02G033500	Chr2D	12920283	12923349	-	12921816	Chr2D	20428922	20431765	-	20430343	1.0	1.0	collinear
gene:TraesCS2D02G033700	Chr2D	13066732	13067019	-	13066875	Chr2D	20572841	20573128	-	20572984	1.0	1.0	collinear
gene:TraesCS2D02G033800	Chr2D	13118472	13119778	-	13119125	Chr2D	20623579	20624885	-	20624232	1.0	1.0	collinear
gene:TraesCS2D02G033900	Chr2D	13128721	13129545	-	13129133	Chr2D	20633828	20634652	-	20634240	1.0	1.0	collinear
gene:TraesCS2D02G034000	Chr2D	13191297	13192636	-	13191966	Chr2D	20695895	20697234	-	20696564	1.0	1.0	collinear
gene:TraesCS2D02G034100	Chr2D	13199585	13200805	-	13200195	Chr2D	20704184	20705404	-	20704794	1.0	1.0	collinear
gene:TraesCS2D02G034200	Chr2D	13211125	13215597	+	13213361	Chr2D	20715724	20720196	+	20717960	1.0	1.0	collinear
gene:TraesCS2D02G034300	Chr2D	13218795	13223967	+	13221381	Chr2D	20723394	20728566	+	20725980	1.0	1.0	collinear
gene:TraesCS2D02G034400	Chr2D	13228599	13229315	+	13228957	Chr2D	20733198	20733914	+	20733556	1.0	1.0	collinear
gene:TraesCS2D02G034500	Chr2D	13421320	13422996	+	13422158	Chr2D	20922765	20924441	+	20923603	1.0	1.0	collinear
gene:TraesCS2D02G034600	Chr2D	13424302	13426612	-	13425457	Chr2D	20925747	20928057	-	20926902	1.0	1.0	collinear
gene:TraesCS2D02G034700	Chr2D	13428157	13431474	-	13429815	Chr2D	20929601	20932682	-	20931141	1.0	1.0	collinear
gene:TraesCS2D02G034800	Chr2D	13439155	13439673	-	13439414	Chr2D	20940062	20940580	-	20940321	1.0	1.0	collinear
gene:TraesCS2D02G034900	Chr2D	13439965	13444862	-	13442413	Chr2D	20940872	20945769	-	20943320	1.0	1.0	collinear
gene:TraesCS2D02G035000	Chr2D	13474355	13476450	-	13475402	Chr2D	20975262	20977357	-	20976309	1.0	1.0	collinear
gene:TraesCS2D02G035100	Chr2D	13487672	13488313	+	13487992	Chr2D	20988581	20989222	+	20988901	1.0	1.0	collinear
gene:TraesCS2D02G035200	Chr2D	13508677	13510579	+	13509628	Chr2D	21009296	21011198	+	21010247	1.0	1.0	collinear
gene:TraesCS2D02G035400	Chr2D	13526107	13532347	+	13529227	Chr2D	21026654	21032894	+	21029774	1.0	1.0	collinear
gene:TraesCS2D02G035500	Chr2D	13539902	13546782	-	13543342	Chr2D	21040449	21047330	-	21043889	1.0	1.0	collinear
gene:TraesCS2D02G035600	Chr2D	13580622	13585007	+	13582814	Chr2D	21086032	21090416	+	21088224	1.0	1.0	collinear
gene:TraesCS2D02G035700	Chr2D	13588301	13591261	+	13589781	Chr2D	21093710	21096670	+	21095190	1.0	1.0	collinear
gene:TraesCS2D02G035800	Chr2D	13605061	13608219	+	13606640	Chr2D	21110220	21113378	+	21111799	1.0	1.0	collinear
gene:TraesCS2D02G035900	Chr2D	13624375	13625625	+	13625000	Chr2D	21129533	21130783	+	21130158	1.0	1.0	collinear
gene:TraesCS2D02G036000	Chr2D	13633576	13633803	+	13633689	Chr2D	21138780	21139007	+	21138893	1.0	1.0	collinear
