gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS5D02G011800	Chr5D	6377964	6391459	-	6384711	Chr5D	5066180	5079678	+	5072929	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G011900	Chr5D	6444885	6450213	+	6447549	Chr5D	5010856	5016184	-	5013520	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012000	Chr5D	6454884	6457877	+	6456380	Chr5D	5003524	5006519	-	5005021	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012100	Chr5D	6479893	6480768	-	6480330	Chr5D	4980893	4981768	+	4981330	1.0	0.998	rearrangement:Chr5D_block1
gene:TraesCS5D02G012200	Chr5D	6480923	6481459	-	6481191	Chr5D	4980202	4980738	+	4980470	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012300	Chr5D	6482884	6485823	-	6484353	Chr5D	4975848	4978787	+	4977317	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012400	Chr5D	6540332	6542854	-	6541593	Chr5D	4919933	4922455	+	4921194	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012500	Chr5D	6820550	6824003	-	6822276	Chr5D	4635503	4638956	+	4637229	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012600	Chr5D	6909313	6909861	-	6909587	Chr5D	4550806	4551354	+	4551080	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012700	Chr5D	6932327	6933037	-	6932682	Chr5D	4528764	4529474	+	4529119	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012800	Chr5D	6998990	7004529	+	7001759	Chr5D	4457808	4463347	-	4460577	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G012900	Chr5D	7004699	7008541	-	7006620	Chr5D	4453796	4457638	+	4455717	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G013000	Chr5D	7009095	7009573	-	7009334	Chr5D	4452764	4453242	+	4453003	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G013100	Chr5D	7013572	7020162	-	7016867	Chr5D	4442175	4448765	+	4445470	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G000100	Chr5D	93627	97954	+	95790	Chr5D	1027712	1032068	-	1029890	1.0	1.0	collinear
gene:TraesCS5D02G000200	Chr5D	145361	145693	+	145527	Chr5D	767844	768176	-	768010	1.0	0.996	collinear
gene:TraesCS5D02G000300	Chr5D	360377	360709	+	360543	Chr5D	981012	981344	-	981178	1.0	0.996	collinear
gene:TraesCS5D02G000400	Chr5D	388060	389487	-	388773	Chr5D	739569	740996	+	740282	1.0	1.0	collinear
gene:TraesCS5D02G000500	Chr5D	554527	558722	-	556624	Chr5D	571577	575772	+	573674	1.0	0.999	collinear
gene:TraesCS5D02G000600	Chr5D	563974	569774	+	566874	Chr5D	560525	566325	-	563425	1.0	1.0	collinear
gene:TraesCS5D02G000800	Chr5D	932454	935468	+	933961	Chr5D	1194194	1197208	+	1195701	1.0	1.0	collinear
