gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	225597	227166	-	226381	1.0	0.996	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	127456	129331	-	128393	0.999	0.998	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	124473	127444	-	125958	1.0	0.999	collinear
gene:TraesCS6A02G000500	Chr6A	571479	575107	-	573293	Chr6A	3027946	3031608	+	3029777	0.97	0.952	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	2966382	2971761	-	2969071	0.992	0.941	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	2961793	2965648	+	2963720	0.999	0.966	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	2948200	2953058	-	2950629	0.992	0.975	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	2946158	2947706	-	2946932	1.0	0.979	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	2938020	2944571	+	2941295	0.982	0.944	collinear
gene:TraesCS6A02G001200	Chr6A	734214	735473	-	734843	Chr6A	2883255	2884157	+	2883706	0.996	0.99	collinear
gene:TraesCS6A02G001300	Chr6A	766648	769202	+	767925	Chr6A	2850843	2853164	-	2852003	0.908	0.902	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	2845179	2848102	+	2846640	1.0	0.999	collinear
gene:TraesCS6A02G001500	Chr6A	786731	788315	+	787523	Chr6A	2831962	2833545	-	2832753	0.999	0.993	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	2819097	2825466	+	2822281	0.99	0.984	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	2805227	2809651	-	2807439	1.0	0.997	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	2780456	2787374	+	2783915	0.998	0.994	collinear
gene:TraesCS6A02G002000	Chr6A	914925	915899	-	915412	Chr6A	2759766	2760740	+	2760253	0.987	0.96	collinear
gene:TraesCS6A02G002100	Chr6A	917908	918405	+	918156	Chr6A	2757280	2757777	-	2757528	1.0	0.996	collinear
gene:TraesCS6A02G002200	Chr6A	925885	926272	-	926078	Chr6A	2749473	2749860	+	2749666	1.0	1.0	collinear
gene:TraesCS6A02G002300	Chr6A	932264	933310	+	932787	Chr6A	2742426	2743472	-	2742949	1.0	0.993	collinear
gene:TraesCS6A02G002400	Chr6A	942509	947206	-	944857	Chr6A	2729466	2733957	+	2731711	0.987	0.981	collinear
gene:TraesCS6A02G002600	Chr6A	967860	968797	-	968328	Chr6A	2678427	2679363	+	2678895	1.0	0.993	collinear
gene:TraesCS6A02G002700	Chr6A	1029778	1031799	-	1030788	Chr6A	2615967	2617983	+	2616975	0.997	0.994	collinear
gene:TraesCS6A02G002800	Chr6A	1056980	1057585	+	1057282	Chr6A	2578996	2579601	-	2579298	1.0	0.993	collinear
gene:TraesCS6A02G002900	Chr6A	1062071	1063547	+	1062809	Chr6A	2573035	2574511	-	2573773	1.0	0.996	collinear
gene:TraesCS6A02G003000	Chr6A	1090568	1092586	+	1091577	Chr6A	2526582	2528642	-	2527612	1.0	0.97	collinear
gene:TraesCS6A02G003100	Chr6A	1267353	1271786	-	1269569	Chr6A	1079500	1083926	+	1081713	0.994	0.974	collinear
gene:TraesCS6A02G003150	Chr6A	1334641	1339511	-	1337076	Chr6A	1007292	1012408	+	1009850	0.999	0.992	collinear
gene:TraesCS6A02G003300	Chr6A	1494577	1504714	-	1499645	Chr6A	3108067	3118181	-	3113124	0.99	0.967	collinear
gene:TraesCS6A02G003500	Chr6A	1624440	1625144	+	1624792	Chr6A	3278369	3279453	+	3278911	0.991	0.978	collinear
gene:TraesCS6A02G003700	Chr6A	1659193	1668144	-	1663668	Chr6A	3314343	3323260	-	3318801	1.0	0.968	collinear
gene:TraesCS6A02G003800	Chr6A	1671874	1675422	+	1673648	Chr6A	3341265	3344600	+	3342932	0.994	0.979	collinear
gene:TraesCS6A02G003900	Chr6A	1716008	1717197	+	1716602	Chr6A	3377524	3378757	+	3378140	0.999	0.927	collinear
gene:TraesCS6A02G004000	Chr6A	1730409	1732051	-	1731230	Chr6A	3384414	3386018	-	3385216	0.974	0.955	collinear
gene:TraesCS6A02G004100	Chr6A	1754446	1757643	-	1756044	Chr6A	3476176	3479373	-	3477774	1.0	0.986	collinear
gene:TraesCS6A02G004300	Chr6A	1830944	1833666	+	1832305	Chr6A	3413764	3416486	+	3415125	0.999	0.986	collinear
gene:TraesCS6A02G004400	Chr6A	1871111	1871791	-	1871451	Chr6A	3468483	3469163	-	3468823	1.0	0.979	collinear
gene:TraesCS6A02G004600	Chr6A	1885540	1889805	+	1887672	Chr6A	3489399	3493585	+	3491492	0.989	0.951	collinear
gene:TraesCS6A02G005000	Chr6A	1942409	1948879	+	1945644	Chr6A	3561994	3568551	+	3565272	0.999	0.967	collinear
gene:TraesCS6A02G005100	Chr6A	1960642	1961854	+	1961248	Chr6A	3586611	3587819	+	3587215	0.992	0.981	collinear
gene:TraesCS6A02G005300	Chr6A	1985120	1987834	+	1986477	Chr6A	3599956	3602644	+	3601300	0.975	0.918	collinear
gene:TraesCS6A02G005400	Chr6A	2130377	2133736	+	2132056	Chr6A	3719355	3721283	+	3720319	0.997	0.978	collinear
