gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS1B02G170400	Chr1B	302506927	302509680	+	302508303	Chr1B	326035740	326038493	-	326037116	1.0	0.994	rearrangement:Chr1B_block1
gene:TraesCS1B02G170500	Chr1B	302510792	302519159	-	302514975	Chr1B	326026401	326034629	+	326030515	1.0	0.992	rearrangement:Chr1B_block1
gene:TraesCS1B02G170600	Chr1B	302758946	302764393	-	302761669	Chr1B	325786267	325791458	+	325788862	1.0	0.998	rearrangement:Chr1B_block1
gene:TraesCS1B02G170900	Chr1B	302776145	302791453	-	302783799	Chr1B	325769760	325784838	+	325777299	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B02G171000	Chr1B	303224205	303226004	+	303225104	Chr1B	325348335	325350134	-	325349234	1.0	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B02G173100	Chr1B	308902822	308905900	+	308904361	Chr1B	331461302	331464379	-	331462840	1.0	0.983	rearrangement:Chr1B_block2
gene:TraesCS1B02G173300	Chr1B	309377008	309387931	+	309382469	Chr1B	331653016	331663955	+	331658485	1.0	0.997	rearrangement:Chr1B_block2
gene:TraesCS1B02G173400	Chr1B	309486303	309491044	+	309488673	Chr1B	331735174	331739913	+	331737543	0.998	0.996	rearrangement:Chr1B_block2
gene:TraesCS1B02G173500	Chr1B	310187509	310190354	-	310188931	Chr1B	333074461	333077306	-	333075883	1.0	0.997	rearrangement:Chr1B_block2
gene:TraesCS1B02G173600	Chr1B	310356856	310367581	+	310362218	Chr1B	333230868	333241108	+	333235988	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B02G173700	Chr1B	310926364	310931299	+	310928831	Chr1B	333778609	333783544	+	333781076	1.0	0.999	rearrangement:Chr1B_block2
gene:TraesCS1B02G173800	Chr1B	311134657	311134944	-	311134800	Chr1B	333976327	333976614	-	333976470	1.0	0.986	rearrangement:Chr1B_block2
gene:TraesCS1B02G173900	Chr1B	311418203	311428280	+	311423241	Chr1B	334244895	334254979	+	334249937	1.0	0.999	rearrangement:Chr1B_block2
gene:TraesCS1B02G174000	Chr1B	311679167	311685117	-	311682142	Chr1B	334523840	334529518	-	334526679	1.0	0.999	rearrangement:Chr1B_block2
gene:TraesCS1B02G174100	Chr1B	312248668	312250100	-	312249384	Chr1B	335006087	335007519	-	335006803	1.0	0.997	rearrangement:Chr1B_block2
gene:TraesCS1B02G174200	Chr1B	312919693	312920565	+	312920129	Chr1B	335601133	335602005	+	335601569	1.0	0.997	rearrangement:Chr1B_block2
gene:TraesCS1B02G174300	Chr1B	312927450	312930134	-	312928792	Chr1B	335608886	335611570	-	335610228	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B02G174400	Chr1B	313080958	313101223	-	313091090	Chr1B	335770138	335789848	-	335779993	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G174500	Chr1B	314561814	314569953	+	314565883	Chr1B	337196203	337204338	+	337200270	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B02G174600	Chr1B	314570556	314572420	+	314571488	Chr1B	337204941	337206818	+	337205879	1.0	0.991	rearrangement:Chr1B_block2
gene:TraesCS1B02G174700	Chr1B	314737992	314745261	-	314741626	Chr1B	337375280	337382773	-	337379026	0.993	0.985	rearrangement:Chr1B_block2
gene:TraesCS1B02G000100	Chr1B	168082	173741	-	170911	Chr1B	177702	183213	-	180457	1.0	0.989	collinear
gene:TraesCS1B02G000200	Chr1B	459792	466556	-	463174	Chr1B	459123	465617	-	462370	1.0	1.0	collinear
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	703908	705591	+	704749	1.0	1.0	collinear
gene:TraesCS1B02G000400	Chr1B	721433	726438	-	723935	Chr1B	713548	718553	-	716050	1.0	1.0	collinear
gene:TraesCS1B02G000500	Chr1B	882170	885188	-	883679	Chr1B	872788	875806	-	874297	1.0	0.999	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	1188740	1189735	+	1189237	1.0	1.0	collinear
gene:TraesCS1B02G000700	Chr1B	1201460	1203257	+	1202358	Chr1B	1191236	1193033	+	1192134	1.0	1.0	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	1193357	1196989	-	1195173	1.0	1.0	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	1198598	1202702	-	1200650	0.922	0.922	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	1234840	1241971	+	1238405	0.992	0.992	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	1244891	1246756	+	1245823	1.0	1.0	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	1251772	1252660	-	1252216	1.0	1.0	collinear
gene:TraesCS1B02G001400	Chr1B	1272755	1344907	-	1308831	Chr1B	1258793	1330832	-	1294812	1.0	1.0	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	1378233	1380617	+	1379425	1.0	1.0	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	1381414	1384280	-	1382847	0.996	0.99	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	1385286	1388387	-	1386836	0.998	0.984	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	1421756	1428056	+	1424906	0.996	0.974	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	1431373	1434462	+	1432917	1.0	0.987	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	1560570	1572032	-	1566301	0.992	0.969	collinear
gene:TraesCS1B02G005200	Chr1B	3200087	3213520	+	3206803	Chr1B	2160608	2173718	+	2167163	0.996	0.99	collinear
gene:TraesCS1B02G005300	Chr1B	3269195	3273714	+	3271454	Chr1B	2228935	2233224	+	2231079	1.0	1.0	collinear
gene:TraesCS1B02G005400	Chr1B	3562921	3563202	-	3563061	Chr1B	2521147	2521428	-	2521287	1.0	1.0	collinear
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	2532262	2534059	-	2533160	1.0	1.0	collinear
gene:TraesCS1B02G005600	Chr1B	3655656	3658361	+	3657008	Chr1B	2604839	2607544	+	2606191	1.0	1.0	collinear
gene:TraesCS1B02G006000	Chr1B	3881677	3884665	+	3883171	Chr1B	2828295	2831283	+	2829789	1.0	0.992	collinear
gene:TraesCS1B02G006100	Chr1B	3894103	3896004	+	3895053	Chr1B	2840722	2842623	+	2841672	1.0	0.999	collinear
gene:TraesCS1B02G006200	Chr1B	3907235	3909968	+	3908601	Chr1B	2853106	2855838	+	2854472	0.999	0.987	collinear
gene:TraesCS1B02G006300	Chr1B	3923636	3931437	+	3927536	Chr1B	2869429	2877230	+	2873329	1.0	0.999	collinear
gene:TraesCS1B02G006400	Chr1B	3935552	3939101	+	3937326	Chr1B	2881345	2884622	+	2882983	1.0	1.0	collinear
gene:TraesCS1B02G006500	Chr1B	3942367	3945848	+	3944107	Chr1B	2887887	2891368	+	2889627	1.0	1.0	collinear
gene:TraesCS1B02G006600	Chr1B	3946949	3949045	-	3947997	Chr1B	2892469	2894565	-	2893517	1.0	1.0	collinear
gene:TraesCS1B02G006700	Chr1B	3952346	3954184	+	3953265	Chr1B	2897866	2899704	+	2898785	1.0	1.0	collinear
gene:TraesCS1B02G006800	Chr1B	3964540	3968018	+	3966279	Chr1B	2909921	2913399	+	2911660	1.0	1.0	collinear
gene:TraesCS1B02G006900	Chr1B	4053604	4072837	+	4063220	Chr1B	2997688	3016469	+	3007078	1.0	1.0	collinear
gene:TraesCS1B02G007000	Chr1B	4084892	4090923	+	4087907	Chr1B	3035864	3041895	+	3038879	1.0	1.0	collinear
gene:TraesCS1B02G007100	Chr1B	4097642	4099049	+	4098345	Chr1B	3048612	3050019	+	3049315	1.0	1.0	collinear
gene:TraesCS1B02G007200	Chr1B	4109172	4112312	+	4110742	Chr1B	3060142	3063282	+	3061712	1.0	1.0	collinear
gene:TraesCS1B02G007300	Chr1B	4143562	4146861	+	4145211	Chr1B	3094025	3097324	+	3095674	1.0	1.0	collinear
gene:TraesCS1B02G007400	Chr1B	4150736	4154830	+	4152783	Chr1B	3101199	3105293	+	3103246	1.0	0.999	collinear
gene:TraesCS1B02G007500	Chr1B	4205029	4208343	+	4206686	Chr1B	3155638	3158952	+	3157295	1.0	1.0	collinear
gene:TraesCS1B02G007600	Chr1B	4219905	4221185	+	4220545	Chr1B	3170513	3171793	+	3171153	1.0	1.0	collinear
gene:TraesCS1B02G007700	Chr1B	4222340	4225375	-	4223857	Chr1B	3172948	3175983	-	3174465	1.0	1.0	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	3270058	3276177	-	3273117	1.0	1.0	collinear
gene:TraesCS1B02G007900	Chr1B	4340022	4343180	+	4341601	Chr1B	3290146	3293304	+	3291725	1.0	0.999	collinear
gene:TraesCS1B02G008000	Chr1B	4345220	4352718	-	4348969	Chr1B	3295344	3302842	-	3299093	1.0	1.0	collinear
gene:TraesCS1B02G008100	Chr1B	4463768	4464866	+	4464317	Chr1B	3476672	3477769	+	3477220	0.999	0.997	collinear
gene:TraesCS1B02G008200	Chr1B	4475908	4479190	+	4477549	Chr1B	3488665	3491947	+	3490306	1.0	0.997	collinear
