cs_chr	cs_start	cs_end	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	n_anchors	mean_identity
Chr1A	55218	159522669	Chr1A	51566	160703247	1176	0.9960901360544218
Chr1A	161671479	177484497	Chr1A	162875356	178611697	31	0.9998064516129033
Chr1A	179530042	182122609	Chr1A	180960933	183535156	6	0.9996666666666667
Chr1A	184934985	193518233	Chr1A	186321008	194867301	12	0.9999166666666667
Chr1A	200578799	202086777	Chr1A	202037963	203532374	5	1.0
Chr1A	204319371	209358469	Chr1A	205731748	210715235	7	0.9989999999999999
Chr1A	212017564	410154980	Chr1A	213228730	413113899	916	0.996018558951965
Chr1A	412459137	420515127	Chr1A	415470340	424186381	22	0.9960909090909091
Chr1A	423163477	547507742	Chr1A	425995605	549370729	1236	0.9952435275080906
Chr1A	557489242	562318942	Chr1A	560697050	565629460	66	0.9940909090909091
Chr1A	571987978	593997588	Chr1A	576333611	599105662	317	0.9948485804416403
