gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS5A02G000900	Chr5A	692543	694327	+	693435	Chr5A	3114084	3115868	+	3114976	1.0	0.995	collinear
gene:TraesCS5A02G001100	Chr5A	855353	858565	-	856959	Chr5A	3367681	3370801	-	3369241	0.998	0.993	collinear
gene:TraesCS5A02G001200	Chr5A	1114075	1114440	-	1114257	Chr5A	3653135	3653500	-	3653317	1.0	0.969	collinear
gene:TraesCS5A02G001400	Chr5A	1202119	1202601	+	1202360	Chr5A	3733438	3733926	+	3733682	1.0	0.985	collinear
gene:TraesCS5A02G001500	Chr5A	1218671	1227119	+	1222895	Chr5A	3750619	3759063	+	3754841	0.994	0.992	collinear
gene:TraesCS5A02G001700	Chr5A	1241766	1242112	+	1241939	Chr5A	3779555	3779901	+	3779728	1.0	0.991	collinear
gene:TraesCS5A02G001800	Chr5A	1302643	1302822	+	1302732	Chr5A	3855258	3855437	+	3855347	1.0	1.0	collinear
gene:TraesCS5A02G001900	Chr5A	1346522	1347511	-	1347016	Chr5A	3885345	3886335	-	3885840	1.0	0.998	collinear
gene:TraesCS5A02G002000	Chr5A	1758066	1759570	-	1758818	Chr5A	4245105	4246538	-	4245821	0.952	0.946	collinear
gene:TraesCS5A02G002100	Chr5A	1833619	1834815	-	1834217	Chr5A	4303775	4304971	-	4304373	1.0	0.992	collinear
gene:TraesCS5A02G002200	Chr5A	1947285	1952551	-	1949918	Chr5A	4439506	4444339	-	4441922	0.993	0.957	collinear
gene:TraesCS5A02G002400	Chr5A	2081880	2086130	-	2084005	Chr5A	4577825	4582172	-	4579998	0.994	0.991	collinear
gene:TraesCS5A02G002500	Chr5A	2103640	2107862	+	2105751	Chr5A	4591932	4596154	+	4594043	1.0	0.997	collinear
gene:TraesCS5A02G002600	Chr5A	2108869	2113862	+	2111365	Chr5A	4597161	4602154	+	4599657	1.0	1.0	collinear
gene:TraesCS5A02G002700	Chr5A	2120701	2126503	-	2123602	Chr5A	4608993	4614797	-	4611895	1.0	1.0	collinear
gene:TraesCS5A02G002800	Chr5A	2174649	2177688	-	2176168	Chr5A	4662036	4665075	-	4663555	1.0	1.0	collinear
gene:TraesCS5A02G002900	Chr5A	2397627	2399194	-	2398410	Chr5A	4868293	4869836	-	4869064	0.983	0.974	collinear
gene:TraesCS5A02G003000	Chr5A	2403142	2404068	+	2403605	Chr5A	4935148	4936074	+	4935611	1.0	0.992	collinear
gene:TraesCS5A02G003100	Chr5A	2406435	2408514	-	2407474	Chr5A	4938284	4940302	-	4939293	0.992	0.991	collinear
gene:TraesCS5A02G003200	Chr5A	2408790	2412563	-	2410676	Chr5A	4940578	4944364	-	4942471	0.99	0.972	collinear
gene:TraesCS5A02G003300	Chr5A	2414730	2415224	+	2414977	Chr5A	4946333	4946827	+	4946580	1.0	0.997	collinear
gene:TraesCS5A02G003400	Chr5A	2421362	2423669	+	2422515	Chr5A	4950257	4952560	+	4951408	1.0	0.999	collinear
gene:TraesCS5A02G003500	Chr5A	2426488	2428137	-	2427312	Chr5A	4955368	4957004	-	4956186	0.992	0.985	collinear
gene:TraesCS5A02G003700	Chr5A	2615782	2617551	-	2616666	Chr5A	4995428	4997195	-	4996311	0.998	0.988	collinear
gene:TraesCS5A02G003800	Chr5A	2645238	2650209	-	2647723	Chr5A	5023408	5028379	-	5025893	1.0	1.0	collinear
gene:TraesCS5A02G003900	Chr5A	2727177	2728795	+	2727986	Chr5A	5104827	5106445	+	5105636	1.0	0.996	collinear
gene:TraesCS5A02G004000	Chr5A	2865722	2870015	+	2867868	Chr5A	5241211	5245504	+	5243357	1.0	1.0	collinear
gene:TraesCS5A02G004100	Chr5A	2870634	2874348	-	2872491	Chr5A	5246123	5249661	-	5247892	0.995	0.995	collinear
gene:TraesCS5A02G004200	Chr5A	2893332	2899721	-	2896526	Chr5A	5268336	5274678	-	5271507	0.986	0.985	collinear
gene:TraesCS5A02G004400	Chr5A	3085412	3088853	+	3087132	Chr5A	5382380	5385821	+	5384100	1.0	1.0	collinear
gene:TraesCS5A02G004500	Chr5A	3166841	3174284	+	3170562	Chr5A	5462922	5470365	+	5466643	1.0	1.0	collinear
gene:TraesCS5A02G004600	Chr5A	3175334	3177753	+	3176543	Chr5A	5471411	5473828	+	5472619	1.0	1.0	collinear
gene:TraesCS5A02G004700	Chr5A	3194780	3197691	-	3196235	Chr5A	5490884	5493793	-	5492338	1.0	1.0	collinear
gene:TraesCS5A02G004800	Chr5A	3215100	3218868	-	3216984	Chr5A	5510645	5514413	-	5512529	1.0	1.0	collinear
gene:TraesCS5A02G004900	Chr5A	3281861	3294536	+	3288198	Chr5A	5603343	5616018	+	5609680	1.0	1.0	collinear
gene:TraesCS5A02G005000	Chr5A	3312172	3315225	+	3313698	Chr5A	5633654	5636707	+	5635180	1.0	1.0	collinear
gene:TraesCS5A02G005100	Chr5A	3360527	3361507	-	3361017	Chr5A	5681580	5682560	-	5682070	1.0	0.998	collinear
gene:TraesCS5A02G005300	Chr5A	3370704	3374577	-	3372640	Chr5A	5691595	5695512	-	5693553	1.0	0.969	collinear
gene:TraesCS5A02G005400	Chr5A	3385013	3385779	+	3385396	Chr5A	5705018	5705784	+	5705401	1.0	0.988	collinear
gene:TraesCS5A02G005500	Chr5A	3390922	3406014	+	3398468	Chr5A	5709552	5724467	+	5717009	1.0	0.997	collinear
gene:TraesCS5A02G005600	Chr5A	3410396	3414243	-	3412319	Chr5A	5743592	5747460	-	5745526	1.0	0.993	collinear
gene:TraesCS5A02G005700	Chr5A	3421438	3424404	-	3422921	Chr5A	5756281	5759247	-	5757764	1.0	1.0	collinear
gene:TraesCS5A02G005800	Chr5A	3431398	3432399	-	3431898	Chr5A	5766241	5767242	-	5766741	1.0	1.0	collinear
gene:TraesCS5A02G005900	Chr5A	3435395	3445904	+	3440649	Chr5A	5770312	5780823	+	5775567	1.0	1.0	collinear
gene:TraesCS5A02G006000	Chr5A	3504754	3516416	+	3510585	Chr5A	5839009	5850671	+	5844840	1.0	1.0	collinear
