gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	2014482	2017843	+	2016162	1.0	0.999	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	2036598	2039799	+	2038198	1.0	1.0	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1994962	1997633	+	1996297	1.0	1.0	collinear
gene:TraesCS3A02G000400	Chr3A	95678	97870	-	96774	Chr3A	1984427	1986619	+	1985523	1.0	1.0	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1950484	1952774	+	1951629	1.0	1.0	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1903351	1905149	+	1904250	1.0	0.999	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1874274	1877560	+	1875917	1.0	1.0	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1714977	1718139	+	1716558	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1702862	1709370	+	1706116	0.966	0.952	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1665018	1667736	-	1666377	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1656171	1660219	-	1658195	1.0	0.999	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	1140825	1141202	+	1141013	1.0	0.994	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	994812	998637	-	996724	1.0	0.993	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	967112	971348	+	969230	1.0	0.995	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	414428	419206	-	416817	0.996	0.993	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	407008	409678	+	408343	0.997	0.975	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	397242	398278	+	397760	1.0	0.998	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	394136	395484	+	394810	0.95	0.933	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	337235	339814	-	338524	1.0	0.993	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	331243	331634	+	331438	1.0	1.0	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	326338	328023	+	327180	1.0	0.975	collinear
gene:TraesCS3A02G002700	Chr3A	1593227	1593658	+	1593442	Chr3A	2478504	2478935	+	2478719	1.0	1.0	collinear
gene:TraesCS3A02G002800	Chr3A	1618081	1619002	+	1618541	Chr3A	2504003	2504924	+	2504463	1.0	1.0	collinear
gene:TraesCS3A02G002900	Chr3A	1707001	1709752	-	1708376	Chr3A	2587175	2589927	-	2588551	1.0	1.0	collinear
gene:TraesCS3A02G003000	Chr3A	1711784	1712270	-	1712027	Chr3A	2591959	2592445	-	2592202	1.0	1.0	collinear
gene:TraesCS3A02G003100	Chr3A	1769601	1770008	+	1769804	Chr3A	2648731	2649138	+	2648934	1.0	1.0	collinear
gene:TraesCS3A02G003200	Chr3A	1780395	1782252	+	1781323	Chr3A	2659160	2661017	+	2660088	1.0	1.0	collinear
gene:TraesCS3A02G003300	Chr3A	1789588	1790065	+	1789826	Chr3A	2668282	2668759	+	2668520	1.0	1.0	collinear
gene:TraesCS3A02G003400	Chr3A	1797375	1797977	+	1797676	Chr3A	2675573	2676175	+	2675874	1.0	1.0	collinear
gene:TraesCS3A02G003500	Chr3A	1885671	1886377	+	1886024	Chr3A	2762455	2763161	+	2762808	1.0	1.0	collinear
gene:TraesCS3A02G003600	Chr3A	1896509	1898746	-	1897627	Chr3A	2772969	2775206	-	2774087	1.0	1.0	collinear
gene:TraesCS3A02G003700	Chr3A	1903850	1904592	+	1904221	Chr3A	2779996	2780738	+	2780367	1.0	1.0	collinear
gene:TraesCS3A02G003800	Chr3A	1919555	1923009	+	1921282	Chr3A	2797766	2801221	+	2799493	1.0	0.999	collinear
gene:TraesCS3A02G004000	Chr3A	2137062	2137657	+	2137359	Chr3A	2947928	2948520	-	2948224	0.993	0.968	collinear
gene:TraesCS3A02G004200	Chr3A	2435784	2436154	+	2435969	Chr3A	4155588	4155958	+	4155773	1.0	0.963	collinear
gene:TraesCS3A02G004300	Chr3A	2604430	2605130	+	2604780	Chr3A	4347218	4347920	+	4347569	0.998	0.957	collinear
gene:TraesCS3A02G004400	Chr3A	2898506	2899124	+	2898815	Chr3A	4391813	4392416	+	4392114	1.0	0.969	collinear
gene:TraesCS3A02G004500	Chr3A	2915325	2915907	+	2915616	Chr3A	2828943	2829525	+	2829234	1.0	0.973	collinear
gene:TraesCS3A02G004600	Chr3A	3410856	3411551	+	3411203	Chr3A	3913116	3913809	+	3913462	0.996	0.975	collinear
gene:TraesCS3A02G004800	Chr3A	3435237	3435607	+	3435422	Chr3A	4226001	4226371	+	4226186	1.0	0.963	collinear
gene:TraesCS3A02G004900	Chr3A	4462222	4462819	+	4462520	Chr3A	3186232	3186827	-	3186529	0.995	0.981	collinear
gene:TraesCS3A02G005300	Chr3A	5991467	5993606	-	5992536	Chr3A	3301103	3303264	+	3302183	0.974	0.951	collinear
gene:TraesCS3A02G005400	Chr3A	6085069	6085439	+	6085254	Chr3A	3584798	3585168	+	3584983	1.0	0.991	collinear
gene:TraesCS3A02G005600	Chr3A	7124999	7125736	-	7125367	Chr3A	4741609	4742346	-	4741977	1.0	0.982	collinear
gene:TraesCS3A02G005700	Chr3A	7130853	7131625	-	7131239	Chr3A	4751197	4751977	-	4751587	1.0	0.982	collinear
gene:TraesCS3A02G005900	Chr3A	7200517	7201780	-	7201148	Chr3A	4786900	4788163	-	4787531	1.0	0.993	collinear
gene:TraesCS3A02G006000	Chr3A	7214595	7215368	-	7214981	Chr3A	4802320	4803093	-	4802706	1.0	0.983	collinear
gene:TraesCS3A02G006100	Chr3A	7254324	7260233	+	7257278	Chr3A	4885200	4891129	+	4888164	0.998	0.991	collinear
gene:TraesCS3A02G006300	Chr3A	7273333	7275112	-	7274222	Chr3A	4908929	4910710	-	4909819	1.0	0.996	collinear
gene:TraesCS3A02G006400	Chr3A	7278992	7280206	-	7279599	Chr3A	4914842	4916083	-	4915462	0.995	0.951	collinear
gene:TraesCS3A02G006600	Chr3A	7294362	7297912	+	7296137	Chr3A	4945555	4948948	+	4947251	1.0	0.991	collinear
gene:TraesCS3A02G006900	Chr3A	7384784	7389062	-	7386923	Chr3A	5105748	5110114	-	5107931	0.992	0.946	collinear
gene:TraesCS3A02G007000	Chr3A	7432258	7432761	-	7432509	Chr3A	5128811	5129314	-	5129062	1.0	0.998	collinear
gene:TraesCS3A02G007100	Chr3A	7436857	7439060	-	7437958	Chr3A	5133449	5135649	-	5134549	0.997	0.992	collinear
gene:TraesCS3A02G007200	Chr3A	7469796	7474094	-	7471945	Chr3A	5160721	5164983	-	5162852	1.0	0.988	collinear
gene:TraesCS3A02G007300	Chr3A	7474899	7476900	-	7475899	Chr3A	5165785	5167804	-	5166794	0.998	0.973	collinear
gene:TraesCS3A02G007500	Chr3A	7653355	7653726	+	7653540	Chr3A	5323762	5324133	+	5323947	1.0	0.991	collinear
gene:TraesCS3A02G007600	Chr3A	7655397	7656793	+	7656095	Chr3A	5326623	5327995	+	5327309	0.969	0.949	collinear
gene:TraesCS3A02G007700	Chr3A	7781523	7782418	+	7781970	Chr3A	5370515	5371432	+	5370973	0.978	0.925	collinear
gene:TraesCS3A02G007900	Chr3A	7819924	7821515	+	7820719	Chr3A	5424667	5426258	+	5425462	1.0	0.991	collinear
gene:TraesCS3A02G008000	Chr3A	7918329	7929294	-	7923811	Chr3A	5497697	5509270	-	5503483	0.996	0.989	collinear
gene:TraesCS3A02G008100	Chr3A	7948592	7952410	+	7950501	Chr3A	5515775	5519603	+	5517689	1.0	0.99	collinear
gene:TraesCS3A02G008600	Chr3A	8163475	8175486	-	8169480	Chr3A	5680830	5694183	-	5687506	0.999	0.981	collinear
gene:TraesCS3A02G008700	Chr3A	8211470	8212820	-	8212145	Chr3A	5733284	5734633	-	5733958	1.0	0.997	collinear
gene:TraesCS3A02G008800	Chr3A	8253788	8255463	+	8254625	Chr3A	5774104	5775779	+	5774941	1.0	1.0	collinear
gene:TraesCS3A02G008900	Chr3A	8258758	8260510	+	8259634	Chr3A	5778792	5780544	+	5779668	1.0	1.0	collinear
gene:TraesCS3A02G009000	Chr3A	8294411	8296275	+	8295343	Chr3A	5813593	5815457	+	5814525	1.0	1.0	collinear
gene:TraesCS3A02G009100	Chr3A	8315685	8317371	-	8316528	Chr3A	5834025	5835711	-	5834868	1.0	1.0	collinear
gene:TraesCS3A02G009200	Chr3A	8323975	8330044	-	8327009	Chr3A	5842316	5848386	-	5845351	1.0	1.0	collinear
gene:TraesCS3A02G009300	Chr3A	8549930	8550907	+	8550418	Chr3A	6095370	6096347	+	6095858	1.0	0.998	collinear
gene:TraesCS3A02G009500	Chr3A	8595848	8596544	+	8596196	Chr3A	6124951	6125647	+	6125299	1.0	1.0	collinear
gene:TraesCS3A02G009600	Chr3A	8682322	8687101	+	8684711	Chr3A	6210156	6214642	+	6212399	1.0	1.0	collinear
gene:TraesCS3A02G009700	Chr3A	8737546	8739225	-	8738385	Chr3A	6240101	6241780	-	6240940	1.0	0.978	collinear
gene:TraesCS3A02G010000	Chr3A	8861309	8865850	+	8863579	Chr3A	6345453	6350008	+	6347730	1.0	0.978	collinear
gene:TraesCS3A02G010100	Chr3A	8866086	8869744	-	8867915	Chr3A	6350244	6353651	-	6351947	0.991	0.987	collinear
gene:TraesCS3A02G010200	Chr3A	8902920	8903444	-	8903182	Chr3A	6358222	6358742	-	6358482	0.99	0.948	collinear
gene:TraesCS3A02G010500	Chr3A	8991462	8991864	+	8991663	Chr3A	6464967	6465369	+	6465168	1.0	0.984	collinear
gene:TraesCS3A02G010600	Chr3A	9007482	9008294	+	9007888	Chr3A	6504563	6505381	+	6504972	1.0	0.979	collinear
gene:TraesCS3A02G010700	Chr3A	9045707	9046277	+	9045992	Chr3A	6499243	6499813	+	6499528	1.0	0.983	collinear
gene:TraesCS3A02G010900	Chr3A	9064431	9066825	-	9065628	Chr3A	6549097	6551476	-	6550286	1.0	0.966	collinear
gene:TraesCS3A02G011200	Chr3A	9186003	9186618	+	9186310	Chr3A	6645279	6645922	+	6645600	1.0	0.979	collinear
gene:TraesCS3A02G011400	Chr3A	9210008	9210976	+	9210492	Chr3A	6663194	6664162	+	6663678	1.0	0.978	collinear
gene:TraesCS3A02G011500	Chr3A	9280237	9281151	-	9280694	Chr3A	6707405	6708310	-	6707857	0.989	0.963	collinear
gene:TraesCS3A02G011900	Chr3A	9473058	9473828	+	9473443	Chr3A	6797455	6798236	+	6797845	1.0	0.972	collinear
gene:TraesCS3A02G012000	Chr3A	9480858	9481594	+	9481226	Chr3A	6804699	6805431	+	6805065	0.981	0.947	collinear
gene:TraesCS3A02G012500	Chr3A	9571506	9572518	-	9572012	Chr3A	6885396	6886408	-	6885902	1.0	0.978	collinear
gene:TraesCS3A02G012600	Chr3A	9573207	9574175	+	9573691	Chr3A	6887052	6888020	+	6887536	1.0	0.981	collinear
gene:TraesCS3A02G012700	Chr3A	9581939	9598586	-	9590262	Chr3A	6907104	6918604	-	6912854	0.994	0.984	collinear
gene:TraesCS3A02G012800	Chr3A	9604640	9606826	-	9605733	Chr3A	6924797	6926983	-	6925890	1.0	0.993	collinear
