gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	6495075	6505027	-	6500051	0.994	0.966	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	6518050	6518553	+	6518301	1.0	0.983	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	6528778	6529287	+	6529032	1.0	1.0	collinear
gene:TraesCS6B02G000700	Chr6B	293059	296128	-	294593	Chr6B	6654995	6658064	-	6656529	1.0	0.999	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	6822436	6823905	+	6823170	1.0	0.972	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	6940208	6941794	-	6941001	1.0	0.995	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	7326901	7327554	+	7327227	0.995	0.919	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	4290520	4292360	+	4291440	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	4166224	4226669	-	4196446	1.0	0.999	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	4024848	4027345	-	4026096	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	3959069	4019915	-	3989492	1.0	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	3821593	3826222	+	3823907	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	3780286	3792112	+	3786199	1.0	0.992	collinear
gene:TraesCS6B02G002600	Chr6B	2060823	2061599	-	2061211	Chr6B	2754472	2755248	+	2754860	1.0	0.992	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	2740627	2743750	-	2742188	1.0	0.994	collinear
gene:TraesCS6B02G002800	Chr6B	2167279	2169113	-	2168196	Chr6B	2653796	2655637	+	2654716	1.0	0.989	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	3444261	3445224	+	3444742	0.997	0.904	collinear
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	2967054	2969612	-	2968333	1.0	0.988	collinear
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	4355185	4356140	+	4355662	1.0	0.949	collinear
gene:TraesCS6B02G004800	Chr6B	3623217	3625825	+	3624521	Chr6B	5699126	5701728	-	5700427	1.0	0.996	collinear
gene:TraesCS6B02G005000	Chr6B	3870164	3871495	+	3870829	Chr6B	5553468	5554427	-	5553947	1.0	0.968	collinear
gene:TraesCS6B02G005200	Chr6B	3881179	3883043	-	3882111	Chr6B	5446285	5448094	+	5447189	0.959	0.933	collinear
gene:TraesCS6B02G005300	Chr6B	3886559	3890912	-	3888735	Chr6B	5438514	5442899	+	5440706	0.996	0.98	collinear
gene:TraesCS6B02G005400	Chr6B	4124091	4128342	+	4126216	Chr6B	5225208	5229437	-	5227322	0.972	0.939	collinear
gene:TraesCS6B02G005500	Chr6B	4138198	4142339	-	4140268	Chr6B	5448261	5452735	-	5450498	0.98	0.902	collinear
gene:TraesCS6B02G005700	Chr6B	4169889	4172152	-	4171020	Chr6B	5045513	5047449	+	5046481	0.996	0.949	collinear
gene:TraesCS6B02G006100	Chr6B	4375489	4378583	-	4377036	Chr6B	5598464	5600963	-	5599713	1.0	0.981	collinear
gene:TraesCS6B02G006500	Chr6B	4508418	4516029	+	4512223	Chr6B	4860382	4867981	+	4864181	1.0	0.993	collinear
gene:TraesCS6B02G006600	Chr6B	4532464	4538566	-	4535515	Chr6B	4808444	4814549	+	4811496	1.0	0.996	collinear
gene:TraesCS6B02G006700	Chr6B	4547022	4547699	-	4547360	Chr6B	4783713	4784390	+	4784051	1.0	0.997	collinear
gene:TraesCS6B02G006800	Chr6B	4553661	4560345	-	4557003	Chr6B	4771065	4777749	+	4774407	1.0	0.999	collinear
gene:TraesCS6B02G006900	Chr6B	4580994	4585934	-	4583464	Chr6B	4746056	4750806	+	4748431	0.998	0.991	collinear
gene:TraesCS6B02G007000	Chr6B	4825776	4826747	-	4826261	Chr6B	4482918	4483892	+	4483405	0.995	0.948	collinear
gene:TraesCS6B02G009600	Chr6B	6015870	6019641	+	6017755	Chr6B	7328768	7332138	+	7330453	0.961	0.9	collinear
gene:TraesCS6B02G009700	Chr6B	6023940	6026666	+	6025303	Chr6B	7337021	7339747	+	7338384	1.0	0.983	collinear
gene:TraesCS6B02G009800	Chr6B	6028752	6031069	+	6029910	Chr6B	7580438	7582661	+	7581549	0.953	0.929	collinear
gene:TraesCS6B02G009900	Chr6B	6040668	6042119	+	6041393	Chr6B	7594084	7595535	+	7594809	0.999	0.986	collinear
gene:TraesCS6B02G010000	Chr6B	6166197	6168942	-	6167569	Chr6B	7709189	7711992	-	7710590	0.983	0.947	collinear
gene:TraesCS6B02G010100	Chr6B	6193997	6195368	-	6194682	Chr6B	7813776	7815146	-	7814461	0.997	0.974	collinear
gene:TraesCS6B02G010200	Chr6B	6196020	6197612	+	6196816	Chr6B	7815862	7817437	+	7816649	0.989	0.968	collinear
gene:TraesCS6B02G010400	Chr6B	6219689	6225495	-	6222592	Chr6B	7820825	7826613	-	7823719	0.999	0.995	collinear
gene:TraesCS6B02G010500	Chr6B	6269353	6271813	-	6270583	Chr6B	7357171	7359630	+	7358400	0.999	0.974	collinear
gene:TraesCS6B02G010600	Chr6B	6337591	6344270	+	6340930	Chr6B	7931474	7938153	+	7934813	1.0	1.0	collinear
gene:TraesCS6B02G010700	Chr6B	6509869	6510250	+	6510059	Chr6B	8103068	8103449	+	8103258	1.0	1.0	collinear
gene:TraesCS6B02G010800	Chr6B	6511804	6516693	+	6514248	Chr6B	8105003	8109891	+	8107447	1.0	0.999	collinear
gene:TraesCS6B02G010900	Chr6B	6537247	6541509	+	6539378	Chr6B	8130445	8134707	+	8132576	1.0	0.999	collinear
gene:TraesCS6B02G011000	Chr6B	6602494	6606071	+	6604282	Chr6B	8191817	8195394	+	8193605	1.0	1.0	collinear
gene:TraesCS6B02G011100	Chr6B	6628271	6630588	-	6629429	Chr6B	8217337	8219654	-	8218495	1.0	1.0	collinear
gene:TraesCS6B02G011200	Chr6B	6681104	6683155	-	6682129	Chr6B	8269567	8271618	-	8270592	1.0	1.0	collinear
gene:TraesCS6B02G011300	Chr6B	6785886	6786554	-	6786220	Chr6B	8371618	8372286	-	8371952	1.0	1.0	collinear
gene:TraesCS6B02G011400	Chr6B	6789213	6790062	-	6789637	Chr6B	8374946	8375795	-	8375370	1.0	1.0	collinear
gene:TraesCS6B02G011500	Chr6B	6801204	6802304	-	6801754	Chr6B	8386258	8387358	-	8386808	1.0	1.0	collinear
gene:TraesCS6B02G011600	Chr6B	6814323	6815710	-	6815016	Chr6B	8399371	8400758	-	8400064	1.0	1.0	collinear
gene:TraesCS6B02G011700	Chr6B	6833607	6834239	-	6833923	Chr6B	8418494	8419126	-	8418810	1.0	1.0	collinear
gene:TraesCS6B02G011800	Chr6B	6848477	6853318	+	6850897	Chr6B	8433149	8437990	+	8435569	1.0	1.0	collinear
gene:TraesCS6B02G011900	Chr6B	6866682	6869319	+	6868000	Chr6B	8451352	8453989	+	8452670	1.0	0.999	collinear
gene:TraesCS6B02G012000	Chr6B	7099050	7102019	-	7100534	Chr6B	8688320	8691203	-	8689761	1.0	0.999	collinear
gene:TraesCS6B02G012100	Chr6B	7151215	7156609	-	7153912	Chr6B	8777395	8782789	-	8780092	1.0	1.0	collinear
gene:TraesCS6B02G012200	Chr6B	7179918	7180222	+	7180070	Chr6B	8806275	8806579	+	8806427	1.0	1.0	collinear
gene:TraesCS6B02G012300	Chr6B	7220494	7221058	+	7220776	Chr6B	8840963	8841527	+	8841245	1.0	1.0	collinear
gene:TraesCS6B02G012400	Chr6B	7553164	7555277	-	7554220	Chr6B	9172504	9174617	-	9173560	1.0	1.0	collinear
gene:TraesCS6B02G012500	Chr6B	7894377	7895312	-	7894844	Chr6B	10280220	10281155	-	10280687	1.0	1.0	collinear
gene:TraesCS6B02G012600	Chr6B	7899663	7902729	-	7901196	Chr6B	10285156	10288222	-	10286689	1.0	1.0	collinear
gene:TraesCS6B02G012700	Chr6B	7937459	7944132	-	7940795	Chr6B	10366498	10373171	-	10369834	1.0	1.0	collinear
gene:TraesCS6B02G012800	Chr6B	8045847	8049871	-	8047859	Chr6B	10472648	10476666	-	10474657	0.998	0.998	collinear
gene:TraesCS6B02G012900	Chr6B	8123320	8129270	-	8126295	Chr6B	10549396	10555346	-	10552371	1.0	1.0	collinear
gene:TraesCS6B02G013000	Chr6B	8138326	8140897	-	8139611	Chr6B	10564403	10566974	-	10565688	1.0	1.0	collinear
gene:TraesCS6B02G013100	Chr6B	8234408	8236549	+	8235478	Chr6B	10659890	10662031	+	10660960	1.0	1.0	collinear
gene:TraesCS6B02G013200	Chr6B	8372877	8375684	-	8374280	Chr6B	10819406	10822213	-	10820809	1.0	1.0	collinear
gene:TraesCS6B02G013300	Chr6B	8385071	8389993	+	8387532	Chr6B	10831600	10836522	+	10834061	1.0	1.0	collinear
gene:TraesCS6B02G013400	Chr6B	8399893	8410107	+	8405000	Chr6B	10846432	10856494	+	10851463	1.0	0.999	collinear
gene:TraesCS6B02G013500	Chr6B	8410503	8411114	-	8410808	Chr6B	10856890	10857501	-	10857195	1.0	1.0	collinear
gene:TraesCS6B02G013600	Chr6B	8411736	8412335	-	8412035	Chr6B	10858123	10858722	-	10858422	1.0	1.0	collinear
gene:TraesCS6B02G013700	Chr6B	8416766	8420620	+	8418693	Chr6B	10863153	10867007	+	10865080	1.0	0.999	collinear
gene:TraesCS6B02G013800	Chr6B	8428648	8429338	+	8428993	Chr6B	10875034	10875724	+	10875379	1.0	1.0	collinear
gene:TraesCS6B02G013900	Chr6B	8432591	8434592	-	8433591	Chr6B	10878977	10880787	-	10879882	1.0	1.0	collinear
gene:TraesCS6B02G014000	Chr6B	8436183	8436731	+	8436457	Chr6B	10882378	10882926	+	10882652	1.0	1.0	collinear
gene:TraesCS6B02G014100	Chr6B	8583241	8596356	+	8589798	Chr6B	11027814	11040746	+	11034280	1.0	1.0	collinear
gene:TraesCS6B02G014200	Chr6B	8773330	8773830	-	8773580	Chr6B	11306509	11307009	-	11306759	1.0	1.0	collinear
gene:TraesCS6B02G014300	Chr6B	8780943	8782484	-	8781713	Chr6B	11314120	11315651	-	11314885	1.0	0.991	collinear
gene:TraesCS6B02G014500	Chr6B	8814059	8814811	+	8814435	Chr6B	11371901	11372653	+	11372277	1.0	0.994	collinear
gene:TraesCS6B02G014700	Chr6B	8900793	8902453	-	8901623	Chr6B	11779313	11780967	+	11780140	0.995	0.978	collinear
gene:TraesCS6B02G014800	Chr6B	8906667	8909507	+	8908087	Chr6B	11483526	11486365	+	11484945	1.0	0.986	collinear
gene:TraesCS6B02G014900	Chr6B	8997088	8997894	+	8997491	Chr6B	11563029	11563835	+	11563432	1.0	0.991	collinear
gene:TraesCS6B02G015000	Chr6B	9001734	9004009	+	9002871	Chr6B	11567681	11569956	+	11568818	1.0	0.996	collinear
gene:TraesCS6B02G015100	Chr6B	9034339	9036577	+	9035458	Chr6B	11601733	11603971	+	11602852	1.0	0.997	collinear
gene:TraesCS6B02G015200	Chr6B	9057979	9060200	+	9059089	Chr6B	11625596	11627750	+	11626673	1.0	0.996	collinear
gene:TraesCS6B02G015300	Chr6B	9079286	9081397	+	9080341	Chr6B	11647092	11649201	+	11648146	1.0	0.995	collinear
gene:TraesCS6B02G015400	Chr6B	9095289	9097832	-	9096560	Chr6B	11677237	11679780	-	11678508	1.0	0.994	collinear
gene:TraesCS6B02G015500	Chr6B	9144082	9146213	-	9145147	Chr6B	11725372	11727503	-	11726437	1.0	0.993	collinear
gene:TraesCS6B02G015700	Chr6B	9169588	9171221	+	9170404	Chr6B	11477576	11479197	-	11478386	0.991	0.982	collinear
gene:TraesCS6B02G015800	Chr6B	9281806	9286139	-	9283972	Chr6B	11945660	11949962	-	11947811	0.995	0.938	collinear
gene:TraesCS6B02G016700	Chr6B	10744852	10746514	-	10745683	Chr6B	12581669	12583332	-	12582500	1.0	0.998	collinear
gene:TraesCS6B02G016800	Chr6B	10747395	10751909	-	10749652	Chr6B	12584214	12588726	-	12586470	1.0	0.992	collinear
gene:TraesCS6B02G016900	Chr6B	10903690	10905165	+	10904427	Chr6B	12735787	12737235	+	12736511	0.981	0.968	collinear
