gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	2665413	2666330	-	2665871	0.99	0.988	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	2648432	2649499	-	2648965	1.0	0.992	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	2638238	2638850	+	2638544	0.996	0.944	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	2610102	2610320	+	2610211	1.0	0.995	collinear
gene:TraesCS1D02G000600	Chr1D	208450	208668	-	208559	Chr1D	2563290	2563508	+	2563399	1.0	0.926	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	2393982	2394587	+	2394284	1.0	0.998	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	2387221	2387542	-	2387381	1.0	0.995	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	2384765	2388002	+	2386383	1.0	0.992	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	2370662	2371216	+	2370939	1.0	0.998	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	2356367	2357263	+	2356815	1.0	0.994	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	2347433	2348329	+	2347881	1.0	0.988	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	2280947	2281930	+	2281438	1.0	0.994	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	2263281	2264264	+	2263772	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	2209294	2212062	-	2210678	1.0	0.998	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	2105414	2118885	-	2112149	1.0	0.993	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	2107709	2109262	-	2108485	0.953	0.953	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	2103156	2104819	+	2103987	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	2096049	2099150	-	2097599	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	2022533	2023453	-	2022993	0.985	0.985	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	2018187	2021179	+	2019683	1.0	1.0	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	1978867	1985334	+	1982100	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	1959542	1965500	-	1962521	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	1949481	1957029	+	1953255	1.0	0.999	collinear
gene:TraesCS1D02G003700	Chr1D	2066324	2067459	+	2066891	Chr1D	100380	101515	+	100947	1.0	1.0	collinear
gene:TraesCS1D02G003800	Chr1D	2074711	2076549	+	2075630	Chr1D	108767	110605	+	109686	1.0	1.0	collinear
gene:TraesCS1D02G003900	Chr1D	2076917	2080837	-	2078877	Chr1D	110973	114893	-	112933	1.0	1.0	collinear
gene:TraesCS1D02G004000	Chr1D	2081281	2084780	-	2083030	Chr1D	115337	118840	-	117088	1.0	0.997	collinear
gene:TraesCS1D02G004100	Chr1D	2087759	2094728	+	2091243	Chr1D	121819	128983	+	125401	1.0	1.0	collinear
gene:TraesCS1D02G004200	Chr1D	2101598	2103387	+	2102492	Chr1D	135629	137418	+	136523	1.0	1.0	collinear
gene:TraesCS1D02G004300	Chr1D	2108471	2112601	+	2110536	Chr1D	142162	146292	+	144227	1.0	1.0	collinear
gene:TraesCS1D02G004400	Chr1D	2113015	2116037	-	2114526	Chr1D	146706	149728	-	148217	1.0	1.0	collinear
gene:TraesCS1D02G004500	Chr1D	2119146	2122106	-	2120626	Chr1D	152837	155796	-	154316	1.0	1.0	collinear
gene:TraesCS1D02G004600	Chr1D	2124693	2127355	-	2126024	Chr1D	158383	161045	-	159714	1.0	1.0	collinear
gene:TraesCS1D02G004700	Chr1D	2139321	2145297	-	2142309	Chr1D	172641	178617	-	175629	1.0	1.0	collinear
gene:TraesCS1D02G004800	Chr1D	2164355	2167632	+	2165993	Chr1D	197317	200594	+	198955	1.0	1.0	collinear
gene:TraesCS1D02G004900	Chr1D	2218698	2230622	-	2224660	Chr1D	251319	263097	-	257208	1.0	0.999	collinear
gene:TraesCS1D02G005000	Chr1D	2436388	2448831	-	2442609	Chr1D	466309	478793	-	472551	1.0	0.998	collinear
gene:TraesCS1D02G005100	Chr1D	2458987	2461044	-	2460015	Chr1D	488948	491005	-	489976	1.0	1.0	collinear
gene:TraesCS1D02G005200	Chr1D	2468451	2472420	-	2470435	Chr1D	498096	502065	-	500080	1.0	1.0	collinear
gene:TraesCS1D02G005300	Chr1D	2482275	2489362	+	2485818	Chr1D	510277	517033	+	513655	1.0	0.988	collinear
gene:TraesCS1D02G005400	Chr1D	2495367	2499785	-	2497576	Chr1D	521522	526011	-	523766	0.999	0.974	collinear
gene:TraesCS1D02G005500	Chr1D	2505660	2509566	+	2507613	Chr1D	566732	568253	+	567492	0.938	0.935	collinear
gene:TraesCS1D02G005600	Chr1D	2516670	2517788	-	2517229	Chr1D	575810	576928	-	576369	1.0	0.997	collinear
gene:TraesCS1D02G005700	Chr1D	2586760	2589065	-	2587912	Chr1D	758226	760469	-	759347	0.993	0.978	collinear
gene:TraesCS1D02G005800	Chr1D	2671267	2672425	+	2671846	Chr1D	830422	831582	+	831002	1.0	0.993	collinear
gene:TraesCS1D02G006300	Chr1D	2885245	2888849	-	2887047	Chr1D	1060266	1063860	-	1062063	0.996	0.986	collinear
gene:TraesCS1D02G006400	Chr1D	3115248	3116541	+	3115894	Chr1D	4277061	4278345	-	4277703	0.996	0.96	collinear
gene:TraesCS1D02G006500	Chr1D	3175880	3181010	+	3178445	Chr1D	2730964	2736094	+	2733529	1.0	0.993	collinear
gene:TraesCS1D02G006600	Chr1D	3228024	3229285	+	3228654	Chr1D	2773891	2775172	+	2774531	1.0	0.977	collinear
gene:TraesCS1D02G006900	Chr1D	3452151	3452582	+	3452366	Chr1D	3006553	3006984	+	3006768	1.0	0.965	collinear
gene:TraesCS1D02G007000	Chr1D	3465922	3466534	+	3466228	Chr1D	3020025	3020637	+	3020331	1.0	0.996	collinear
gene:TraesCS1D02G007100	Chr1D	3471316	3473598	-	3472457	Chr1D	3025692	3027970	-	3026831	1.0	0.995	collinear
gene:TraesCS1D02G007153	Chr1D	3520304	3521543	+	3520923	Chr1D	3079142	3080381	+	3079761	1.0	1.0	collinear
gene:TraesCS1D02G007200	Chr1D	3581360	3582585	-	3581972	Chr1D	3139399	3140624	-	3140011	1.0	1.0	collinear
gene:TraesCS1D02G007300	Chr1D	3614575	3616104	+	3615339	Chr1D	3171924	3173453	+	3172688	1.0	1.0	collinear
gene:TraesCS1D02G007400	Chr1D	3709621	3710520	-	3710070	Chr1D	3266566	3267465	-	3267015	1.0	1.0	collinear
gene:TraesCS1D02G007500	Chr1D	3736809	3738114	-	3737461	Chr1D	3293171	3294476	-	3293823	1.0	1.0	collinear
gene:TraesCS1D02G007600	Chr1D	3801946	3802203	+	3802074	Chr1D	3357318	3357575	+	3357446	1.0	1.0	collinear
gene:TraesCS1D02G007626	Chr1D	3825395	3826297	-	3825846	Chr1D	3380767	3381669	-	3381218	1.0	1.0	collinear
gene:TraesCS1D02G007700	Chr1D	3954518	3958741	+	3956629	Chr1D	3509480	3513703	+	3511591	1.0	1.0	collinear
gene:TraesCS1D02G007800	Chr1D	3961361	3965346	+	3963353	Chr1D	3516322	3520307	+	3518314	1.0	1.0	collinear
gene:TraesCS1D02G007900	Chr1D	3966078	3969751	+	3967914	Chr1D	3521039	3524712	+	3522875	1.0	1.0	collinear
gene:TraesCS1D02G008000	Chr1D	3970383	3975703	-	3973043	Chr1D	3525344	3530664	-	3528004	1.0	0.99	collinear
gene:TraesCS1D02G008100	Chr1D	4081074	4082357	-	4081715	Chr1D	3634584	3635867	-	3635225	1.0	1.0	collinear
gene:TraesCS1D02G008200	Chr1D	4179395	4188321	-	4183858	Chr1D	3731865	3740640	-	3736252	1.0	1.0	collinear
gene:TraesCS1D02G008300	Chr1D	4188993	4194729	+	4191861	Chr1D	3741312	3747045	+	3744178	1.0	1.0	collinear
gene:TraesCS1D02G008400	Chr1D	4234991	4235872	-	4235431	Chr1D	3786714	3787595	-	3787154	1.0	1.0	collinear
gene:TraesCS1D02G008472	Chr1D	4279561	4280651	-	4280106	Chr1D	3830626	3831716	-	3831171	1.0	1.0	collinear
gene:TraesCS1D02G008500	Chr1D	4306735	4307737	-	4307236	Chr1D	3857076	3858078	-	3857577	1.0	0.998	collinear
gene:TraesCS1D02G008600	Chr1D	4341746	4342864	+	4342305	Chr1D	3891880	3892998	+	3892439	1.0	1.0	collinear
gene:TraesCS1D02G008700	Chr1D	4525134	4526895	+	4526014	Chr1D	4287729	4289490	+	4288609	1.0	1.0	collinear
gene:TraesCS1D02G008800	Chr1D	4604730	4605927	-	4605328	Chr1D	4420444	4421641	-	4421042	1.0	1.0	collinear
gene:TraesCS1D02G008900	Chr1D	4635249	4637357	+	4636303	Chr1D	4449971	4452079	+	4451025	1.0	1.0	collinear
gene:TraesCS1D02G009000	Chr1D	4769129	4774849	+	4771989	Chr1D	4582047	4587569	+	4584808	1.0	1.0	collinear
gene:TraesCS1D02G009100	Chr1D	4821093	4828103	+	4824598	Chr1D	4633640	4640650	+	4637145	1.0	1.0	collinear
gene:TraesCS1D02G009192	Chr1D	4866795	4869517	-	4868156	Chr1D	4678525	4681247	-	4679886	1.0	1.0	collinear
gene:TraesCS1D02G009300	Chr1D	4874061	4880325	-	4877193	Chr1D	4685791	4692055	-	4688923	1.0	1.0	collinear
gene:TraesCS1D02G009345	Chr1D	4969766	4971382	-	4970574	Chr1D	4780117	4781733	-	4780925	1.0	1.0	collinear
gene:TraesCS1D02G009406	Chr1D	5130474	5135364	-	5132919	Chr1D	4939496	4944386	-	4941941	1.0	0.999	collinear
gene:TraesCS1D02G009400	Chr1D	5139131	5140186	+	5139658	Chr1D	4948153	4949211	+	4948682	1.0	0.997	collinear
gene:TraesCS1D02G009443	Chr1D	5174270	5175049	-	5174659	Chr1D	4982347	4983126	-	4982736	1.0	1.0	collinear
gene:TraesCS1D02G009500	Chr1D	5243664	5245264	+	5244464	Chr1D	5050927	5052527	+	5051727	1.0	1.0	collinear
gene:TraesCS1D02G009600	Chr1D	5250762	5252402	+	5251582	Chr1D	5058025	5059665	+	5058845	1.0	1.0	collinear
gene:TraesCS1D02G009700	Chr1D	5290638	5292109	+	5291373	Chr1D	5097739	5099210	+	5098474	1.0	1.0	collinear
gene:TraesCS1D02G009800	Chr1D	5343240	5348712	-	5345976	Chr1D	5150109	5155352	-	5152730	1.0	1.0	collinear
gene:TraesCS1D02G009900	Chr1D	5356764	5357678	+	5357221	Chr1D	5163404	5164318	+	5163861	1.0	1.0	collinear
gene:TraesCS1D02G010000	Chr1D	5405428	5410957	-	5408192	Chr1D	5202415	5207706	-	5205060	1.0	1.0	collinear
gene:TraesCS1D02G010100	Chr1D	5421419	5424921	+	5423170	Chr1D	5218168	5221670	+	5219919	1.0	1.0	collinear
gene:TraesCS1D02G010300	Chr1D	5443299	5444210	+	5443754	Chr1D	5240561	5241472	+	5241016	1.0	1.0	collinear
gene:TraesCS1D02G010400	Chr1D	5445598	5450155	+	5447876	Chr1D	5242860	5247417	+	5245138	1.0	1.0	collinear
gene:TraesCS1D02G010500	Chr1D	5451127	5453160	+	5452143	Chr1D	5248389	5250422	+	5249405	1.0	1.0	collinear
