gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS2B02G000100	Chr2B	9843	11553	-	10698	Chr2B	3779919	3781633	-	3780776	1.0	0.992	collinear
gene:TraesCS2B02G000200	Chr2B	19907	22569	+	21238	Chr2B	3789896	3792558	+	3791227	0.999	0.989	collinear
gene:TraesCS2B02G000300	Chr2B	45037	61255	-	53146	Chr2B	3797559	3811002	-	3804280	0.996	0.987	collinear
gene:TraesCS2B02G000500	Chr2B	91679	92119	+	91899	Chr2B	3877577	3878011	+	3877794	0.986	0.986	collinear
gene:TraesCS2B02G000700	Chr2B	317841	319502	-	318671	Chr2B	3748295	3749952	+	3749123	0.996	0.992	collinear
gene:TraesCS2B02G000800	Chr2B	432358	433095	+	432726	Chr2B	3637763	3638500	-	3638131	1.0	0.991	collinear
gene:TraesCS2B02G000900	Chr2B	447781	453531	-	450656	Chr2B	3617947	3623369	+	3620658	0.998	0.992	collinear
gene:TraesCS2B02G001000	Chr2B	470641	473097	+	471869	Chr2B	3598347	3600803	-	3599575	1.0	0.994	collinear
gene:TraesCS2B02G001100	Chr2B	477194	478878	+	478036	Chr2B	3592569	3594253	-	3593411	1.0	0.989	collinear
gene:TraesCS2B02G001200	Chr2B	632838	633239	+	633038	Chr2B	3480029	3480429	-	3480229	1.0	1.0	collinear
gene:TraesCS2B02G001300	Chr2B	810865	811158	-	811011	Chr2B	3285661	3285954	+	3285807	1.0	0.978	collinear
gene:TraesCS2B02G001400	Chr2B	1171680	1174401	+	1173040	Chr2B	12310370	12313091	+	12311730	1.0	1.0	collinear
gene:TraesCS2B02G001500	Chr2B	1181154	1181702	+	1181428	Chr2B	12319844	12320392	+	12320118	1.0	1.0	collinear
gene:TraesCS2B02G001600	Chr2B	1248784	1252232	+	1250508	Chr2B	12388369	12391817	+	12390093	1.0	1.0	collinear
gene:TraesCS2B02G001800	Chr2B	1265344	1272505	+	1268924	Chr2B	12404400	12411567	+	12407983	1.0	1.0	collinear
gene:TraesCS2B02G001700	Chr2B	1265079	1308155	-	1286617	Chr2B	12404135	12447134	-	12425634	1.0	1.0	collinear
gene:TraesCS2B02G001900	Chr2B	1314696	1317994	-	1316345	Chr2B	15043510	15046166	+	15044838	0.996	0.996	collinear
gene:TraesCS2B02G002000	Chr2B	1329861	1331574	+	1330717	Chr2B	15030378	15032091	-	15031234	1.0	1.0	collinear
gene:TraesCS2B02G002100	Chr2B	1348871	1362213	+	1355542	Chr2B	15000522	15013547	-	15007034	1.0	1.0	collinear
gene:TraesCS2B02G002200	Chr2B	1386273	1397038	-	1391655	Chr2B	14966711	14977400	+	14972055	1.0	0.999	collinear
gene:TraesCS2B02G002300	Chr2B	1452850	1453224	-	1453037	Chr2B	14910695	14911069	+	14910882	1.0	0.997	collinear
gene:TraesCS2B02G002400	Chr2B	1499379	1499731	-	1499555	Chr2B	14864721	14865074	+	14864897	1.0	0.992	collinear
gene:TraesCS2B02G002500	Chr2B	1519250	1522569	+	1520909	Chr2B	14841882	14845201	-	14843541	1.0	1.0	collinear
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	14763692	14764672	+	14764182	1.0	1.0	collinear
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	14565978	14566783	-	14566380	1.0	0.998	collinear
gene:TraesCS2B02G002800	Chr2B	1749669	1750706	+	1750187	Chr2B	14522927	14523964	-	14523445	1.0	0.999	collinear
gene:TraesCS2B02G002900	Chr2B	1752952	1755256	+	1754104	Chr2B	14518478	14520782	-	14519630	1.0	1.0	collinear
gene:TraesCS2B02G003000	Chr2B	1758044	1759657	-	1758850	Chr2B	14514076	14515689	+	14514882	1.0	0.997	collinear
gene:TraesCS2B02G003100	Chr2B	1764833	1765869	+	1765351	Chr2B	14507865	14508901	-	14508383	1.0	0.998	collinear
gene:TraesCS2B02G003200	Chr2B	1768192	1770540	+	1769366	Chr2B	14503394	14505742	-	14504568	1.0	0.994	collinear
gene:TraesCS2B02G003300	Chr2B	1773308	1774960	-	1774134	Chr2B	14483931	14485583	+	14484757	1.0	1.0	collinear
gene:TraesCS2B02G003400	Chr2B	1792604	1794942	+	1793773	Chr2B	14464469	14466726	-	14465597	0.951	0.951	collinear
gene:TraesCS2B02G003500	Chr2B	1798618	1800227	-	1799422	Chr2B	14459185	14460794	+	14459989	1.0	0.999	collinear
gene:TraesCS2B02G003600	Chr2B	1831881	1833776	+	1832828	Chr2B	14418237	14420132	-	14419184	1.0	1.0	collinear
gene:TraesCS2B02G003700	Chr2B	2086946	2088978	+	2087962	Chr2B	14145198	14147230	-	14146214	1.0	1.0	collinear
gene:TraesCS2B02G003800	Chr2B	2089831	2091638	+	2090734	Chr2B	14142538	14144345	-	14143441	1.0	1.0	collinear
gene:TraesCS2B02G003900	Chr2B	2107170	2108718	+	2107944	Chr2B	14079694	14081242	-	14080468	1.0	1.0	collinear
gene:TraesCS2B02G004000	Chr2B	2109410	2113388	-	2111399	Chr2B	14075024	14079002	+	14077013	1.0	1.0	collinear
gene:TraesCS2B02G004100	Chr2B	2116046	2116633	+	2116339	Chr2B	14071779	14072366	-	14072072	1.0	1.0	collinear
gene:TraesCS2B02G004200	Chr2B	2235456	2238338	+	2236897	Chr2B	13950461	13953342	-	13951901	0.998	0.994	collinear
gene:TraesCS2B02G004300	Chr2B	2335787	2336388	+	2336087	Chr2B	13854041	13854642	-	13854341	1.0	1.0	collinear
gene:TraesCS2B02G004400	Chr2B	2344368	2347989	-	2346178	Chr2B	13842440	13846061	+	13844250	1.0	1.0	collinear
gene:TraesCS2B02G004500	Chr2B	2404235	2407537	-	2405886	Chr2B	13784721	13788023	+	13786372	1.0	1.0	collinear
gene:TraesCS2B02G004600	Chr2B	2501390	2503974	-	2502682	Chr2B	13691310	13693894	+	13692602	1.0	1.0	collinear
gene:TraesCS2B02G004700	Chr2B	2525898	2529167	-	2527532	Chr2B	13667552	13670821	+	13669186	1.0	1.0	collinear
gene:TraesCS2B02G004800	Chr2B	2566039	2566626	-	2566332	Chr2B	13609220	13609807	+	13609513	1.0	1.0	collinear
gene:TraesCS2B02G004900	Chr2B	2639862	2643225	-	2641543	Chr2B	13534250	13537613	+	13535931	1.0	1.0	collinear
gene:TraesCS2B02G005000	Chr2B	3288581	3293090	+	3290835	Chr2B	12848324	12852833	-	12850578	1.0	1.0	collinear
gene:TraesCS2B02G005100	Chr2B	3299928	3306836	-	3303382	Chr2B	12834777	12841485	+	12838131	1.0	1.0	collinear
gene:TraesCS2B02G005200	Chr2B	3307435	3312813	-	3310124	Chr2B	12828974	12834352	+	12831663	1.0	1.0	collinear
gene:TraesCS2B02G005300	Chr2B	3397884	3406507	+	3402195	Chr2B	12735453	12744062	-	12739757	1.0	1.0	collinear
gene:TraesCS2B02G005400	Chr2B	3407138	3410526	-	3408832	Chr2B	12731434	12734822	+	12733128	1.0	0.999	collinear
gene:TraesCS2B02G005500	Chr2B	3659755	3661311	-	3660533	Chr2B	12500461	12502017	+	12501239	1.0	1.0	collinear
gene:TraesCS2B02G005600	Chr2B	3684728	3687040	+	3685884	Chr2B	12447203	12449506	-	12448354	0.996	0.995	collinear
gene:TraesCS2B02G005700	Chr2B	3687109	3687952	+	3687530	Chr2B	12473978	12474821	-	12474399	1.0	0.998	collinear
gene:TraesCS2B02G005800	Chr2B	3772263	3773975	-	3773119	Chr2B	15188166	15189878	-	15189022	1.0	1.0	collinear
gene:TraesCS2B02G005900	Chr2B	3787544	3790240	+	3788892	Chr2B	15203089	15205785	+	15204437	1.0	1.0	collinear
gene:TraesCS2B02G006000	Chr2B	3794600	3795885	-	3795242	Chr2B	15210208	15211493	-	15210850	1.0	1.0	collinear
gene:TraesCS2B02G006100	Chr2B	3839122	3840611	+	3839866	Chr2B	15258977	15260466	+	15259721	1.0	1.0	collinear
gene:TraesCS2B02G006200	Chr2B	3907016	3908244	+	3907630	Chr2B	15326154	15327382	+	15326768	1.0	1.0	collinear
gene:TraesCS2B02G006300	Chr2B	4013566	4015994	+	4014780	Chr2B	15432564	15434992	+	15433778	1.0	1.0	collinear
gene:TraesCS2B02G006400	Chr2B	4117000	4118048	-	4117524	Chr2B	15533646	15534694	-	15534170	1.0	0.998	collinear
gene:TraesCS2B02G006500	Chr2B	4131445	4133057	+	4132251	Chr2B	15548092	15549704	+	15548898	1.0	0.999	collinear
gene:TraesCS2B02G006600	Chr2B	4185133	4187548	+	4186340	Chr2B	15601873	15604287	+	15603080	0.999	0.997	collinear
gene:TraesCS2B02G006700	Chr2B	4283146	4285475	+	4284310	Chr2B	15699008	15701337	+	15700172	1.0	1.0	collinear
gene:TraesCS2B02G006800	Chr2B	4424392	4426747	+	4425569	Chr2B	15838680	15841035	+	15839857	1.0	1.0	collinear
gene:TraesCS2B02G006900	Chr2B	4471513	4472626	-	4472069	Chr2B	15885582	15886695	-	15886138	1.0	1.0	collinear
gene:TraesCS2B02G007000	Chr2B	4481802	4483613	+	4482707	Chr2B	15895871	15897682	+	15896776	1.0	1.0	collinear
gene:TraesCS2B02G007100	Chr2B	4493174	4494883	+	4494028	Chr2B	15907244	15908953	+	15908098	1.0	1.0	collinear
gene:TraesCS2B02G007200	Chr2B	4502931	4515467	+	4509199	Chr2B	15917001	15929341	+	15923171	1.0	0.999	collinear
gene:TraesCS2B02G007300	Chr2B	4622069	4625035	+	4623552	Chr2B	16035244	16038060	+	16036652	1.0	1.0	collinear
gene:TraesCS2B02G007400	Chr2B	4633720	4638108	+	4635914	Chr2B	16045855	16050243	+	16048049	1.0	1.0	collinear
gene:TraesCS2B02G007500	Chr2B	4642754	4643683	+	4643218	Chr2B	16054888	16055817	+	16055352	1.0	1.0	collinear
gene:TraesCS2B02G007600	Chr2B	4644215	4645528	+	4644871	Chr2B	16056349	16057662	+	16057005	1.0	1.0	collinear
gene:TraesCS2B02G007700	Chr2B	4646554	4654607	-	4650580	Chr2B	16058688	16066525	-	16062606	0.998	0.98	collinear
gene:TraesCS2B02G007900	Chr2B	4714253	4715607	+	4714930	Chr2B	16238284	16239638	+	16238961	1.0	0.998	collinear
gene:TraesCS2B02G008000	Chr2B	4720640	4721573	+	4721106	Chr2B	16244488	16245421	+	16244954	1.0	1.0	collinear
gene:TraesCS2B02G008100	Chr2B	4726909	4728512	+	4727710	Chr2B	16250467	16252070	+	16251268	1.0	1.0	collinear
gene:TraesCS2B02G008200	Chr2B	4740306	4740854	+	4740580	Chr2B	16265535	16266083	+	16265809	1.0	0.995	collinear
gene:TraesCS2B02G008300	Chr2B	4751819	4754293	-	4753056	Chr2B	16437872	16440349	-	16439110	1.0	0.996	collinear
gene:TraesCS2B02G008400	Chr2B	4766161	4771417	-	4768789	Chr2B	16452819	16458073	-	16455446	0.999	0.996	collinear
gene:TraesCS2B02G008500	Chr2B	4789969	4794540	-	4792254	Chr2B	16474508	16478860	-	16476684	0.98	0.978	collinear
gene:TraesCS2B02G008600	Chr2B	4846099	4846416	+	4846257	Chr2B	16543905	16544222	+	16544063	1.0	0.996	collinear
gene:TraesCS2B02G008900	Chr2B	4984078	4990934	+	4987506	Chr2B	12122089	12129396	-	12125742	0.986	0.962	collinear
gene:TraesCS2B02G009000	Chr2B	5010495	5010806	-	5010650	Chr2B	12066926	12067237	+	12067081	1.0	1.0	collinear
gene:TraesCS2B02G009100	Chr2B	5041095	5042778	-	5041936	Chr2B	12035357	12037040	+	12036198	1.0	1.0	collinear
gene:TraesCS2B02G009200	Chr2B	5118894	5119436	-	5119165	Chr2B	11959110	11959652	+	11959381	1.0	1.0	collinear
gene:TraesCS2B02G009300	Chr2B	5370563	5373122	-	5371842	Chr2B	11686542	11689101	+	11687821	1.0	0.998	collinear
gene:TraesCS2B02G009500	Chr2B	5479231	5483853	+	5481542	Chr2B	11577225	11581847	-	11579536	1.0	0.999	collinear
gene:TraesCS2B02G009600	Chr2B	5579123	5580448	+	5579785	Chr2B	11482542	11483867	-	11483204	1.0	1.0	collinear
gene:TraesCS2B02G009700	Chr2B	5592643	5593403	-	5593023	Chr2B	11469578	11470338	+	11469958	1.0	0.998	collinear
gene:TraesCS2B02G009800	Chr2B	5596473	5596973	-	5596723	Chr2B	11466000	11466500	+	11466250	1.0	1.0	collinear
gene:TraesCS2B02G009900	Chr2B	5603620	5604192	+	5603906	Chr2B	11458781	11459353	-	11459067	1.0	1.0	collinear
gene:TraesCS2B02G010000	Chr2B	5608373	5612953	+	5610663	Chr2B	11450018	11454598	-	11452308	1.0	1.0	collinear
gene:TraesCS2B02G010100	Chr2B	5628214	5630093	+	5629153	Chr2B	11432919	11434778	-	11433848	0.979	0.964	collinear
gene:TraesCS2B02G010200	Chr2B	5660528	5667076	+	5663802	Chr2B	11395942	11402490	-	11399216	1.0	1.0	collinear
gene:TraesCS2B02G010300	Chr2B	5669062	5673071	-	5671066	Chr2B	11389800	11393809	+	11391804	1.0	1.0	collinear
gene:TraesCS2B02G010400	Chr2B	5677311	5682095	+	5679703	Chr2B	11381194	11385978	-	11383586	1.0	1.0	collinear
gene:TraesCS2B02G010500	Chr2B	5684671	5689444	-	5687057	Chr2B	11374039	11378618	+	11376328	1.0	1.0	collinear
gene:TraesCS2B02G010600	Chr2B	5716685	5718490	-	5717587	Chr2B	11345462	11347268	+	11346365	1.0	0.999	collinear
gene:TraesCS2B02G010700	Chr2B	5785090	5786189	-	5785639	Chr2B	11278797	11279896	+	11279346	1.0	1.0	collinear
gene:TraesCS2B02G010800	Chr2B	5796815	5806855	+	5801835	Chr2B	11258254	11268172	-	11263213	1.0	0.999	collinear
gene:TraesCS2B02G010900	Chr2B	5822073	5825317	+	5823695	Chr2B	11240017	11243261	-	11241639	1.0	1.0	collinear
gene:TraesCS2B02G011000	Chr2B	5828065	5828772	-	5828418	Chr2B	11236562	11237269	+	11236915	1.0	1.0	collinear
gene:TraesCS2B02G011100	Chr2B	5993745	5998277	+	5996011	Chr2B	11068950	11073466	-	11071208	0.949	0.949	collinear
gene:TraesCS2B02G011200	Chr2B	6004747	6006538	+	6005642	Chr2B	11060668	11062459	-	11061563	1.0	1.0	collinear
gene:TraesCS2B02G011300	Chr2B	6022757	6024383	+	6023570	Chr2B	11034729	11036355	-	11035542	1.0	0.995	collinear
gene:TraesCS2B02G011400	Chr2B	6035821	6039681	-	6037751	Chr2B	11019716	11023576	+	11021646	1.0	1.0	collinear
gene:TraesCS2B02G011500	Chr2B	6057152	6059667	-	6058409	Chr2B	10999732	11002247	+	11000989	1.0	1.0	collinear
gene:TraesCS2B02G011600	Chr2B	6069407	6074892	-	6072149	Chr2B	10984816	10990301	+	10987558	1.0	1.0	collinear
gene:TraesCS2B02G011700	Chr2B	6132796	6133192	+	6132994	Chr2B	10927017	10927413	-	10927215	1.0	1.0	collinear
gene:TraesCS2B02G011800	Chr2B	6136516	6139993	-	6138254	Chr2B	10920216	10923693	+	10921954	1.0	1.0	collinear
gene:TraesCS2B02G011900	Chr2B	6156177	6159857	-	6158017	Chr2B	10900499	10904179	+	10902339	1.0	1.0	collinear
gene:TraesCS2B02G012000	Chr2B	6178676	6180145	+	6179410	Chr2B	10795164	10796633	-	10795898	1.0	1.0	collinear
gene:TraesCS2B02G012100	Chr2B	6180152	6195824	-	6187988	Chr2B	10779849	10795157	+	10787503	1.0	0.999	collinear
gene:TraesCS2B02G012200	Chr2B	6199281	6204169	-	6201725	Chr2B	10771504	10776392	+	10773948	1.0	1.0	collinear
gene:TraesCS2B02G012300	Chr2B	6209914	6226572	-	6218243	Chr2B	10749105	10765760	+	10757432	1.0	0.999	collinear
gene:TraesCS2B02G012400	Chr2B	6253373	6253722	+	6253547	Chr2B	10721945	10722294	-	10722119	1.0	1.0	collinear
gene:TraesCS2B02G012500	Chr2B	6257247	6261132	+	6259189	Chr2B	10714535	10718420	-	10716477	1.0	1.0	collinear
gene:TraesCS2B02G012600	Chr2B	6262945	6266039	-	6264492	Chr2B	10709628	10712722	+	10711175	1.0	1.0	collinear
gene:TraesCS2B02G012700	Chr2B	6294900	6300109	-	6297504	Chr2B	10675551	10680760	+	10678155	1.0	1.0	collinear
gene:TraesCS2B02G012800	Chr2B	6307514	6309622	+	6308568	Chr2B	10666038	10668146	-	10667092	1.0	1.0	collinear
gene:TraesCS2B02G012900	Chr2B	6310652	6316308	-	6313480	Chr2B	10659352	10665008	+	10662180	1.0	1.0	collinear
gene:TraesCS2B02G013000	Chr2B	6336691	6341938	+	6339314	Chr2B	10633416	10638663	-	10636039	1.0	0.999	collinear
gene:TraesCS2B02G013100	Chr2B	6340410	6341900	-	6341155	Chr2B	10633454	10634944	+	10634199	1.0	0.999	collinear
gene:TraesCS2B02G013200	Chr2B	6376660	6383282	+	6379971	Chr2B	10571589	10578211	-	10574900	1.0	0.999	collinear
gene:TraesCS2B02G013300	Chr2B	6405829	6412688	+	6409258	Chr2B	10542652	10549511	-	10546081	1.0	0.999	collinear
gene:TraesCS2B02G013400	Chr2B	6426314	6426511	+	6426412	Chr2B	10528830	10529027	-	10528928	1.0	1.0	collinear
gene:TraesCS2B02G013500	Chr2B	6710935	6716133	+	6713534	Chr2B	10240646	10245844	-	10243245	1.0	0.999	collinear
gene:TraesCS2B02G013600	Chr2B	6718207	6720144	+	6719175	Chr2B	10236635	10238572	-	10237603	1.0	0.998	collinear
gene:TraesCS2B02G013700	Chr2B	6726663	6728487	-	6727575	Chr2B	10228291	10230115	+	10229203	1.0	1.0	collinear
gene:TraesCS2B02G013800	Chr2B	6730826	6732349	-	6731587	Chr2B	10224692	10226215	+	10225453	1.0	1.0	collinear
gene:TraesCS2B02G013900	Chr2B	6749404	6750887	+	6750145	Chr2B	10163797	10165280	-	10164538	1.0	0.999	collinear
gene:TraesCS2B02G014000	Chr2B	6777582	6779337	-	6778459	Chr2B	10177752	10179507	+	10178629	1.0	0.999	collinear
gene:TraesCS2B02G014100	Chr2B	6791731	6793249	+	6792490	Chr2B	10206165	10207683	-	10206924	1.0	1.0	collinear
gene:TraesCS2B02G014200	Chr2B	6825575	6827339	-	6826457	Chr2B	10125198	10126962	+	10126080	1.0	1.0	collinear
gene:TraesCS2B02G014400	Chr2B	6899988	6901390	-	6900689	Chr2B	10060861	10062263	+	10061562	1.0	1.0	collinear
gene:TraesCS2B02G014500	Chr2B	6913099	6914800	-	6913949	Chr2B	10047451	10049152	+	10048301	1.0	1.0	collinear
gene:TraesCS2B02G014600	Chr2B	6956303	6958822	-	6957562	Chr2B	10003520	10006039	+	10004779	1.0	1.0	collinear
gene:TraesCS2B02G014700	Chr2B	6985720	6987504	-	6986612	Chr2B	9975160	9976944	+	9976052	1.0	1.0	collinear
gene:TraesCS2B02G014800	Chr2B	7043071	7043934	-	7043502	Chr2B	9920289	9921152	+	9920720	1.0	1.0	collinear
