gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS6D03G0027300	Chr6D	5279686	5283329	-	5281507	Chr6D	3384600	3388308	+	3386454	0.999	0.987	rearrangement:Chr6D_block3
gene:TraesCS6D03G0027400	Chr6D	5306255	5313290	-	5309772	Chr6D	3354606	3361641	+	3358123	0.999	0.994	rearrangement:Chr6D_block3
gene:TraesCS6D03G0027500	Chr6D	5323022	5327807	-	5325414	Chr6D	3340095	3344874	+	3342484	1.0	0.99	rearrangement:Chr6D_block3
gene:TraesCS6D03G0027700	Chr6D	5402753	5403245	-	5402999	Chr6D	3264634	3265126	+	3264880	1.0	1.0	rearrangement:Chr6D_block3
gene:TraesCS6D03G0028000	Chr6D	5570663	5571223	-	5570943	Chr6D	3097491	3098051	+	3097771	1.0	0.995	rearrangement:Chr6D_block3
gene:TraesCS6D03G0028100	Chr6D	5601880	5605627	-	5603753	Chr6D	3063057	3066804	+	3064930	1.0	0.999	rearrangement:Chr6D_block3
gene:TraesCS6D03G0028200	Chr6D	5617521	5619868	+	5618694	Chr6D	3048816	3051163	-	3049989	1.0	1.0	rearrangement:Chr6D_block3
gene:TraesCS6D03G0028500	Chr6D	5685067	5689369	+	5687218	Chr6D	2979300	2983602	-	2981451	1.0	1.0	rearrangement:Chr6D_block3
gene:TraesCS6D03G0029100	Chr6D	6086042	6088594	+	6087318	Chr6D	2548696	2551248	-	2549972	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0030400	Chr6D	6200992	6201714	+	6201353	Chr6D	2437061	2437783	-	2437422	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0030500	Chr6D	6206948	6208261	-	6207604	Chr6D	2430512	2431825	+	2431168	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0030700	Chr6D	6272369	6275147	-	6273758	Chr6D	2364989	2367767	+	2366378	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0030800	Chr6D	6303288	6304904	-	6304096	Chr6D	2335511	2337127	+	2336319	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0030900	Chr6D	6459971	6463125	-	6461548	Chr6D	2178600	2181754	+	2180177	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0031000	Chr6D	6464480	6465910	-	6465195	Chr6D	2175815	2177245	+	2176530	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0031100	Chr6D	6470854	6471522	-	6471188	Chr6D	2170203	2170871	+	2170537	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0031400	Chr6D	6485089	6486929	-	6486009	Chr6D	2154967	2156814	+	2155890	1.0	0.995	rearrangement:Chr6D_block2
gene:TraesCS6D03G0031500	Chr6D	6496387	6503516	+	6499951	Chr6D	2138373	2145502	-	2141937	1.0	1.0	rearrangement:Chr6D_block2
gene:TraesCS6D03G0031700	Chr6D	6589647	6616790	-	6603218	Chr6D	2009616	2045237	+	2027426	1.0	0.998	rearrangement:Chr6D_block2
gene:TraesCS6D03G0031800	Chr6D	6636752	6639774	-	6638263	Chr6D	1986592	1989608	+	1988100	0.996	0.995	rearrangement:Chr6D_block2
gene:TraesCS6D03G0032200	Chr6D	6734677	6741096	-	6737886	Chr6D	1893611	1900052	+	1896831	1.0	0.984	rearrangement:Chr6D_block2
gene:TraesCS6D03G0032300	Chr6D	6753350	6756178	+	6754764	Chr6D	1867679	1870532	-	1869105	0.995	0.974	rearrangement:Chr6D_block2
gene:TraesCS6D03G0032600	Chr6D	6793666	6795658	-	6794662	Chr6D	1828640	1830470	+	1829555	0.998	0.99	rearrangement:Chr6D_block2
gene:TraesCS6D03G0032700	Chr6D	6798235	6800283	+	6799259	Chr6D	1823772	1825793	-	1824782	0.981	0.974	rearrangement:Chr6D_block2
gene:TraesCS6D03G0032900	Chr6D	6821478	6823180	-	6822329	Chr6D	1806940	1808641	+	1807790	1.0	0.996	rearrangement:Chr6D_block2
gene:TraesCS6D03G0033900	Chr6D	6903009	6904736	+	6903872	Chr6D	1653259	1654986	-	1654122	1.0	0.995	rearrangement:Chr6D_block2
gene:TraesCS6D03G0034000	Chr6D	6904794	6905903	+	6905348	Chr6D	1652092	1653201	-	1652646	1.0	0.997	rearrangement:Chr6D_block2
gene:TraesCS6D03G0034900	Chr6D	7047712	7051091	-	7049401	Chr6D	1550985	1554268	+	1552626	0.969	0.962	rearrangement:Chr6D_block2
gene:TraesCS6D03G0035900	Chr6D	7429511	7436591	-	7433051	Chr6D	1210140	1217258	+	1213699	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036000	Chr6D	7442961	7445690	-	7444325	Chr6D	1201014	1203749	+	1202381	1.0	0.99	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036100	Chr6D	7447661	7449233	+	7448447	Chr6D	1197471	1199043	-	1198257	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036200	Chr6D	7497639	7500666	+	7499152	Chr6D	1146038	1149065	-	1147551	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036400	Chr6D	7550576	7554072	+	7552324	Chr6D	1092626	1096122	-	1094374	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036500	Chr6D	7559925	7563861	+	7561893	Chr6D	1082836	1086772	-	1084804	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036600	Chr6D	7564538	7572523	+	7568530	Chr6D	1074169	1082159	-	1078164	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036700	Chr6D	7621173	7621862	-	7621517	Chr6D	1024832	1025521	+	1025176	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0036800	Chr6D	7627527	7628229	+	7627878	Chr6D	1018461	1019163	-	1018812	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0037100	Chr6D	7671887	7674281	-	7673084	Chr6D	972390	974784	+	973587	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0037600	Chr6D	7742090	7746780	-	7744435	Chr6D	899823	904513	+	902168	1.0	0.99	rearrangement:Chr6D_block1
gene:TraesCS6D03G0037700	Chr6D	7751821	7755329	-	7753575	Chr6D	891264	894772	+	893018	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	6631904	6632359	+	6632131	1.0	0.982	collinear
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	6642479	6648397	-	6645438	0.924	0.918	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	6671644	6672920	+	6672282	1.0	0.998	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	6673598	6675993	+	6674795	1.0	0.997	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	6840431	6840694	+	6840562	1.0	0.981	collinear
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	6922431	6924566	+	6923498	1.0	0.993	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	6620490	6622139	-	6621314	1.0	0.995	collinear
gene:TraesCS6D03G0008200	Chr6D	1562254	1562682	-	1562468	Chr6D	6271559	6271987	+	6271773	1.0	0.993	collinear
