gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS5B03G0000300	Chr5B	16033	21153	+	18593	Chr5B	3094818	3099944	+	3097381	1.0	1.0
gene:TraesCS5B03G0000800	Chr5B	85900	87414	-	86657	Chr5B	3229031	3230545	-	3229788	1.0	1.0
gene:TraesCS5B03G0000900	Chr5B	208601	214218	+	211409	Chr5B	3351725	3357342	+	3354533	1.0	1.0
gene:TraesCS5B03G0001100	Chr5B	214767	217901	-	216334	Chr5B	3357891	3361028	-	3359459	1.0	0.999
gene:TraesCS5B03G0001200	Chr5B	227704	231809	+	229756	Chr5B	3370831	3374973	+	3372902	1.0	1.0
gene:TraesCS5B03G0002900	Chr5B	2118597	2118959	-	2118778	Chr5B	8902633	8902995	+	8902814	1.0	1.0
gene:TraesCS5B03G0003000	Chr5B	2119731	2120270	+	2120000	Chr5B	8901322	8901861	-	8901591	1.0	1.0
gene:TraesCS5B03G0003200	Chr5B	2256442	2262369	+	2259405	Chr5B	8759260	8765187	-	8762223	1.0	1.0
gene:TraesCS5B03G0003500	Chr5B	2311597	2312335	+	2311966	Chr5B	8709297	8710035	-	8709666	1.0	1.0
gene:TraesCS5B03G0003700	Chr5B	2316821	2328979	+	2322900	Chr5B	8677711	8689866	-	8683788	1.0	1.0
gene:TraesCS5B03G0003800	Chr5B	2702541	2703727	-	2703134	Chr5B	8304176	8305362	+	8304769	1.0	1.0
gene:TraesCS5B03G0003900	Chr5B	2728736	2729284	+	2729010	Chr5B	8278604	8279152	-	8278878	1.0	1.0
gene:TraesCS5B03G0004100	Chr5B	3293517	3295022	-	3294269	Chr5B	7684896	7686401	+	7685648	1.0	1.0
gene:TraesCS5B03G0004200	Chr5B	3371571	3373018	-	3372294	Chr5B	7607745	7609193	+	7608469	1.0	0.999
gene:TraesCS5B03G0004400	Chr5B	3564118	3565596	+	3564857	Chr5B	7415575	7417053	-	7416314	1.0	1.0
gene:TraesCS5B03G0004500	Chr5B	3593228	3597197	-	3595212	Chr5B	7384300	7388269	+	7386284	1.0	1.0
gene:TraesCS5B03G0004600	Chr5B	3603885	3607681	+	3605783	Chr5B	7373814	7377610	-	7375712	1.0	1.0
gene:TraesCS5B03G0004700	Chr5B	3614607	3619532	+	3617069	Chr5B	7362134	7366888	-	7364511	1.0	0.999
gene:TraesCS5B03G0004800	Chr5B	4221282	4227412	-	4224347	Chr5B	6215539	6221679	+	6218609	1.0	1.0
gene:TraesCS5B03G0005300	Chr5B	4269528	4272513	-	4271020	Chr5B	6170424	6173409	+	6171916	1.0	1.0
gene:TraesCS5B03G0012900	Chr5B	7022108	7032100	+	7027104	Chr5B	9491655	9500712	+	9496183	1.0	0.997
gene:TraesCS5B03G0013400	Chr5B	7077724	7083197	-	7080460	Chr5B	9553647	9559120	-	9556383	1.0	1.0
gene:TraesCS5B03G0013600	Chr5B	7124941	7128118	-	7126529	Chr5B	9866122	9868466	-	9867294	0.983	0.976
gene:TraesCS5B03G0013700	Chr5B	7175983	7176264	-	7176123	Chr5B	9918444	9918725	-	9918584	1.0	1.0
gene:TraesCS5B03G0014000	Chr5B	7204960	7205447	-	7205203	Chr5B	9947450	9947937	-	9947693	1.0	1.0
gene:TraesCS5B03G0014100	Chr5B	7240428	7241179	-	7240803	Chr5B	9982922	9983673	-	9983297	1.0	1.0
gene:TraesCS5B03G0014300	Chr5B	7359600	7360287	-	7359943	Chr5B	10102121	10102808	-	10102464	1.0	1.0
gene:TraesCS5B03G0014400	Chr5B	7410008	7410495	-	7410251	Chr5B	10152629	10153116	-	10152872	1.0	1.0
gene:TraesCS5B03G0014500	Chr5B	7437158	7437645	-	7437401	Chr5B	10179795	10180282	-	10180038	1.0	1.0
gene:TraesCS5B03G0014600	Chr5B	7592627	7597126	-	7594876	Chr5B	10335351	10339850	-	10337600	1.0	1.0
gene:TraesCS5B03G0014800	Chr5B	7755553	7759308	-	7757430	Chr5B	10498228	10501983	-	10500105	1.0	1.0
gene:TraesCS5B03G0015100	Chr5B	7985700	7994441	-	7990070	Chr5B	10727985	10736728	-	10732356	1.0	1.0
gene:TraesCS5B03G0015300	Chr5B	8044868	8056936	-	8050902	Chr5B	10786804	10798872	-	10792838	1.0	1.0
gene:TraesCS5B03G0015500	Chr5B	8136091	8146344	+	8141217	Chr5B	10877177	10887431	+	10882304	1.0	1.0
gene:TraesCS5B03G0015900	Chr5B	8231890	8236662	+	8234276	Chr5B	10975395	10980167	+	10977781	1.0	1.0
gene:TraesCS5B03G0016100	Chr5B	8246419	8248728	-	8247573	Chr5B	10989481	10991790	-	10990635	1.0	1.0
gene:TraesCS5B03G0016300	Chr5B	8403122	8405146	+	8404134	Chr5B	11144226	11146250	+	11145238	1.0	1.0
gene:TraesCS5B03G0016400	Chr5B	8412291	8414400	+	8413345	Chr5B	11153395	11155504	+	11154449	1.0	0.999
gene:TraesCS5B03G0017000	Chr5B	8435064	8439898	-	8437481	Chr5B	11176167	11181001	-	11178584	1.0	1.0
gene:TraesCS5B03G0017300	Chr5B	8578315	8592199	+	8585257	Chr5B	11318150	11332034	+	11325092	1.0	1.0
gene:TraesCS5B03G0017500	Chr5B	8592762	8599391	-	8596076	Chr5B	11332597	11339226	-	11335911	1.0	0.997
gene:TraesCS5B03G0017600	Chr5B	8929166	8931564	-	8930365	Chr5B	11722351	11724749	-	11723550	1.0	1.0
gene:TraesCS5B03G0018000	Chr5B	8959192	8973203	-	8966197	Chr5B	11752377	11766387	-	11759382	1.0	1.0
gene:TraesCS5B03G0018200	Chr5B	8987169	8989682	-	8988425	Chr5B	11780358	11782871	-	11781614	1.0	1.0
gene:TraesCS5B03G0018300	Chr5B	8990141	8990908	-	8990524	Chr5B	11783330	11784097	-	11783713	1.0	1.0
gene:TraesCS5B03G0018500	Chr5B	8999069	8999971	-	8999520	Chr5B	11792258	11793160	-	11792709	1.0	1.0
gene:TraesCS5B03G0019100	Chr5B	9063135	9063958	+	9063546	Chr5B	11856339	11857162	+	11856750	1.0	0.998
gene:TraesCS5B03G0019200	Chr5B	9094473	9094694	+	9094583	Chr5B	11887677	11887898	+	11887787	1.0	1.0
gene:TraesCS5B03G0019300	Chr5B	9098241	9101504	+	9099872	Chr5B	11891445	11894707	+	11893076	1.0	1.0
gene:TraesCS5B03G0019500	Chr5B	9128880	9132494	+	9130687	Chr5B	11922073	11925691	+	11923882	1.0	1.0
gene:TraesCS5B03G0019600	Chr5B	9270520	9274061	-	9272290	Chr5B	12063690	12067273	-	12065481	1.0	0.999
gene:TraesCS5B03G0019700	Chr5B	9291833	9292246	+	9292039	Chr5B	12085109	12085522	+	12085315	1.0	1.0
gene:TraesCS5B03G0019900	Chr5B	9309126	9311271	+	9310198	Chr5B	12102402	12104547	+	12103474	1.0	1.0
gene:TraesCS5B03G0020000	Chr5B	9311350	9315370	-	9313360	Chr5B	12104626	12108646	-	12106636	1.0	1.0
gene:TraesCS5B03G0020200	Chr5B	9331528	9333209	+	9332368	Chr5B	12194627	12196308	+	12195467	1.0	1.0
gene:TraesCS5B03G0020300	Chr5B	9336604	9337029	+	9336816	Chr5B	12199703	12200128	+	12199915	1.0	1.0
gene:TraesCS5B03G0020400	Chr5B	9346778	9347669	+	9347223	Chr5B	12210793	12211684	+	12211238	1.0	1.0
gene:TraesCS5B03G0020500	Chr5B	9350147	9351646	+	9350896	Chr5B	12214162	12215661	+	12214911	1.0	1.0
gene:TraesCS5B03G0020600	Chr5B	9380809	9382659	-	9381734	Chr5B	12244823	12246673	-	12245748	1.0	1.0
gene:TraesCS5B03G0020700	Chr5B	9403400	9406313	+	9404856	Chr5B	12267398	12270311	+	12268854	1.0	1.0
gene:TraesCS5B03G0020800	Chr5B	9468227	9470148	+	9469187	Chr5B	12328078	12329999	+	12329038	1.0	1.0
gene:TraesCS5B03G0021000	Chr5B	9571961	9572791	-	9572376	Chr5B	12431861	12432691	-	12432276	1.0	1.0
gene:TraesCS5B03G0021200	Chr5B	9587651	9588520	+	9588085	Chr5B	12447551	12448420	+	12447985	1.0	1.0
gene:TraesCS5B03G0021800	Chr5B	9717192	9720543	-	9718867	Chr5B	12595424	12598775	-	12597099	1.0	1.0
gene:TraesCS5B03G0022000	Chr5B	9855474	9864520	+	9859997	Chr5B	12733571	12742617	+	12738094	1.0	1.0
gene:TraesCS5B03G0022200	Chr5B	10106300	10110457	-	10108378	Chr5B	12984419	12988572	-	12986495	1.0	0.999
gene:TraesCS5B03G0022900	Chr5B	10391195	10392453	+	10391824	Chr5B	13146188	13147446	+	13146817	1.0	0.999
gene:TraesCS5B03G0023200	Chr5B	10474262	10476974	+	10475618	Chr5B	13222479	13225144	+	13223811	1.0	0.995
gene:TraesCS5B03G0023300	Chr5B	10483169	10487009	-	10485089	Chr5B	13231357	13235164	-	13233260	1.0	0.996
gene:TraesCS5B03G0023400	Chr5B	10487058	10495071	-	10491064	Chr5B	13235213	13243280	-	13239246	0.999	0.992
gene:TraesCS5B03G0023800	Chr5B	10569581	10572063	-	10570822	Chr5B	13317269	13319747	-	13318508	1.0	0.992
gene:TraesCS5B03G0023900	Chr5B	11094914	11095366	+	11095140	Chr5B	13997417	13997869	+	13997643	1.0	0.995
gene:TraesCS5B03G0024200	Chr5B	11126365	11127792	+	11127078	Chr5B	14021032	14022455	+	14021743	0.995	0.985
gene:TraesCS5B03G0024800	Chr5B	11356992	11359994	-	11358493	Chr5B	14089472	14092468	-	14090970	0.998	0.988
gene:TraesCS5B03G0025000	Chr5B	11505766	11509181	+	11507473	Chr5B	14243324	14246743	+	14245033	1.0	0.993
gene:TraesCS5B03G0025300	Chr5B	11528508	11529623	+	11529065	Chr5B	14266073	14267188	+	14266630	1.0	0.999
gene:TraesCS5B03G0025500	Chr5B	11553967	11555073	+	11554520	Chr5B	14291530	14292636	+	14292083	1.0	0.999
gene:TraesCS5B03G0025700	Chr5B	11563724	11567657	+	11565690	Chr5B	14301293	14305226	+	14303259	1.0	1.0
gene:TraesCS5B03G0025800	Chr5B	11599622	11605376	-	11602499	Chr5B	14337385	14343139	-	14340262	1.0	1.0
gene:TraesCS5B03G0025900	Chr5B	11653192	11653452	-	11653322	Chr5B	14390953	14391213	-	14391083	1.0	1.0
gene:TraesCS5B03G0026100	Chr5B	11812338	11822104	-	11817221	Chr5B	14558552	14568318	-	14563435	1.0	1.0
gene:TraesCS5B03G0026400	Chr5B	12310257	12315207	-	12312732	Chr5B	15046816	15051766	-	15049291	1.0	1.0
gene:TraesCS5B03G0026600	Chr5B	12370913	12372013	-	12371463	Chr5B	15110512	15111639	-	15111075	0.995	0.953
gene:TraesCS5B03G0026700	Chr5B	12374135	12378689	-	12376412	Chr5B	15113543	15118080	-	15115811	0.992	0.985
gene:TraesCS5B03G0026800	Chr5B	12379835	12384505	-	12382170	Chr5B	15119242	15123891	-	15121566	0.992	0.988
gene:TraesCS5B03G0027400	Chr5B	12612938	12617664	-	12615301	Chr5B	15364777	15369509	-	15367143	1.0	1.0
gene:TraesCS5B03G0027500	Chr5B	12619611	12627348	+	12623479	Chr5B	15371456	15379193	+	15375324	1.0	1.0
gene:TraesCS5B03G0027600	Chr5B	12629960	12631747	+	12630853	Chr5B	15381800	15383586	+	15382693	1.0	0.997
gene:TraesCS5B03G0027700	Chr5B	12708205	12708903	+	12708554	Chr5B	15496216	15496901	+	15496558	0.981	0.981
gene:TraesCS5B03G0027900	Chr5B	12894311	12907141	-	12900726	Chr5B	15661286	15674106	-	15667696	1.0	0.998
gene:TraesCS5B03G0028100	Chr5B	13129670	13134023	-	13131846	Chr5B	15932452	15936821	-	15934636	0.993	0.977
gene:TraesCS5B03G0028200	Chr5B	13220273	13224136	+	13222204	Chr5B	16072562	16076388	+	16074475	0.996	0.993
gene:TraesCS5B03G0028300	Chr5B	13224220	13225588	-	13224904	Chr5B	16076533	16077844	-	16077188	0.939	0.914
gene:TraesCS5B03G0028400	Chr5B	13232245	13237196	+	13234720	Chr5B	16092262	16097089	+	16094675	0.928	0.922
gene:TraesCS5B03G0028900	Chr5B	13269693	13271649	-	13270671	Chr5B	16148689	16150645	-	16149667	1.0	0.998
gene:TraesCS5B03G0029100	Chr5B	13314077	13314463	+	13314270	Chr5B	16180459	16180845	+	16180652	1.0	0.994
gene:TraesCS5B03G0029200	Chr5B	13317363	13325016	-	13321189	Chr5B	16183457	16191119	-	16187288	1.0	0.988
gene:TraesCS5B03G0029300	Chr5B	13396832	13400806	+	13398819	Chr5B	16248645	16252530	+	16250587	0.996	0.992
gene:TraesCS5B03G0029500	Chr5B	13403971	13404722	-	13404346	Chr5B	16255691	16256442	-	16256066	1.0	0.995
gene:TraesCS5B03G0030200	Chr5B	13526485	13533166	-	13529825	Chr5B	16394841	16401522	-	16398181	1.0	0.999
gene:TraesCS5B03G0030400	Chr5B	13538016	13539589	-	13538802	Chr5B	16407555	16409128	-	16408341	1.0	0.995
gene:TraesCS5B03G0030600	Chr5B	13739040	13742577	+	13740808	Chr5B	16625339	16628903	+	16627121	1.0	0.987
gene:TraesCS5B03G0030700	Chr5B	13742889	13746219	-	13744554	Chr5B	16629215	16632549	-	16630882	1.0	0.995
gene:TraesCS5B03G0030800	Chr5B	13753139	13756858	-	13754998	Chr5B	16639030	16642511	-	16640770	0.995	0.989
gene:TraesCS5B03G0030900	Chr5B	13761639	13766090	+	13763864	Chr5B	16838053	16842341	-	16840197	0.988	0.961
