gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS5A03G0000400	Chr5A	215597	216821	+	216209	Chr5A	690045	691270	+	690657	1.0	1.0	collinear
gene:TraesCS5A03G0000600	Chr5A	292020	292347	-	292183	Chr5A	756097	756424	-	756260	1.0	1.0	collinear
gene:TraesCS5A03G0000800	Chr5A	622810	628759	+	625784	Chr5A	1070728	1076685	+	1073706	1.0	0.997	collinear
gene:TraesCS5A03G0000900	Chr5A	628951	630466	+	629708	Chr5A	1076877	1078374	+	1077625	0.984	0.976	collinear
gene:TraesCS5A03G0001000	Chr5A	637855	638799	+	638327	Chr5A	1085567	1086517	+	1086042	1.0	0.991	collinear
gene:TraesCS5A03G0001300	Chr5A	1542470	1544254	+	1543362	Chr5A	2619776	2621560	+	2620668	1.0	0.995	collinear
gene:TraesCS5A03G0001700	Chr5A	1703882	1707094	-	1705488	Chr5A	2873376	2876496	-	2874936	0.998	0.993	collinear
gene:TraesCS5A03G0001900	Chr5A	1955095	1955460	-	1955277	Chr5A	3019685	3020050	-	3019867	1.0	0.972	collinear
gene:TraesCS5A03G0002100	Chr5A	2042895	2043377	+	2043136	Chr5A	3074764	3075252	+	3075008	1.0	0.985	collinear
gene:TraesCS5A03G0002500	Chr5A	2059447	2067895	+	2063671	Chr5A	3091945	3100389	+	3096167	0.994	0.992	collinear
gene:TraesCS5A03G0002900	Chr5A	2082542	2082888	+	2082715	Chr5A	3120881	3121227	+	3121054	1.0	0.991	collinear
gene:TraesCS5A03G0003200	Chr5A	2225824	2226003	+	2225913	Chr5A	3196585	3196764	+	3196674	1.0	1.0	collinear
gene:TraesCS5A03G0003300	Chr5A	2269703	2270692	-	2270197	Chr5A	3226814	3227803	-	3227308	1.0	1.0	collinear
gene:TraesCS5A03G0003900	Chr5A	2671848	2673352	-	2672600	Chr5A	3586577	3588010	-	3587293	0.952	0.946	collinear
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	3645248	3646444	-	3645846	1.0	0.992	collinear
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	3780982	3785817	-	3783399	0.993	0.956	collinear
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	3919307	3923654	-	3921480	0.994	0.991	collinear
gene:TraesCS5A03G0005200	Chr5A	3010374	3014596	+	3012485	Chr5A	3933420	3937642	+	3935531	1.0	0.997	collinear
gene:TraesCS5A03G0005300	Chr5A	3015603	3020596	+	3018099	Chr5A	3938649	3943642	+	3941145	1.0	1.0	collinear
gene:TraesCS5A03G0005400	Chr5A	3027435	3033237	-	3030336	Chr5A	3950481	3956285	-	3953383	1.0	1.0	collinear
gene:TraesCS5A03G0005500	Chr5A	3081377	3084416	-	3082896	Chr5A	4003525	4006564	-	4005044	1.0	1.0	collinear
