gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS7A03G0000200	Chr7A	237447	240619	+	239033	Chr7A	291241	294500	+	292870	0.997	0.954	collinear
gene:TraesCS7A03G0000300	Chr7A	241763	245662	-	243712	Chr7A	295643	299552	-	297597	1.0	0.994	collinear
gene:TraesCS7A03G0000400	Chr7A	249969	253391	+	251680	Chr7A	303859	307281	+	305570	1.0	1.0	collinear
gene:TraesCS7A03G0001000	Chr7A	287782	289092	+	288437	Chr7A	339672	340985	+	340328	1.0	1.0	collinear
gene:TraesCS7A03G0001800	Chr7A	329150	329954	+	329552	Chr7A	381057	381861	+	381459	1.0	1.0	collinear
gene:TraesCS7A03G0001900	Chr7A	339975	343261	-	341618	Chr7A	391888	395174	-	393531	1.0	1.0	collinear
gene:TraesCS7A03G0002500	Chr7A	458993	460972	-	459982	Chr7A	510903	512882	-	511892	1.0	0.999	collinear
gene:TraesCS7A03G0002900	Chr7A	625626	629540	+	627583	Chr7A	686096	690011	+	688053	1.0	1.0	collinear
gene:TraesCS7A03G0003000	Chr7A	636996	649433	-	643214	Chr7A	697441	709878	-	703659	1.0	0.999	collinear
gene:TraesCS7A03G0003300	Chr7A	658982	671984	-	665483	Chr7A	719427	732427	-	725927	1.0	1.0	collinear
gene:TraesCS7A03G0003400	Chr7A	751650	755043	-	753346	Chr7A	812088	815481	-	813784	1.0	1.0	collinear
gene:TraesCS7A03G0003500	Chr7A	776562	777005	-	776783	Chr7A	837004	837447	-	837225	1.0	1.0	collinear
gene:TraesCS7A03G0004100	Chr7A	965060	971771	+	968415	Chr7A	1025655	1032366	+	1029010	1.0	1.0	collinear
gene:TraesCS7A03G0004300	Chr7A	1116397	1117068	+	1116732	Chr7A	1176783	1177454	+	1177118	1.0	1.0	collinear
gene:TraesCS7A03G0004500	Chr7A	1168399	1170394	+	1169396	Chr7A	1215501	1217496	+	1216498	1.0	0.999	collinear
gene:TraesCS7A03G0004800	Chr7A	1288480	1289699	+	1289089	Chr7A	1308458	1309677	+	1309067	1.0	0.999	collinear
gene:TraesCS7A03G0004900	Chr7A	1292673	1293108	-	1292890	Chr7A	1312651	1313086	-	1312868	1.0	1.0	collinear
gene:TraesCS7A03G0005000	Chr7A	1295626	1310738	-	1303182	Chr7A	1315604	1330622	-	1323113	1.0	0.999	collinear
gene:TraesCS7A03G0005100	Chr7A	1331278	1332098	-	1331688	Chr7A	1350628	1351448	-	1351038	1.0	1.0	collinear
gene:TraesCS7A03G0005200	Chr7A	1335552	1337332	-	1336442	Chr7A	1354902	1356682	-	1355792	1.0	1.0	collinear
gene:TraesCS7A03G0006500	Chr7A	1536839	1539713	+	1538276	Chr7A	1410937	1413811	+	1412374	1.0	0.999	collinear
gene:TraesCS7A03G0006900	Chr7A	1705137	1706808	+	1705972	Chr7A	1640604	1642275	+	1641439	1.0	1.0	collinear
gene:TraesCS7A03G0007000	Chr7A	1709690	1715064	+	1712377	Chr7A	1645157	1650530	+	1647843	1.0	0.999	collinear
gene:TraesCS7A03G0007100	Chr7A	1716639	1726072	-	1721355	Chr7A	1652105	1661538	-	1656821	1.0	1.0	collinear
gene:TraesCS7A03G0007200	Chr7A	1727345	1733016	+	1730180	Chr7A	1662811	1668482	+	1665646	1.0	1.0	collinear
gene:TraesCS7A03G0007300	Chr7A	1733546	1738771	-	1736158	Chr7A	1669012	1674237	-	1671624	1.0	1.0	collinear
gene:TraesCS7A03G0007400	Chr7A	1757255	1763142	-	1760198	Chr7A	1691832	1697719	-	1694775	1.0	1.0	collinear
gene:TraesCS7A03G0007600	Chr7A	1963947	1966400	-	1965173	Chr7A	1870611	1873064	-	1871837	1.0	1.0	collinear
gene:TraesCS7A03G0007500	Chr7A	1963777	1966710	-	1965243	Chr7A	1870441	1873374	-	1871907	1.0	1.0	collinear
gene:TraesCS7A03G0007700	Chr7A	1984711	1990302	-	1987506	Chr7A	1930052	1935643	-	1932847	1.0	1.0	collinear
gene:TraesCS7A03G0007800	Chr7A	1991641	1995052	-	1993346	Chr7A	1936982	1940393	-	1938687	1.0	1.0	collinear
gene:TraesCS7A03G0007900	Chr7A	1999166	2001559	+	2000362	Chr7A	1944513	1946906	+	1945709	1.0	1.0	collinear
gene:TraesCS7A03G0008000	Chr7A	2002174	2006210	-	2004192	Chr7A	1947521	1951557	-	1949539	1.0	0.998	collinear
gene:TraesCS7A03G0008400	Chr7A	2059191	2064602	+	2061896	Chr7A	2004551	2009962	+	2007256	1.0	1.0	collinear
gene:TraesCS7A03G0008800	Chr7A	2119023	2128730	+	2123876	Chr7A	2071317	2081024	+	2076170	1.0	1.0	collinear
gene:TraesCS7A03G0008900	Chr7A	2129337	2139216	-	2134276	Chr7A	2081631	2091610	-	2086620	1.0	0.977	collinear
gene:TraesCS7A03G0009400	Chr7A	2212604	2213952	+	2213278	Chr7A	2165000	2166348	+	2165674	1.0	1.0	collinear
