gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS4A03G0000100	Chr4A	80751	81905	-	81328	Chr4A	494653	495807	-	495230	1.0	0.999
gene:TraesCS4A03G0000300	Chr4A	189629	191253	-	190441	Chr4A	572752	574376	-	573564	1.0	0.999
gene:TraesCS4A03G0000700	Chr4A	192479	193797	-	193138	Chr4A	575602	576920	-	576261	1.0	1.0
gene:TraesCS4A03G0000800	Chr4A	204132	208744	+	206438	Chr4A	587247	591885	+	589566	1.0	0.996
gene:TraesCS4A03G0000900	Chr4A	464377	473615	+	468996	Chr4A	847197	856435	+	851816	1.0	1.0
gene:TraesCS4A03G0001000	Chr4A	527393	528028	-	527710	Chr4A	910213	910848	-	910530	1.0	1.0
gene:TraesCS4A03G0001100	Chr4A	724229	730229	-	727229	Chr4A	1097517	1103654	-	1100585	1.0	1.0
gene:TraesCS4A03G0001300	Chr4A	737645	742881	-	740263	Chr4A	1110980	1116216	-	1113598	1.0	0.999
gene:TraesCS4A03G0001500	Chr4A	879654	880180	+	879917	Chr4A	1251790	1252316	+	1252053	1.0	1.0
gene:TraesCS4A03G0001600	Chr4A	890746	894177	+	892461	Chr4A	1262877	1266300	+	1264588	0.997	0.997
gene:TraesCS4A03G0001700	Chr4A	899296	900070	+	899683	Chr4A	1271482	1272256	+	1271869	1.0	1.0
gene:TraesCS4A03G0001800	Chr4A	923950	925283	-	924616	Chr4A	1296148	1297481	-	1296814	1.0	1.0
gene:TraesCS4A03G0001900	Chr4A	1067430	1067825	+	1067627	Chr4A	1434754	1435149	+	1434951	1.0	1.0
gene:TraesCS4A03G0002000	Chr4A	1144047	1145891	-	1144969	Chr4A	1505540	1507386	-	1506463	1.0	0.998
gene:TraesCS4A03G0002100	Chr4A	1219342	1222566	+	1220954	Chr4A	1574775	1577999	+	1576387	1.0	1.0
gene:TraesCS4A03G0002200	Chr4A	1519322	1519796	-	1519559	Chr4A	1875135	1875609	-	1875372	1.0	1.0
gene:TraesCS4A03G0002600	Chr4A	1720645	1723263	+	1721954	Chr4A	2076257	2078875	+	2077566	1.0	1.0
gene:TraesCS4A03G0002900	Chr4A	1872733	1874596	-	1873664	Chr4A	2228284	2230135	-	2229209	1.0	1.0
gene:TraesCS4A03G0003000	Chr4A	1876368	1884930	-	1880649	Chr4A	2231905	2240467	-	2236186	1.0	0.999
gene:TraesCS4A03G0003100	Chr4A	1887453	1896045	-	1891749	Chr4A	2242990	2251677	-	2247333	1.0	1.0
gene:TraesCS4A03G0003200	Chr4A	1904683	1907590	-	1906136	Chr4A	2260505	2263400	-	2261952	0.987	0.987
gene:TraesCS4A03G0003300	Chr4A	1908725	1910020	-	1909372	Chr4A	2264535	2265830	-	2265182	1.0	1.0
gene:TraesCS4A03G0003600	Chr4A	2034845	2039676	-	2037260	Chr4A	2444971	2449802	-	2447386	1.0	1.0
gene:TraesCS4A03G0003800	Chr4A	2144567	2151745	-	2148156	Chr4A	2554715	2561684	-	2558199	1.0	1.0
gene:TraesCS4A03G0004000	Chr4A	2396423	2406197	+	2401310	Chr4A	2809133	2818619	+	2813876	1.0	1.0
gene:TraesCS4A03G0004100	Chr4A	2407157	2412110	-	2409633	Chr4A	2819579	2824532	-	2822055	1.0	0.999
gene:TraesCS4A03G0004200	Chr4A	2539821	2543289	-	2541555	Chr4A	2950120	2953588	-	2951854	1.0	1.0
gene:TraesCS4A03G0004300	Chr4A	2549120	2550253	-	2549686	Chr4A	2959418	2960551	-	2959984	1.0	1.0
gene:TraesCS4A03G0004700	Chr4A	2613805	2615102	+	2614453	Chr4A	3023801	3025098	+	3024449	1.0	1.0
gene:TraesCS4A03G0004800	Chr4A	2630028	2631685	-	2630856	Chr4A	3040146	3041803	-	3040974	1.0	1.0
gene:TraesCS4A03G0004900	Chr4A	2636507	2637932	-	2637219	Chr4A	3046437	3047862	-	3047149	1.0	1.0
gene:TraesCS4A03G0005100	Chr4A	2731327	2733151	+	2732239	Chr4A	3140875	3142699	+	3141787	1.0	1.0
gene:TraesCS4A03G0005200	Chr4A	2767289	2768680	+	2767984	Chr4A	3177350	3178741	+	3178045	1.0	1.0
gene:TraesCS4A03G0005400	Chr4A	2778918	2779295	-	2779106	Chr4A	3188979	3189356	-	3189167	1.0	1.0
