gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS7D03G0000400	Chr7D	207994	212443	-	210218	Chr7D	415621	420060	-	417840	0.997	0.997
gene:TraesCS7D03G0000500	Chr7D	242065	245782	+	243923	Chr7D	449683	453400	+	451541	1.0	1.0
gene:TraesCS7D03G0000900	Chr7D	337014	337852	+	337433	Chr7D	544537	545375	+	544956	1.0	1.0
gene:TraesCS7D03G0001000	Chr7D	365927	369790	-	367858	Chr7D	573517	577381	-	575449	1.0	0.996
gene:TraesCS7D03G0001100	Chr7D	371892	373182	-	372537	Chr7D	579483	580773	-	580128	1.0	1.0
gene:TraesCS7D03G0001400	Chr7D	478186	482086	-	480136	Chr7D	685757	689657	-	687707	1.0	1.0
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	916179	919130	-	917654	1.0	0.989
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	1204868	1211067	-	1207967	1.0	1.0
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	1238161	1241618	-	1239889	1.0	0.999
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	1299211	1300398	-	1299804	1.0	1.0
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	1311030	1314006	-	1312518	0.992	0.99
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	1347782	1360753	-	1354267	1.0	0.999
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	1407316	1408932	-	1408124	1.0	1.0
gene:TraesCS7D03G0003900	Chr7D	1268276	1269780	-	1269028	Chr7D	1477908	1479412	-	1478660	1.0	1.0
gene:TraesCS7D03G0004000	Chr7D	1270782	1275797	-	1273289	Chr7D	1480414	1485437	-	1482925	1.0	1.0
gene:TraesCS7D03G0004300	Chr7D	1318295	1332709	+	1325502	Chr7D	1527953	1542388	+	1535170	1.0	1.0
gene:TraesCS7D03G0004400	Chr7D	1335304	1336512	+	1335908	Chr7D	1544983	1546191	+	1545587	1.0	1.0
gene:TraesCS7D03G0004500	Chr7D	1367440	1372889	+	1370164	Chr7D	1577121	1582575	+	1579848	1.0	1.0
gene:TraesCS7D03G0004600	Chr7D	1423297	1428624	-	1425960	Chr7D	1632987	1638314	-	1635650	1.0	1.0
gene:TraesCS7D03G0004700	Chr7D	1568149	1569787	+	1568968	Chr7D	1778754	1780392	+	1779573	1.0	1.0
gene:TraesCS7D03G0005200	Chr7D	1622734	1623927	-	1623330	Chr7D	1833344	1834537	-	1833940	1.0	1.0
gene:TraesCS7D03G0005300	Chr7D	1630150	1631499	-	1630824	Chr7D	1840760	1842109	-	1841434	1.0	1.0
gene:TraesCS7D03G0005400	Chr7D	1638146	1638877	-	1638511	Chr7D	1848756	1849487	-	1849121	1.0	1.0
gene:TraesCS7D03G0005500	Chr7D	1648975	1654512	-	1651743	Chr7D	1859575	1865112	-	1862343	1.0	0.999
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	1884523	1885853	+	1885188	1.0	1.0
gene:TraesCS7D03G0005900	Chr7D	1812284	1819521	+	1815902	Chr7D	2022673	2029908	+	2026290	1.0	0.999
gene:TraesCS7D03G0006000	Chr7D	1859225	1861790	-	1860507	Chr7D	2069614	2072179	-	2070896	1.0	1.0
gene:TraesCS7D03G0007000	Chr7D	2228806	2234143	+	2231474	Chr7D	2417693	2423030	+	2420361	1.0	1.0
gene:TraesCS7D03G0007200	Chr7D	2250873	2256744	+	2253808	Chr7D	2439468	2445339	+	2442403	1.0	1.0
gene:TraesCS7D03G0007300	Chr7D	2256864	2262070	-	2259467	Chr7D	2445459	2450665	-	2448062	1.0	1.0
gene:TraesCS7D03G0007400	Chr7D	2264975	2273161	+	2269068	Chr7D	2453570	2461756	+	2457663	1.0	0.999
gene:TraesCS7D03G0007600	Chr7D	2278478	2284668	-	2281573	Chr7D	2467073	2473340	-	2470206	1.0	1.0
gene:TraesCS7D03G0007800	Chr7D	2290415	2291827	-	2291121	Chr7D	2478896	2480308	-	2479602	1.0	1.0
gene:TraesCS7D03G0007900	Chr7D	2327893	2330761	-	2329327	Chr7D	2516083	2518983	-	2517533	1.0	0.988
gene:TraesCS7D03G0008100	Chr7D	2339553	2341226	-	2340389	Chr7D	2527525	2529198	-	2528361	1.0	1.0
gene:TraesCS7D03G0008300	Chr7D	2344023	2345195	+	2344609	Chr7D	2531995	2533167	+	2532581	1.0	1.0
gene:TraesCS7D03G0008400	Chr7D	2379429	2390488	-	2384958	Chr7D	2567230	2578059	-	2572644	1.0	1.0
gene:TraesCS7D03G0008800	Chr7D	2434315	2435737	+	2435026	Chr7D	2620947	2622369	+	2621658	1.0	1.0
gene:TraesCS7D03G0009200	Chr7D	2527421	2532947	-	2530184	Chr7D	2710172	2715698	-	2712935	1.0	0.999
gene:TraesCS7D03G0009300	Chr7D	2533886	2537181	-	2535533	Chr7D	2716637	2719932	-	2718284	1.0	1.0
gene:TraesCS7D03G0009400	Chr7D	2540503	2541469	+	2540986	Chr7D	2723181	2724147	+	2723664	1.0	1.0
gene:TraesCS7D03G0009500	Chr7D	2542055	2546243	-	2544149	Chr7D	2724733	2728921	-	2726827	1.0	1.0
gene:TraesCS7D03G0009700	Chr7D	2616995	2622421	+	2619708	Chr7D	2798850	2804276	+	2801563	1.0	1.0
gene:TraesCS7D03G0010000	Chr7D	2635314	2645413	+	2640363	Chr7D	2817169	2827268	+	2822218	1.0	1.0
gene:TraesCS7D03G0010100	Chr7D	2645699	2651710	-	2648704	Chr7D	2827554	2833565	-	2830559	1.0	0.998
gene:TraesCS7D03G0010300	Chr7D	2699940	2703571	+	2701755	Chr7D	2881128	2884785	+	2882956	1.0	0.992
gene:TraesCS7D03G0010400	Chr7D	2719052	2723210	+	2721131	Chr7D	2900266	2904424	+	2902345	1.0	0.999
gene:TraesCS7D03G0010500	Chr7D	2732001	2735374	-	2733687	Chr7D	2913090	2916463	-	2914776	1.0	0.999
gene:TraesCS7D03G0011000	Chr7D	2812476	2817119	-	2814797	Chr7D	2993322	2997965	-	2995643	1.0	1.0
gene:TraesCS7D03G0011100	Chr7D	2820284	2820931	-	2820607	Chr7D	3001130	3001777	-	3001453	1.0	0.983
gene:TraesCS7D03G0011300	Chr7D	2839717	2842723	-	2841220	Chr7D	3019961	3022967	-	3021464	1.0	1.0
gene:TraesCS7D03G0011700	Chr7D	2886179	2887647	-	2886913	Chr7D	3066110	3067578	-	3066844	1.0	1.0
gene:TraesCS7D03G0011900	Chr7D	2926331	2932062	-	2929196	Chr7D	3106108	3111839	-	3108973	1.0	0.999
gene:TraesCS7D03G0012000	Chr7D	2970217	2974321	+	2972269	Chr7D	3149496	3153600	+	3151548	1.0	1.0
gene:TraesCS7D03G0012800	Chr7D	3066939	3070686	-	3068812	Chr7D	3244230	3247977	-	3246103	1.0	1.0
gene:TraesCS7D03G0012900	Chr7D	3139649	3146957	+	3143303	Chr7D	3316013	3323323	+	3319668	1.0	1.0
gene:TraesCS7D03G0013000	Chr7D	3150713	3153119	+	3151916	Chr7D	3327083	3329489	+	3328286	1.0	1.0
gene:TraesCS7D03G0013200	Chr7D	3185961	3190001	+	3187981	Chr7D	3362040	3366080	+	3364060	1.0	1.0
gene:TraesCS7D03G0013400	Chr7D	3203082	3205448	-	3204265	Chr7D	3379162	3380892	-	3380027	0.957	0.957
gene:TraesCS7D03G0013600	Chr7D	3217753	3219522	-	3218637	Chr7D	3392974	3394743	-	3393858	1.0	1.0
gene:TraesCS7D03G0013800	Chr7D	3222772	3225124	-	3223948	Chr7D	3397741	3400093	-	3398917	1.0	1.0
gene:TraesCS7D03G0013900	Chr7D	3403396	3431263	-	3417329	Chr7D	3578826	3606689	-	3592757	1.0	1.0
gene:TraesCS7D03G0014200	Chr7D	3490709	3514797	+	3502753	Chr7D	3665874	3689961	+	3677917	1.0	1.0
gene:TraesCS7D03G0014700	Chr7D	3623478	3625037	-	3624257	Chr7D	3797578	3799137	-	3798357	1.0	1.0
gene:TraesCS7D03G0015500	Chr7D	3814265	3821334	+	3817799	Chr7D	3985397	3992457	+	3988927	1.0	0.999
gene:TraesCS7D03G0015700	Chr7D	3924287	3927124	-	3925705	Chr7D	4095454	4098291	-	4096872	1.0	1.0
gene:TraesCS7D03G0016100	Chr7D	3956593	3957321	+	3956957	Chr7D	4127796	4128524	+	4128160	1.0	1.0
gene:TraesCS7D03G0016200	Chr7D	3958511	3968258	+	3963384	Chr7D	4129714	4139461	+	4134587	1.0	1.0
gene:TraesCS7D03G0016300	Chr7D	3971246	3972943	+	3972094	Chr7D	4142467	4144164	+	4143315	1.0	1.0
gene:TraesCS7D03G0016400	Chr7D	3971969	3972325	-	3972147	Chr7D	4143190	4143546	-	4143368	1.0	1.0
gene:TraesCS7D03G0018600	Chr7D	4227872	4231741	-	4229806	Chr7D	4251668	4255537	-	4253602	1.0	1.0
gene:TraesCS7D03G0019200	Chr7D	4324503	4325491	+	4324997	Chr7D	4351283	4352271	+	4351777	1.0	0.998
gene:TraesCS7D03G0019300	Chr7D	4373494	4379132	-	4376313	Chr7D	4400250	4405983	-	4403116	0.999	0.994
gene:TraesCS7D03G0019500	Chr7D	4380371	4385812	-	4383091	Chr7D	4407173	4412614	-	4409893	1.0	1.0
gene:TraesCS7D03G0019600	Chr7D	4385864	4387865	+	4386864	Chr7D	4412666	4414667	+	4413666	1.0	1.0
gene:TraesCS7D03G0019800	Chr7D	4393431	4397150	-	4395290	Chr7D	4420235	4423954	-	4422094	1.0	1.0
gene:TraesCS7D03G0020000	Chr7D	4439657	4444783	-	4442220	Chr7D	4466439	4471565	-	4469002	1.0	1.0
gene:TraesCS7D03G0020100	Chr7D	4565258	4568974	-	4567116	Chr7D	4592218	4595934	-	4594076	1.0	1.0
gene:TraesCS7D03G0020400	Chr7D	4634138	4637358	-	4635748	Chr7D	4660504	4663724	-	4662114	1.0	1.0
gene:TraesCS7D03G0020600	Chr7D	4654978	4659334	-	4657156	Chr7D	4681349	4685706	-	4683527	1.0	1.0
gene:TraesCS7D03G0020900	Chr7D	4730087	4731728	+	4730907	Chr7D	4756540	4758181	+	4757360	1.0	1.0
gene:TraesCS7D03G0021000	Chr7D	4776548	4779729	-	4778138	Chr7D	4803019	4806200	-	4804609	1.0	1.0
gene:TraesCS7D03G0021200	Chr7D	4787934	4791139	-	4789536	Chr7D	4814403	4817608	-	4816005	1.0	0.999
gene:TraesCS7D03G0021400	Chr7D	4865746	4867669	-	4866707	Chr7D	4892198	4894121	-	4893159	1.0	1.0
gene:TraesCS7D03G0021600	Chr7D	4879511	4883149	-	4881330	Chr7D	4905962	4909600	-	4907781	1.0	1.0
gene:TraesCS7D03G0021700	Chr7D	4993157	4993798	+	4993477	Chr7D	5018653	5019294	+	5018973	1.0	1.0
gene:TraesCS7D03G0021800	Chr7D	4995759	5006435	-	5001097	Chr7D	5021255	5031931	-	5026593	1.0	1.0
gene:TraesCS7D03G0021900	Chr7D	5011736	5019018	-	5015377	Chr7D	5037131	5044413	-	5040772	1.0	0.999
gene:TraesCS7D03G0022200	Chr7D	5069037	5070965	-	5070001	Chr7D	5094457	5096385	-	5095421	1.0	1.0
gene:TraesCS7D03G0022300	Chr7D	5080642	5082005	-	5081323	Chr7D	5106064	5107427	-	5106745	1.0	1.0
gene:TraesCS7D03G0022500	Chr7D	5156361	5160719	+	5158540	Chr7D	5181767	5186126	+	5183946	1.0	1.0
gene:TraesCS7D03G0023000	Chr7D	5173670	5184406	-	5179038	Chr7D	5199077	5209813	-	5204445	1.0	1.0
gene:TraesCS7D03G0023900	Chr7D	5240086	5241924	+	5241005	Chr7D	5265358	5267196	+	5266277	1.0	1.0
gene:TraesCS7D03G0024000	Chr7D	5257696	5260720	-	5259208	Chr7D	5282975	5285688	-	5284331	0.912	0.912
gene:TraesCS7D03G0024200	Chr7D	5347426	5350073	+	5348749	Chr7D	5371323	5373970	+	5372646	1.0	1.0
gene:TraesCS7D03G0024300	Chr7D	5350832	5357886	+	5354359	Chr7D	5374729	5381783	+	5378256	1.0	1.0
gene:TraesCS7D03G0024500	Chr7D	5358011	5359163	-	5358587	Chr7D	5381908	5383060	-	5382484	1.0	1.0
gene:TraesCS7D03G0024600	Chr7D	5370394	5375528	+	5372961	Chr7D	5394290	5399424	+	5396857	1.0	1.0
gene:TraesCS7D03G0024700	Chr7D	5379726	5380734	+	5380230	Chr7D	5403624	5404632	+	5404128	1.0	1.0
gene:TraesCS7D03G0024800	Chr7D	5386839	5388290	+	5387564	Chr7D	5410737	5412188	+	5411462	1.0	0.999
gene:TraesCS7D03G0025000	Chr7D	5397924	5398721	-	5398322	Chr7D	5421824	5422621	-	5422222	1.0	1.0
gene:TraesCS7D03G0025200	Chr7D	5441521	5445663	-	5443592	Chr7D	5465420	5469562	-	5467491	1.0	0.999
gene:TraesCS7D03G0025300	Chr7D	5447418	5450587	+	5449002	Chr7D	5471317	5474486	+	5472901	1.0	1.0
