cs_chr	cs_start	cs_end	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	n_anchors	mean_identity
Chr5A	228713	60528080	Chr5A	141089	64906656	509	0.9914322200392928
Chr5A	63377052	151734470	Chr5A	67801672	155553734	372	0.9915860215053763
Chr5A	155555039	159534199	Chr5A	159402165	163512909	11	0.980090909090909
Chr5A	164147678	177610601	Chr5A	168066413	181802671	28	0.9861785714285712
Chr5A	180347545	180994113	Chr5A	184507057	185145611	3	0.9896666666666666
Chr5A	183430057	185651119	Chr5A	187560545	189757898	4	0.99725
Chr5A	191038029	199222973	Chr5A	195094150	203214111	16	0.9874999999999999
Chr5A	203479442	222599127	Chr5A	207474009	226402485	27	0.9935925925925927
Chr5A	224689467	225611432	Chr5A	228468724	229387904	6	0.995
Chr5A	227710257	234459206	Chr5A	231279678	237929626	17	0.9882352941176471
Chr5A	244758784	246900816	Chr5A	249831057	251926788	6	0.9966666666666667
Chr5A	258775970	388640539	Chr5A	259710707	389097068	582	0.9893058419243987
Chr5A	392580240	397253613	Chr5A	394482169	399146397	41	0.9880731707317072
Chr5A	402540994	423746112	Chr5A	402804266	423716246	103	0.9881941747572817
Chr5A	426537435	428995909	Chr5A	426191132	428556167	22	0.9954090909090908
Chr5A	431744154	709675600	Chr5A	428848441	712444445	3051	0.9894159292035398
