gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS4A02G067300	Chr4A	64956484	64958633	+	64957558	Chr4A	81076245	81078393	-	81077319	0.996	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A02G067400	Chr4A	65456768	65466040	+	65461404	Chr4A	80587480	80596759	-	80592119	0.999	0.989	rearrangement:Chr4A_block2
gene:TraesCS4A02G067500	Chr4A	65466129	65467525	+	65466827	Chr4A	80585995	80587391	-	80586693	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G067600	Chr4A	65776911	65777572	+	65777241	Chr4A	80269271	80269932	-	80269601	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G067700	Chr4A	66141610	66147352	+	66144481	Chr4A	79931712	79937436	-	79934574	0.994	0.984	rearrangement:Chr4A_block2
gene:TraesCS4A02G067800	Chr4A	66147706	66148263	-	66147984	Chr4A	79930801	79931358	+	79931079	1.0	0.98	rearrangement:Chr4A_block2
gene:TraesCS4A02G067900	Chr4A	66338112	66340516	+	66339314	Chr4A	79740205	79742611	-	79741408	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G068100	Chr4A	66605211	66608413	+	66606812	Chr4A	79464301	79467817	-	79466059	1.0	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A02G068200	Chr4A	66608835	66609979	-	66609407	Chr4A	79462735	79463879	+	79463307	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G068300	Chr4A	66801452	66802555	-	66802003	Chr4A	79330836	79331942	+	79331389	0.989	0.938	rearrangement:Chr4A_block2
gene:TraesCS4A02G068400	Chr4A	66909705	66911330	+	66910517	Chr4A	79160529	79162154	-	79161341	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G068500	Chr4A	66928370	66929657	+	66929013	Chr4A	79148174	79149463	-	79148818	1.0	0.98	rearrangement:Chr4A_block2
gene:TraesCS4A02G068600	Chr4A	66931184	66932387	+	66931785	Chr4A	79145403	79146575	-	79145989	0.962	0.92	rearrangement:Chr4A_block2
gene:TraesCS4A02G068700	Chr4A	66935027	66936119	+	66935573	Chr4A	79141661	79142756	-	79142208	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G068900	Chr4A	67259908	67261208	+	67260558	Chr4A	78782877	78784177	-	78783527	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G069000	Chr4A	67261276	67270137	-	67265706	Chr4A	78773888	78782809	+	78778348	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G069100	Chr4A	67297696	67298518	+	67298107	Chr4A	78747110	78747926	-	78747518	0.992	0.984	rearrangement:Chr4A_block2
gene:TraesCS4A02G069200	Chr4A	67414651	67417093	+	67415872	Chr4A	78627302	78629744	-	78628523	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G070500	Chr4A	67891133	67894905	-	67893019	Chr4A	78202990	78206760	+	78204875	0.998	0.979	rearrangement:Chr4A_block2
gene:TraesCS4A02G070600	Chr4A	67989337	67991245	+	67990291	Chr4A	78117820	78119737	-	78118778	1.0	0.98	rearrangement:Chr4A_block2
gene:TraesCS4A02G070700	Chr4A	68124254	68126251	-	68125252	Chr4A	77983444	77985442	+	77984443	1.0	0.988	rearrangement:Chr4A_block2
gene:TraesCS4A02G070800	Chr4A	68140967	68143747	+	68142357	Chr4A	77951983	77954762	-	77953372	0.999	0.985	rearrangement:Chr4A_block2
gene:TraesCS4A02G070900	Chr4A	68152624	68156905	-	68154764	Chr4A	77938684	77942972	+	77940828	1.0	0.991	rearrangement:Chr4A_block2
gene:TraesCS4A02G071100	Chr4A	68467158	68470498	-	68468828	Chr4A	77610049	77613387	+	77611718	0.999	0.986	rearrangement:Chr4A_block2
gene:TraesCS4A02G071200	Chr4A	68560885	68566464	-	68563674	Chr4A	77510711	77516293	+	77513502	0.995	0.983	rearrangement:Chr4A_block2
gene:TraesCS4A02G071300	Chr4A	68680979	68684907	+	68682943	Chr4A	77377671	77381932	-	77379801	1.0	0.994	rearrangement:Chr4A_block2
gene:TraesCS4A02G071400	Chr4A	68688963	68691716	+	68690339	Chr4A	77370575	77373283	-	77371929	0.97	0.939	rearrangement:Chr4A_block2
gene:TraesCS4A02G071600	Chr4A	69266252	69271410	-	69268831	Chr4A	76793658	76798816	+	76796237	1.0	0.992	rearrangement:Chr4A_block2
gene:TraesCS4A02G071700	Chr4A	69313960	69315574	+	69314767	Chr4A	76764883	76766486	-	76765684	0.993	0.991	rearrangement:Chr4A_block2
gene:TraesCS4A02G071800	Chr4A	69316944	69320433	-	69318688	Chr4A	76760059	76763512	+	76761785	0.978	0.939	rearrangement:Chr4A_block2
gene:TraesCS4A02G071900	Chr4A	69320812	69332434	-	69326623	Chr4A	76748765	76759677	+	76754221	1.0	0.994	rearrangement:Chr4A_block2
gene:TraesCS4A02G072100	Chr4A	69830835	69834881	+	69832858	Chr4A	76268843	76272889	-	76270866	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G059000	Chr4A	54106535	54110051	-	54108293	Chr4A	67060628	67064143	+	67062385	0.999	0.987	rearrangement:Chr4A_block1
gene:TraesCS4A02G059100	Chr4A	54404601	54406169	-	54405385	Chr4A	66777363	66778929	+	66778146	0.997	0.977	rearrangement:Chr4A_block1
gene:TraesCS4A02G059200	Chr4A	55377186	55380060	-	55378623	Chr4A	65786568	65789440	+	65788004	0.992	0.974	rearrangement:Chr4A_block1
gene:TraesCS4A02G059300	Chr4A	55389614	55398958	-	55394286	Chr4A	65769536	65777782	+	65773659	0.997	0.978	rearrangement:Chr4A_block1
gene:TraesCS4A02G059400	Chr4A	55572600	55575346	+	55573973	Chr4A	65570810	65573547	-	65572178	1.0	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A02G059500	Chr4A	55912521	55919370	+	55915945	Chr4A	65205627	65212478	-	65209052	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059600	Chr4A	56143732	56145991	+	56144861	Chr4A	64992634	64994892	-	64993763	1.0	0.994	rearrangement:Chr4A_block1
gene:TraesCS4A02G059700	Chr4A	56251413	56254420	-	56252916	Chr4A	64876710	64879722	+	64878216	0.997	0.973	rearrangement:Chr4A_block1
gene:TraesCS4A02G059800	Chr4A	56260273	56262853	+	56261563	Chr4A	64868193	64870772	-	64869482	0.998	0.976	rearrangement:Chr4A_block1
gene:TraesCS4A02G059900	Chr4A	56266262	56271389	-	56268825	Chr4A	64859701	64864827	+	64862264	0.999	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G060000	Chr4A	56471847	56483645	-	56477746	Chr4A	64646425	64657894	+	64652159	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060100	Chr4A	56496985	56501161	-	56499073	Chr4A	64629062	64633252	+	64631157	1.0	0.97	rearrangement:Chr4A_block1
gene:TraesCS4A02G060200	Chr4A	56501607	56506002	-	56503804	Chr4A	64624219	64628616	+	64626417	0.999	0.994	rearrangement:Chr4A_block1
gene:TraesCS4A02G060300	Chr4A	56509445	56511293	-	56510369	Chr4A	64618920	64620769	+	64619844	1.0	0.992	rearrangement:Chr4A_block1
gene:TraesCS4A02G060400	Chr4A	57163130	57167196	+	57165163	Chr4A	63907368	63911454	-	63909411	0.998	0.98	rearrangement:Chr4A_block1
gene:TraesCS4A02G060500	Chr4A	57407998	57410036	+	57409017	Chr4A	63673332	63675373	-	63674352	1.0	0.99	rearrangement:Chr4A_block1
gene:TraesCS4A02G060600	Chr4A	57434580	57435348	+	57434964	Chr4A	63648583	63649351	-	63648967	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060700	Chr4A	57517094	57521065	+	57519079	Chr4A	63562871	63566843	-	63564857	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G075900	Chr4A	75341600	75347922	+	75344761	Chr4A	70861569	70867727	-	70864648	0.996	0.99	rearrangement:Chr4A_block1
gene:TraesCS4A02G076000	Chr4A	75356152	75359291	+	75357721	Chr4A	70850337	70853389	-	70851863	0.996	0.984	rearrangement:Chr4A_block1
gene:TraesCS4A02G076200	Chr4A	75423082	75426652	+	75424867	Chr4A	70783257	70786828	-	70785042	0.999	0.976	rearrangement:Chr4A_block1
gene:TraesCS4A02G076300	Chr4A	75426806	75429140	-	75427973	Chr4A	70780771	70783103	+	70781937	0.999	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A02G076400	Chr4A	75429946	75436306	-	75433126	Chr4A	70772232	70780110	+	70776171	0.924	0.921	rearrangement:Chr4A_block1
gene:TraesCS4A02G076500	Chr4A	75437316	75441152	-	75439234	Chr4A	70767398	70771222	+	70769310	0.987	0.958	rearrangement:Chr4A_block1
