gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS2B02G015500	Chr2B	7428456	7443833	+	7436144	Chr2B	70844	86145	+	78494	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B02G015600	Chr2B	7447722	7460468	-	7454095	Chr2B	89856	102512	-	96184	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G015700	Chr2B	7565607	7579969	+	7572788	Chr2B	206336	220698	+	213517	1.0	0.989	rearrangement:Chr2B_block1
gene:TraesCS2B02G015900	Chr2B	7643087	7645223	+	7644155	Chr2B	283348	285469	+	284408	0.991	0.977	rearrangement:Chr2B_block1
gene:TraesCS2B02G016000	Chr2B	7645446	7648835	-	7647140	Chr2B	285692	289078	-	287385	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G016100	Chr2B	7654561	7658535	+	7656548	Chr2B	294812	298786	+	296799	0.999	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G016200	Chr2B	7661710	7662105	-	7661907	Chr2B	301963	302358	-	302160	1.0	0.989	rearrangement:Chr2B_block1
gene:TraesCS2B02G016300	Chr2B	7682563	7684162	-	7683362	Chr2B	322486	324088	-	323287	1.0	0.982	rearrangement:Chr2B_block1
gene:TraesCS2B02G016400	Chr2B	7689153	7689905	+	7689529	Chr2B	329079	329831	+	329455	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G016500	Chr2B	7771483	7773424	-	7772453	Chr2B	412038	413979	-	413008	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G016600	Chr2B	7776644	7778289	+	7777466	Chr2B	417215	418860	+	418037	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G016700	Chr2B	7799305	7803764	-	7801534	Chr2B	439498	443964	-	441731	1.0	0.991	rearrangement:Chr2B_block1
gene:TraesCS2B02G016800	Chr2B	7814111	7816247	-	7815179	Chr2B	453951	456087	-	455019	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B02G016900	Chr2B	7837463	7839019	+	7838241	Chr2B	477245	478798	+	478021	0.998	0.974	rearrangement:Chr2B_block1
gene:TraesCS2B02G017000	Chr2B	7855218	7856756	-	7855987	Chr2B	493980	495518	-	494749	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G017100	Chr2B	7912589	7912843	-	7912716	Chr2B	550532	550786	-	550659	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G017300	Chr2B	8069953	8071429	-	8070691	Chr2B	1016137	1017613	-	1016875	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G017400	Chr2B	8078296	8082949	-	8080622	Chr2B	1024103	1028756	-	1026429	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B02G017500	Chr2B	8174824	8176508	+	8175666	Chr2B	642270	643954	+	643112	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B02G017700	Chr2B	8249939	8252085	-	8251012	Chr2B	1040087	1042233	-	1041160	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G017800	Chr2B	8272928	8274588	+	8273758	Chr2B	1062478	1064138	+	1063308	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G017900	Chr2B	8275358	8275759	+	8275558	Chr2B	1066268	1066669	+	1066468	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B02G018000	Chr2B	8276722	8278488	+	8277605	Chr2B	1067632	1069398	+	1068515	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G018100	Chr2B	8290068	8293511	-	8291789	Chr2B	1081005	1084449	-	1082727	1.0	0.984	rearrangement:Chr2B_block1
gene:TraesCS2B02G018200	Chr2B	8385714	8389997	+	8387855	Chr2B	1172847	1177112	+	1174979	0.995	0.984	rearrangement:Chr2B_block1
gene:TraesCS2B02G018300	Chr2B	8500503	8508395	+	8504449	Chr2B	1866081	1873887	+	1869984	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G018400	Chr2B	8511941	8514055	+	8512998	Chr2B	1877433	1879547	+	1878490	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G018500	Chr2B	8561501	8569381	+	8565441	Chr2B	1932350	1939992	+	1936171	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G018700	Chr2B	8666351	8668189	+	8667270	Chr2B	2035966	2037804	+	2036885	1.0	0.999	rearrangement:Chr2B_block2
gene:TraesCS2B02G018800	Chr2B	8670792	8671418	+	8671105	Chr2B	2040407	2041033	+	2040720	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G018900	Chr2B	8747772	8748197	-	8747984	Chr2B	2116746	2117171	-	2116958	1.0	0.995	rearrangement:Chr2B_block2
gene:TraesCS2B02G019000	Chr2B	8749777	8750544	-	8750160	Chr2B	2118728	2119495	-	2119111	1.0	0.993	rearrangement:Chr2B_block2
gene:TraesCS2B02G019100	Chr2B	8766184	8773006	-	8769595	Chr2B	2135258	2141909	-	2138583	1.0	0.997	rearrangement:Chr2B_block2
gene:TraesCS2B02G019200	Chr2B	8941857	8943384	+	8942620	Chr2B	2324185	2325712	+	2324948	1.0	0.999	rearrangement:Chr2B_block2
gene:TraesCS2B02G019300	Chr2B	8994419	8997178	+	8995798	Chr2B	2401418	2404188	+	2402803	1.0	0.99	rearrangement:Chr2B_block2
gene:TraesCS2B02G019400	Chr2B	8997920	8998846	+	8998383	Chr2B	2404784	2405710	+	2405247	1.0	0.998	rearrangement:Chr2B_block2
gene:TraesCS2B02G019500	Chr2B	9016257	9034173	-	9025215	Chr2B	3064762	3082181	+	3073471	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G019600	Chr2B	9104917	9105804	-	9105360	Chr2B	2895484	2896371	-	2895927	1.0	0.998	rearrangement:Chr2B_block2
gene:TraesCS2B02G019800	Chr2B	9122805	9127661	-	9125233	Chr2B	2913055	2917899	-	2915477	0.997	0.995	rearrangement:Chr2B_block2
gene:TraesCS2B02G019900	Chr2B	9143706	9146396	+	9145051	Chr2B	2933521	2936211	+	2934866	1.0	0.996	rearrangement:Chr2B_block2
gene:TraesCS2B02G020000	Chr2B	9197533	9199065	-	9198299	Chr2B	2987340	2988871	-	2988105	0.999	0.939	rearrangement:Chr2B_block2
gene:TraesCS2B02G020400	Chr2B	9731069	9740936	-	9736002	Chr2B	5211363	5220995	+	5216179	1.0	0.993	rearrangement:Chr2B_block3
