gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS6D02G000100	Chr6D	43457	44110	-	43783	Chr6D	48700	49353	-	49026	1.0	1.0	collinear
gene:TraesCS6D02G000200	Chr6D	52444	52899	+	52671	Chr6D	57676	58131	+	57903	1.0	1.0	collinear
gene:TraesCS6D02G000300	Chr6D	88938	95787	-	92362	Chr6D	93563	100413	-	96988	0.999	0.98	collinear
gene:TraesCS6D02G000400	Chr6D	208151	209686	+	208918	Chr6D	204575	206110	+	205342	1.0	1.0	collinear
gene:TraesCS6D02G000500	Chr6D	220528	222200	-	221364	Chr6D	216745	218417	-	217581	1.0	1.0	collinear
gene:TraesCS6D02G000600	Chr6D	287899	289936	+	288917	Chr6D	284369	286406	+	285387	1.0	1.0	collinear
gene:TraesCS6D02G000700	Chr6D	347456	347876	-	347666	Chr6D	343161	343581	-	343371	1.0	0.993	collinear
gene:TraesCS6D02G000800	Chr6D	387724	390437	+	389080	Chr6D	383049	385762	+	384405	1.0	0.996	collinear
gene:TraesCS6D02G000900	Chr6D	397372	400574	-	398973	Chr6D	392695	395897	-	394296	1.0	0.999	collinear
gene:TraesCS6D02G001000	Chr6D	421451	422985	-	422218	Chr6D	416605	418132	-	417368	0.995	0.971	collinear
gene:TraesCS6D02G001100	Chr6D	423498	424658	-	424078	Chr6D	418645	419805	-	419225	0.998	0.985	collinear
gene:TraesCS6D02G001300	Chr6D	500582	502814	-	501698	Chr6D	496492	498724	-	497608	1.0	1.0	collinear
gene:TraesCS6D02G001400	Chr6D	602989	606229	-	604609	Chr6D	597593	600990	-	599291	1.0	0.913	collinear
gene:TraesCS6D02G001500	Chr6D	680571	680993	-	680782	Chr6D	674121	674543	-	674332	1.0	1.0	collinear
gene:TraesCS6D02G001600	Chr6D	803603	804859	+	804231	Chr6D	796136	797383	+	796759	0.982	0.975	collinear
