gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS4D02G000100	Chr4D	410004	411353	-	410678	Chr4D	414739	416088	-	415413	1.0	1.0	collinear
gene:TraesCS4D02G000200	Chr4D	459757	463413	+	461585	Chr4D	464454	468113	+	466283	1.0	0.997	collinear
gene:TraesCS4D02G000300	Chr4D	463593	465530	-	464561	Chr4D	468293	470230	-	469261	1.0	1.0	collinear
gene:TraesCS4D02G000400	Chr4D	465934	467579	-	466756	Chr4D	470634	472282	-	471458	1.0	1.0	collinear
gene:TraesCS4D02G000500	Chr4D	475405	480227	+	477816	Chr4D	475794	480256	+	478025	0.989	0.957	collinear
gene:TraesCS4D02G000600	Chr4D	536521	548551	+	542536	Chr4D	535828	547858	+	541843	1.0	1.0	collinear
gene:TraesCS4D02G000700	Chr4D	606454	610258	-	608356	Chr4D	602939	606743	-	604841	1.0	0.998	collinear
gene:TraesCS4D02G000800	Chr4D	610570	611973	+	611271	Chr4D	607055	608458	+	607756	1.0	0.994	collinear
gene:TraesCS4D02G000900	Chr4D	613247	618294	-	615770	Chr4D	609732	614781	-	612256	0.996	0.985	collinear
gene:TraesCS4D02G001100	Chr4D	663250	664073	+	663661	Chr4D	658757	659580	+	659168	1.0	1.0	collinear
gene:TraesCS4D02G001300	Chr4D	762065	764320	-	763192	Chr4D	756449	758679	-	757564	0.981	0.949	collinear
gene:TraesCS4D02G001400	Chr4D	1184737	1188140	+	1186438	Chr4D	1105928	1109331	+	1107629	1.0	1.0	collinear
gene:TraesCS4D02G001500	Chr4D	1197681	1199853	+	1198767	Chr4D	1118563	1120735	+	1119649	1.0	1.0	collinear
gene:TraesCS4D02G001600	Chr4D	1202412	1204113	-	1203262	Chr4D	1123294	1124995	-	1124144	1.0	0.981	collinear
gene:TraesCS4D02G001700	Chr4D	1205779	1206821	+	1206300	Chr4D	1126661	1127703	+	1127182	1.0	1.0	collinear
gene:TraesCS4D02G001800	Chr4D	1230245	1231918	+	1231081	Chr4D	1151046	1152722	+	1151884	0.997	0.977	collinear
gene:TraesCS4D02G001900	Chr4D	1239483	1240526	+	1240004	Chr4D	1159821	1160852	+	1160336	0.987	0.987	collinear
gene:TraesCS4D02G002000	Chr4D	1241676	1243905	+	1242790	Chr4D	1162002	1164231	+	1163116	1.0	1.0	collinear
gene:TraesCS4D02G002100	Chr4D	1245719	1248662	+	1247190	Chr4D	1166045	1168988	+	1167516	1.0	1.0	collinear
gene:TraesCS4D02G002200	Chr4D	1251438	1251851	-	1251644	Chr4D	1171561	1171974	-	1171767	1.0	1.0	collinear
gene:TraesCS4D02G002300	Chr4D	1286302	1287883	+	1287092	Chr4D	1205944	1207525	+	1206734	1.0	1.0	collinear
gene:TraesCS4D02G002400	Chr4D	1288444	1290808	+	1289626	Chr4D	1208086	1210450	+	1209268	1.0	1.0	collinear
gene:TraesCS4D02G002500	Chr4D	1297963	1301125	+	1299544	Chr4D	1217604	1220766	+	1219185	1.0	1.0	collinear
gene:TraesCS4D02G002600	Chr4D	1310863	1311597	-	1311230	Chr4D	1230563	1231297	-	1230930	1.0	0.941	collinear
