gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS1B02G000100	Chr1B	168082	173741	-	170911	Chr1B	145304	150816	-	148060	1.0	0.99	collinear
gene:TraesCS1B02G000200	Chr1B	459792	466556	-	463174	Chr1B	421281	427754	-	424517	1.0	0.997	collinear
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	665855	667538	+	666696	1.0	1.0	collinear
gene:TraesCS1B02G000400	Chr1B	721433	726438	-	723935	Chr1B	680164	685169	-	682666	1.0	0.996	collinear
gene:TraesCS1B02G000500	Chr1B	882170	885188	-	883679	Chr1B	839343	842361	-	840852	1.0	1.0	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	1151404	1152399	+	1151901	1.0	1.0	collinear
gene:TraesCS1B02G000700	Chr1B	1201460	1203257	+	1202358	Chr1B	1153892	1155689	+	1154790	1.0	0.999	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	1156020	1159657	-	1157838	1.0	0.993	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	1161253	1165362	-	1163307	0.922	0.922	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	1197487	1204600	+	1201043	0.989	0.979	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	1207523	1209388	+	1208455	1.0	1.0	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	1214402	1215290	-	1214846	1.0	1.0	collinear
gene:TraesCS1B02G001400	Chr1B	1272755	1344907	-	1308831	Chr1B	1221424	1293414	-	1257419	1.0	1.0	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	1364195	1366579	+	1365387	1.0	1.0	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	1367376	1370242	-	1368809	1.0	0.998	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	1371625	1374751	-	1373188	0.998	0.991	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	1378040	1384296	-	1381168	0.993	0.991	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	1404221	1407328	+	1405774	0.992	0.964	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	1556468	1567911	-	1562189	0.993	0.969	collinear
gene:TraesCS1B02G002600	Chr1B	1818420	1819343	-	1818881	Chr1B	2986948	2987873	+	2987410	1.0	0.968	collinear
gene:TraesCS1B02G002700	Chr1B	1826151	1829429	-	1827790	Chr1B	5945270	5948535	+	5946902	0.996	0.982	collinear
gene:TraesCS1B02G004100	Chr1B	2354630	2357674	-	2356152	Chr1B	2091804	2094847	-	2093325	0.999	0.987	collinear
gene:TraesCS1B02G004200	Chr1B	2537501	2540050	-	2538775	Chr1B	2274684	2277233	-	2275958	0.997	0.969	collinear
gene:TraesCS1B02G004300	Chr1B	2555943	2557543	-	2556743	Chr1B	2426811	2428411	-	2427611	1.0	1.0	collinear
gene:TraesCS1B02G004500	Chr1B	2617568	2618837	+	2618202	Chr1B	2431614	2432883	+	2432248	1.0	0.999	collinear
gene:TraesCS1B02G004600	Chr1B	2752457	2756795	-	2754626	Chr1B	2566282	2570626	-	2568454	1.0	0.998	collinear
gene:TraesCS1B02G004700	Chr1B	2917526	2920077	+	2918801	Chr1B	2754308	2756857	+	2755582	1.0	0.984	collinear
gene:TraesCS1B02G004800	Chr1B	3046414	3048699	+	3047556	Chr1B	2880226	2882514	+	2881370	1.0	0.996	collinear
gene:TraesCS1B02G004900	Chr1B	3144069	3147343	+	3145706	Chr1B	2976906	2980173	+	2978539	0.997	0.992	collinear
gene:TraesCS1B02G005000	Chr1B	3170728	3171351	-	3171039	Chr1B	3003542	3004164	-	3003853	1.0	0.931	collinear
gene:TraesCS1B02G005200	Chr1B	3200087	3213520	+	3206803	Chr1B	3039377	3052497	+	3045937	0.988	0.977	collinear
gene:TraesCS1B02G006700	Chr1B	3952346	3954184	+	3953265	Chr1B	6904459	6906297	+	6905378	1.0	0.977	collinear
