gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS7B02G000100	Chr7B	32906	36770	-	34838	Chr7B	116261	120109	-	118185	0.999	0.989	collinear
gene:TraesCS7B02G000200	Chr7B	43388	51239	-	47313	Chr7B	126624	134457	-	130540	1.0	0.989	collinear
gene:TraesCS7B02G000300	Chr7B	113161	115194	+	114177	Chr7B	195923	197940	+	196931	0.996	0.994	collinear
gene:TraesCS7B02G000400	Chr7B	115309	119981	-	117645	Chr7B	198055	202698	-	200376	1.0	0.996	collinear
gene:TraesCS7B02G000500	Chr7B	120989	122254	+	121621	Chr7B	203707	204972	+	204339	1.0	0.996	collinear
gene:TraesCS7B02G000600	Chr7B	222384	224848	+	223616	Chr7B	313976	316149	+	315062	1.0	0.968	collinear
gene:TraesCS7B02G000700	Chr7B	229098	230197	+	229647	Chr7B	320402	321501	+	320951	1.0	1.0	collinear
gene:TraesCS7B02G000800	Chr7B	230612	231250	+	230931	Chr7B	321920	322561	+	322240	1.0	0.973	collinear
gene:TraesCS7B02G001000	Chr7B	261171	262954	+	262062	Chr7B	352085	353868	+	352976	1.0	1.0	collinear
gene:TraesCS7B02G001100	Chr7B	263907	265477	+	264692	Chr7B	354821	356416	+	355618	0.983	0.931	collinear
gene:TraesCS7B02G001200	Chr7B	267438	269851	-	268644	Chr7B	358371	360781	-	359576	0.998	0.994	collinear
gene:TraesCS7B02G001300	Chr7B	287169	292385	+	289777	Chr7B	378012	383161	+	380586	1.0	0.999	collinear
gene:TraesCS7B02G001400	Chr7B	421705	425790	+	423747	Chr7B	511908	515934	+	513921	0.987	0.975	collinear
gene:TraesCS7B02G001500	Chr7B	426179	431580	-	428879	Chr7B	516323	521700	-	519011	0.993	0.99	collinear
gene:TraesCS7B02G001600	Chr7B	603142	606645	+	604893	Chr7B	692730	696233	+	694481	1.0	1.0	collinear
gene:TraesCS7B02G001700	Chr7B	640963	642786	+	641874	Chr7B	729799	731616	+	730707	0.997	0.985	collinear
gene:TraesCS7B02G001800	Chr7B	672871	673573	-	673222	Chr7B	762021	762723	-	762372	1.0	1.0	collinear
gene:TraesCS7B02G002100	Chr7B	801066	801998	+	801532	Chr7B	890061	890987	+	890524	0.993	0.982	collinear
gene:TraesCS7B02G002800	Chr7B	1154155	1155583	+	1154869	Chr7B	1022938	1024371	+	1023654	1.0	0.964	collinear
gene:TraesCS7B02G002900	Chr7B	1202960	1208805	-	1205882	Chr7B	1047793	1053625	-	1050709	0.991	0.968	collinear
gene:TraesCS7B02G003000	Chr7B	1254479	1262607	-	1258543	Chr7B	1104459	1112312	-	1108385	0.984	0.963	collinear
gene:TraesCS7B02G003100	Chr7B	1269606	1276585	-	1273095	Chr7B	1119318	1126297	-	1122807	1.0	0.995	collinear
