gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS2A02G226600	Chr2A	235354142	235356834	-	235355488	Chr2A	269608797	269611323	-	269610060	0.994	0.985	rearrangement:Chr2A_block2
gene:TraesCS2A02G226800	Chr2A	236827327	236834045	-	236830686	Chr2A	278626389	278632697	+	278629543	1.0	0.99	rearrangement:Chr2A_block2
gene:TraesCS2A02G227000	Chr2A	236834328	236839252	+	236836790	Chr2A	278621175	278626106	-	278623640	1.0	0.999	rearrangement:Chr2A_block2
gene:TraesCS2A02G227100	Chr2A	238003035	238022248	-	238012641	Chr2A	277139702	277159953	+	277149827	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G227200	Chr2A	238714566	238736803	+	238725684	Chr2A	276463286	276484607	-	276473946	0.998	0.989	rearrangement:Chr2A_block2
gene:TraesCS2A02G227300	Chr2A	239381406	239386945	+	239384175	Chr2A	275831909	275837213	-	275834561	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G227400	Chr2A	240458425	240484695	-	240471560	Chr2A	274736856	274763573	+	274750214	0.997	0.996	rearrangement:Chr2A_block2
gene:TraesCS2A02G227500	Chr2A	240758743	240760832	+	240759787	Chr2A	274460695	274462773	-	274461734	0.991	0.986	rearrangement:Chr2A_block2
gene:TraesCS2A02G227600	Chr2A	240762340	240765145	+	240763742	Chr2A	274456399	274459204	-	274457801	1.0	0.995	rearrangement:Chr2A_block2
gene:TraesCS2A02G227700	Chr2A	240811173	240811561	-	240811367	Chr2A	274404359	274404747	+	274404553	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G227800	Chr2A	240817242	240819105	+	240818173	Chr2A	274396801	274398664	-	274397732	1.0	0.989	rearrangement:Chr2A_block2
gene:TraesCS2A02G228000	Chr2A	244298499	244316360	+	244307429	Chr2A	270969102	270986982	-	270978042	1.0	0.996	rearrangement:Chr2A_block2
gene:TraesCS2A02G228400	Chr2A	250828276	250834327	-	250831301	Chr2A	268686164	268692200	+	268689182	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G228500	Chr2A	251255160	251255460	+	251255310	Chr2A	268227380	268227680	-	268227530	1.0	0.995	rearrangement:Chr2A_block2
gene:TraesCS2A02G229600	Chr2A	261172024	261184591	-	261178307	Chr2A	258477143	258489446	+	258483294	0.998	0.986	rearrangement:Chr2A_block1
gene:TraesCS2A02G229900	Chr2A	262117287	262118772	-	262118029	Chr2A	257528276	257529760	+	257529018	0.991	0.974	rearrangement:Chr2A_block1
gene:TraesCS2A02G230000	Chr2A	262160820	262170997	-	262165908	Chr2A	257472569	257487785	+	257480177	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A02G230100	Chr2A	262573269	262577316	+	262575292	Chr2A	257047710	257051757	-	257049733	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230200	Chr2A	262577875	262581256	-	262579565	Chr2A	257043796	257047151	+	257045473	0.995	0.988	rearrangement:Chr2A_block1
gene:TraesCS2A02G230400	Chr2A	265273670	265275471	-	265274570	Chr2A	255845820	255847624	+	255846722	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G230500	Chr2A	265332236	265332517	+	265332376	Chr2A	255801177	255801458	-	255801317	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G230600	Chr2A	266906809	266907210	-	266907009	Chr2A	254091954	254092355	+	254092154	1.0	0.975	rearrangement:Chr2A_block1
gene:TraesCS2A02G230700	Chr2A	267884761	267896324	-	267890542	Chr2A	253098706	253110256	+	253104481	1.0	0.994	rearrangement:Chr2A_block1
gene:TraesCS2A02G230800	Chr2A	267981192	267982130	+	267981661	Chr2A	253004894	253005832	-	253005363	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G230900	Chr2A	268558751	268560646	-	268559698	Chr2A	252414208	252416101	+	252415154	0.992	0.953	rearrangement:Chr2A_block1
gene:TraesCS2A02G231000	Chr2A	268985970	268995536	+	268990753	Chr2A	251984590	251994296	-	251989443	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G231100	Chr2A	269267246	269268081	-	269267663	Chr2A	251726383	251727218	+	251726800	1.0	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G231200	Chr2A	270290708	270299576	-	270295142	Chr2A	250716662	250725527	+	250721094	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A02G231300	Chr2A	270464249	270470226	+	270467237	Chr2A	250537280	250543173	-	250540226	0.929	0.926	rearrangement:Chr2A_block1
gene:TraesCS2A02G231400	Chr2A	271879174	271881476	-	271880325	Chr2A	248753939	248756242	+	248755090	1.0	0.978	rearrangement:Chr2A_block1
gene:TraesCS2A02G231500	Chr2A	271893131	271909842	+	271901486	Chr2A	248726364	248742824	-	248734594	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G231600	Chr2A	271909726	271912201	-	271910963	Chr2A	248723985	248726480	+	248725232	1.0	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G231700	Chr2A	272926478	272929988	-	272928233	Chr2A	247645926	247649431	+	247647678	1.0	0.99	rearrangement:Chr2A_block1
gene:TraesCS2A02G231800	Chr2A	273047719	273049603	+	273048661	Chr2A	247514769	247516653	-	247515711	1.0	0.994	rearrangement:Chr2A_block1
gene:TraesCS2A02G231900	Chr2A	273287626	273302359	-	273294992	Chr2A	247243802	247258355	+	247251078	0.996	0.987	rearrangement:Chr2A_block1
gene:TraesCS2A02G232200	Chr2A	275928473	275935089	-	275931781	Chr2A	244598234	244604858	+	244601546	1.0	0.992	rearrangement:Chr2A_block1
gene:TraesCS2A02G232300	Chr2A	276273181	276273787	+	276273484	Chr2A	244225926	244226532	-	244226229	1.0	0.976	rearrangement:Chr2A_block1
gene:TraesCS2A02G232400	Chr2A	276276336	276279155	-	276277745	Chr2A	244220953	244223725	+	244222339	0.988	0.977	rearrangement:Chr2A_block1
gene:TraesCS2A02G232500	Chr2A	276441802	276442053	+	276441927	Chr2A	244056354	244056605	-	244056479	1.0	0.988	rearrangement:Chr2A_block1
gene:TraesCS2A02G232600	Chr2A	276442206	276442322	+	276442264	Chr2A	244056084	244056200	-	244056142	1.0	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G232700	Chr2A	276858833	276859271	+	276859052	Chr2A	243633710	243634148	-	243633929	1.0	0.985	rearrangement:Chr2A_block1
gene:TraesCS2A02G232900	Chr2A	277598060	277604074	+	277601067	Chr2A	242900255	242906236	-	242903245	0.99	0.965	rearrangement:Chr2A_block1
gene:TraesCS2A02G233000	Chr2A	277603305	277607994	-	277605649	Chr2A	242896336	242901008	+	242898672	0.985	0.96	rearrangement:Chr2A_block1
gene:TraesCS2A02G233100	Chr2A	277610633	277614709	-	277612671	Chr2A	242889643	242893705	+	242891674	1.0	0.989	rearrangement:Chr2A_block1
gene:TraesCS2A02G233200	Chr2A	278344103	278344420	+	278344261	Chr2A	242205941	242206258	-	242206099	1.0	0.981	rearrangement:Chr2A_block1
gene:TraesCS2A02G233300	Chr2A	278414812	278420058	-	278417435	Chr2A	242126464	242131666	+	242129065	0.994	0.984	rearrangement:Chr2A_block1
gene:TraesCS2A02G233400	Chr2A	278445853	278467939	-	278456896	Chr2A	242070432	242091502	+	242080967	1.0	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G233500	Chr2A	278903600	278908276	-	278905938	Chr2A	241641677	241646351	+	241644014	0.998	0.959	rearrangement:Chr2A_block1
gene:TraesCS2A02G233700	Chr2A	278915285	278923029	-	278919157	Chr2A	241626373	241634117	+	241630245	0.997	0.986	rearrangement:Chr2A_block1
gene:TraesCS2A02G243400	Chr2A	342542932	342547024	-	342544978	Chr2A	365936918	365941026	+	365938972	0.997	0.978	rearrangement:Chr2A_block3
gene:TraesCS2A02G243600	Chr2A	343417184	343419557	+	343418370	Chr2A	365080051	365082427	-	365081239	1.0	0.995	rearrangement:Chr2A_block3
gene:TraesCS2A02G243700	Chr2A	343444970	343445803	-	343445386	Chr2A	365054634	365055467	+	365055050	1.0	0.998	rearrangement:Chr2A_block3
gene:TraesCS2A02G243800	Chr2A	344447847	344450383	+	344449115	Chr2A	364061146	364063673	-	364062409	0.995	0.984	rearrangement:Chr2A_block3
gene:TraesCS2A02G243900	Chr2A	345461885	345462175	-	345462030	Chr2A	363082275	363082565	+	363082420	1.0	0.996	rearrangement:Chr2A_block3
gene:TraesCS2A02G244000	Chr2A	345477820	345496291	+	345487055	Chr2A	363037295	363066636	-	363051965	1.0	0.998	rearrangement:Chr2A_block3
gene:TraesCS2A02G244100	Chr2A	346203235	346211680	+	346207457	Chr2A	362323066	362331504	-	362327285	1.0	0.995	rearrangement:Chr2A_block3
