gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS4B02G000300	Chr4B	233604	235207	-	234405	Chr4B	693322	694892	-	694107	0.961	0.927	collinear
gene:TraesCS4B02G000400	Chr4B	235554	237151	-	236352	Chr4B	695239	696839	-	696039	1.0	0.998	collinear
gene:TraesCS4B02G000500	Chr4B	536859	540040	-	538449	Chr4B	1808528	1811786	+	1810157	0.98	0.901	collinear
gene:TraesCS4B02G000600	Chr4B	556850	559568	-	558209	Chr4B	1797931	1800619	+	1799275	0.998	0.981	collinear
gene:TraesCS4B02G000700	Chr4B	593305	593700	+	593502	Chr4B	1764036	1764431	-	1764233	1.0	1.0	collinear
gene:TraesCS4B02G000800	Chr4B	606792	608698	-	607745	Chr4B	1749044	1750950	+	1749997	1.0	1.0	collinear
gene:TraesCS4B02G000900	Chr4B	621192	623232	-	622212	Chr4B	1734765	1736805	+	1735785	1.0	0.999	collinear
gene:TraesCS4B02G001000	Chr4B	639894	640937	-	640415	Chr4B	1717078	1718106	+	1717592	0.985	0.925	collinear
gene:TraesCS4B02G001100	Chr4B	652667	654439	-	653553	Chr4B	1703807	1705561	+	1704684	0.98	0.946	collinear
gene:TraesCS4B02G001200	Chr4B	804929	806039	-	805484	Chr4B	1587423	1588595	+	1588009	0.996	0.9	collinear
gene:TraesCS4B02G001300	Chr4B	807708	809435	+	808571	Chr4B	1584012	1585757	-	1584884	1.0	0.996	collinear
gene:TraesCS4B02G001400	Chr4B	811058	811978	-	811518	Chr4B	1581433	1582353	+	1581893	1.0	0.994	collinear
gene:TraesCS4B02G001500	Chr4B	824217	826230	-	825223	Chr4B	1567499	1569500	+	1568499	0.993	0.978	collinear
gene:TraesCS4B02G001600	Chr4B	1046619	1049898	-	1048258	Chr4B	1345653	1348932	+	1347292	1.0	1.0	collinear
gene:TraesCS4B02G001700	Chr4B	1055642	1057009	+	1056325	Chr4B	1338499	1339866	-	1339182	1.0	1.0	collinear
gene:TraesCS4B02G001800	Chr4B	1055540	1057158	-	1056349	Chr4B	1338350	1339968	+	1339159	1.0	1.0	collinear
gene:TraesCS4B02G001900	Chr4B	1080301	1080693	-	1080497	Chr4B	1314880	1315272	+	1315076	1.0	1.0	collinear
gene:TraesCS4B02G002000	Chr4B	1101906	1102898	+	1102402	Chr4B	1292764	1293783	-	1293273	1.0	0.965	collinear
gene:TraesCS4B02G002200	Chr4B	1198805	1199422	-	1199113	Chr4B	1210501	1211130	+	1210815	1.0	0.973	collinear
gene:TraesCS4B02G002300	Chr4B	1243148	1246366	-	1244757	Chr4B	1176088	1179335	+	1177711	0.996	0.974	collinear
gene:TraesCS4B02G002400	Chr4B	1257749	1263057	+	1260403	Chr4B	1159029	1164340	-	1161684	1.0	0.992	collinear
gene:TraesCS4B02G002500	Chr4B	1264008	1265225	-	1264616	Chr4B	1156394	1157608	+	1157001	0.985	0.969	collinear
gene:TraesCS4B02G002600	Chr4B	1316142	1320257	+	1318199	Chr4B	1101965	1106099	-	1104032	0.999	0.99	collinear
gene:TraesCS4B02G002700	Chr4B	1321134	1325121	-	1323127	Chr4B	1097197	1101092	+	1099144	0.979	0.975	collinear
gene:TraesCS4B02G003100	Chr4B	1780942	1785316	+	1783129	Chr4B	2085765	2090158	+	2087961	0.946	0.92	collinear
gene:TraesCS4B02G003500	Chr4B	2035618	2039760	-	2037689	Chr4B	2250089	2254238	-	2252163	0.966	0.901	collinear
gene:TraesCS4B02G003900	Chr4B	2435353	2436499	+	2435926	Chr4B	3056750	3057892	+	3057321	1.0	0.958	collinear
gene:TraesCS4B02G004100	Chr4B	2692191	2693329	+	2692760	Chr4B	2939216	2940354	-	2939785	1.0	0.985	collinear
gene:TraesCS4B02G004300	Chr4B	2775240	2776105	+	2775672	Chr4B	2818113	2818967	-	2818540	0.987	0.967	collinear
gene:TraesCS4B02G005100	Chr4B	3732151	3736538	+	3734344	Chr4B	3154982	3159415	-	3157198	0.997	0.914	collinear
gene:TraesCS4B02G005300	Chr4B	3784814	3786198	+	3785506	Chr4B	3864261	3865625	+	3864943	0.985	0.963	collinear
gene:TraesCS4B02G005500	Chr4B	3820826	3822385	+	3821605	Chr4B	3957088	3958633	+	3957860	0.991	0.924	collinear
gene:TraesCS4B02G005600	Chr4B	3829608	3831374	-	3830491	Chr4B	3967102	3968820	-	3967961	0.972	0.947	collinear
gene:TraesCS4B02G005700	Chr4B	3831797	3834248	+	3833022	Chr4B	3969256	3971814	+	3970535	1.0	0.969	collinear
gene:TraesCS4B02G006000	Chr4B	3865661	3867670	-	3866665	Chr4B	3990472	3992448	-	3991460	0.967	0.904	collinear
