gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS7A02G189300	Chr7A	146677500	146678632	+	146678066	Chr7A	175716284	175717415	-	175716849	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G189400	Chr7A	146676886	146680544	-	146678715	Chr7A	175714380	175718029	+	175716204	0.997	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G189500	Chr7A	146907954	146910101	+	146909027	Chr7A	175498675	175500821	-	175499748	0.999	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G189600	Chr7A	146949436	146951975	+	146950705	Chr7A	175456815	175459353	-	175458084	1.0	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A02G189700	Chr7A	146975579	146977637	-	146976608	Chr7A	175438863	175440923	+	175439893	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G189900	Chr7A	147068788	147071706	-	147070247	Chr7A	175341813	175344731	+	175343272	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G190000	Chr7A	147910498	147912714	+	147911606	Chr7A	174428264	174430480	-	174429372	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G190100	Chr7A	147918707	147920065	-	147919386	Chr7A	174420883	174422244	+	174421563	1.0	0.985	rearrangement:Chr7A_block2
gene:TraesCS7A02G190200	Chr7A	147921887	147924552	-	147923219	Chr7A	174416280	174419027	+	174417653	0.999	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G190300	Chr7A	147925922	147937465	-	147931693	Chr7A	174403330	174414873	+	174409101	0.997	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G190400	Chr7A	148375327	148376172	+	148375749	Chr7A	173992241	173993086	-	173992663	1.0	0.989	rearrangement:Chr7A_block2
gene:TraesCS7A02G190500	Chr7A	148392769	148399775	+	148396272	Chr7A	173968627	173975635	-	173972131	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G190600	Chr7A	148414887	148418041	+	148416464	Chr7A	173949889	173953043	-	173951466	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G190700	Chr7A	148480258	148494419	-	148487338	Chr7A	173873594	173887580	+	173880587	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G190800	Chr7A	148656416	148658383	+	148657399	Chr7A	173706134	173708101	-	173707117	1.0	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A02G190900	Chr7A	148807635	148809759	+	148808697	Chr7A	173556569	173558695	-	173557632	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G191100	Chr7A	148986014	148988455	-	148987234	Chr7A	173373226	173375663	+	173374444	0.997	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G191200	Chr7A	149166829	149168028	+	149167428	Chr7A	173187100	173188295	-	173187697	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G191300	Chr7A	149292238	149299527	+	149295882	Chr7A	173068372	173076200	-	173072286	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G191400	Chr7A	149302902	149306212	+	149304557	Chr7A	173061985	173065279	-	173063632	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G191500	Chr7A	149313436	149316528	+	149314982	Chr7A	173051887	173054979	-	173053433	1.0	0.989	rearrangement:Chr7A_block2
gene:TraesCS7A02G191600	Chr7A	149316906	149317802	-	149317354	Chr7A	173050613	173051509	+	173051061	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G191700	Chr7A	149424588	149426530	-	149425559	Chr7A	172933822	172935764	+	172934793	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G191800	Chr7A	149601410	149603070	+	149602240	Chr7A	172727583	172729243	-	172728413	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G191900	Chr7A	149860915	149862723	-	149861819	Chr7A	172471510	172473322	+	172472416	1.0	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A02G192000	Chr7A	149866055	149869947	-	149868001	Chr7A	172464235	172468165	+	172466200	0.995	0.986	rearrangement:Chr7A_block2
gene:TraesCS7A02G192200	Chr7A	150186668	150207181	+	150196924	Chr7A	172006830	172033639	-	172020234	1.0	0.97	rearrangement:Chr7A_block2
gene:TraesCS7A02G192400	Chr7A	150328263	150329767	-	150329015	Chr7A	171891945	171893418	+	171892681	0.979	0.978	rearrangement:Chr7A_block2
gene:TraesCS7A02G192500	Chr7A	150418491	150420566	-	150419528	Chr7A	171813618	171815693	+	171814655	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G192600	Chr7A	150442982	150445335	-	150444158	Chr7A	171788798	171791187	+	171789992	1.0	0.973	rearrangement:Chr7A_block2
gene:TraesCS7A02G192700	Chr7A	150559665	150561813	+	150560739	Chr7A	171676945	171679219	-	171678082	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G192800	Chr7A	150728816	150730384	-	150729600	Chr7A	171519552	171521120	+	171520336	1.0	0.991	rearrangement:Chr7A_block2
gene:TraesCS7A02G192900	Chr7A	150880565	150881902	+	150881233	Chr7A	171368513	171369853	-	171369183	1.0	0.982	rearrangement:Chr7A_block2
gene:TraesCS7A02G193000	Chr7A	150882284	150891381	-	150886832	Chr7A	171359107	171368130	+	171363618	1.0	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G193100	Chr7A	150904661	150910871	-	150907766	Chr7A	171339662	171345872	+	171342767	1.0	0.984	rearrangement:Chr7A_block2
gene:TraesCS7A02G193200	Chr7A	150981026	150985007	+	150983016	Chr7A	171271454	171275436	-	171273445	0.999	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G193300	Chr7A	150987471	150989255	+	150988363	Chr7A	171267205	171268992	-	171268098	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G193400	Chr7A	150989506	150993782	-	150991644	Chr7A	171262676	171266954	+	171264815	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G193500	Chr7A	150993797	151000278	-	150997037	Chr7A	171256220	171262661	+	171259440	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G193600	Chr7A	151327489	151328046	-	151327767	Chr7A	170952003	170952560	+	170952281	0.998	0.964	rearrangement:Chr7A_block2
gene:TraesCS7A02G193700	Chr7A	151381699	151383226	-	151382462	Chr7A	170892896	170894424	+	170893660	0.998	0.985	rearrangement:Chr7A_block2
gene:TraesCS7A02G193800	Chr7A	151862672	151863937	+	151863304	Chr7A	170395687	170396945	-	170396316	0.994	0.966	rearrangement:Chr7A_block2
gene:TraesCS7A02G193900	Chr7A	151874323	151875361	+	151874842	Chr7A	170384645	170385683	-	170385164	1.0	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G194000	Chr7A	151960340	151961653	-	151960996	Chr7A	170298604	170299917	+	170299260	1.0	0.992	rearrangement:Chr7A_block2
gene:TraesCS7A02G194100	Chr7A	152084396	152085775	+	152085085	Chr7A	170202761	170204137	-	170203449	1.0	0.986	rearrangement:Chr7A_block2
gene:TraesCS7A02G194200	Chr7A	152507053	152508332	+	152507692	Chr7A	169727287	169728566	-	169727926	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G194300	Chr7A	152540384	152541552	+	152540968	Chr7A	169683021	169684189	-	169683605	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G194400	Chr7A	152543110	152550290	-	152546700	Chr7A	169674299	169681461	+	169677880	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G194500	Chr7A	152832641	152834428	+	152833534	Chr7A	169411488	169413275	-	169412381	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G194600	Chr7A	153376063	153381870	-	153378966	Chr7A	168536287	168542091	+	168539189	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G194800	Chr7A	154329966	154334011	-	154331988	Chr7A	167426820	167430863	+	167428841	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G194900	Chr7A	154384329	154386305	+	154385317	Chr7A	167375542	167377520	-	167376531	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G195000	Chr7A	154387196	154390235	-	154388715	Chr7A	167371612	167374651	+	167373131	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G195100	Chr7A	154557786	154559276	-	154558531	Chr7A	167203275	167204766	+	167204020	1.0	0.988	rearrangement:Chr7A_block2
gene:TraesCS7A02G195200	Chr7A	154560366	154564714	-	154562540	Chr7A	167198237	167202576	+	167200406	1.0	0.981	rearrangement:Chr7A_block2
gene:TraesCS7A02G195300	Chr7A	155259038	155260351	+	155259694	Chr7A	166473669	166479043	-	166476356	0.989	0.984	rearrangement:Chr7A_block2
gene:TraesCS7A02G195400	Chr7A	155296066	155305869	-	155300967	Chr7A	166432250	166441247	+	166436748	0.993	0.981	rearrangement:Chr7A_block2
gene:TraesCS7A02G195500	Chr7A	155510847	155513308	+	155512077	Chr7A	166238858	166241310	-	166240084	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G195600	Chr7A	155599666	155603973	-	155601819	Chr7A	166126448	166130755	+	166128601	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G195700	Chr7A	155643310	155644710	-	155644010	Chr7A	166085887	166087263	+	166086575	0.982	0.951	rearrangement:Chr7A_block2
gene:TraesCS7A02G195800	Chr7A	155645304	155646696	-	155646000	Chr7A	166083901	166085293	+	166084597	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G195900	Chr7A	155647347	155657766	-	155652556	Chr7A	166073172	166083245	+	166078208	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G196000	Chr7A	155951801	155952750	+	155952275	Chr7A	165794636	165795587	-	165795111	0.998	0.986	rearrangement:Chr7A_block2
gene:TraesCS7A02G196100	Chr7A	155965323	155968273	-	155966798	Chr7A	165779121	165782071	+	165780596	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G196300	Chr7A	156112016	156116469	+	156114242	Chr7A	165642907	165647362	-	165645134	0.996	0.976	rearrangement:Chr7A_block2
gene:TraesCS7A02G196400	Chr7A	156128576	156132368	+	156130472	Chr7A	165627028	165630792	-	165628910	0.984	0.958	rearrangement:Chr7A_block2
gene:TraesCS7A02G196500	Chr7A	156267495	156269051	+	156268273	Chr7A	165493914	165495470	-	165494692	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G196600	Chr7A	156317994	156321027	+	156319510	Chr7A	165442741	165445773	-	165444257	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G196700	Chr7A	156549057	156550919	+	156549988	Chr7A	165207783	165209612	-	165208697	0.98	0.979	rearrangement:Chr7A_block2
gene:TraesCS7A02G196800	Chr7A	156551085	156551540	-	156551312	Chr7A	165207160	165207617	+	165207388	1.0	0.984	rearrangement:Chr7A_block2
gene:TraesCS7A02G196900	Chr7A	156565931	156567541	-	156566736	Chr7A	165191367	165192976	+	165192171	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G198900	Chr7A	161650540	161651403	+	161650971	Chr7A	159342856	159343714	-	159343285	0.994	0.973	rearrangement:Chr7A_block1
gene:TraesCS7A02G199000	Chr7A	161737600	161738897	-	161738248	Chr7A	159260946	159262239	+	159261592	0.996	0.991	rearrangement:Chr7A_block1
