gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS3D02G000100	Chr3D	325619	325987	-	325803	Chr3D	3368035	3368421	+	3368228	1.0	0.925	collinear
gene:TraesCS3D02G000200	Chr3D	328329	328952	+	328640	Chr3D	3361690	3362313	-	3362001	1.0	1.0	collinear
gene:TraesCS3D02G000400	Chr3D	356416	357339	-	356877	Chr3D	3337891	3338815	+	3338353	1.0	0.946	collinear
gene:TraesCS3D02G000500	Chr3D	390450	391973	-	391211	Chr3D	3321489	3323012	+	3322250	1.0	0.984	collinear
gene:TraesCS3D02G000800	Chr3D	494126	496511	+	495318	Chr3D	3226292	3228677	-	3227484	1.0	0.965	collinear
gene:TraesCS3D02G000900	Chr3D	507597	508251	-	507924	Chr3D	3221924	3222588	+	3222256	0.989	0.968	collinear
gene:TraesCS3D02G001400	Chr3D	707880	709355	+	708617	Chr3D	3080312	3081787	-	3081049	1.0	0.995	collinear
gene:TraesCS3D02G001500	Chr3D	770364	773698	+	772031	Chr3D	3016323	3019657	-	3017990	1.0	1.0	collinear
gene:TraesCS3D02G001600	Chr3D	774041	778387	-	776214	Chr3D	3011634	3015980	+	3013807	1.0	1.0	collinear
gene:TraesCS3D02G001700	Chr3D	843836	846634	-	845235	Chr3D	2944323	2947121	+	2945722	1.0	1.0	collinear
gene:TraesCS3D02G001800	Chr3D	853402	855095	+	854248	Chr3D	2935908	2937592	-	2936750	0.994	0.951	collinear
gene:TraesCS3D02G001900	Chr3D	865996	870567	-	868281	Chr3D	2920476	2925047	+	2922761	1.0	0.996	collinear
gene:TraesCS3D02G002000	Chr3D	925863	930264	-	928063	Chr3D	2860824	2865226	+	2863025	1.0	0.999	collinear
gene:TraesCS3D02G002100	Chr3D	950970	952775	+	951872	Chr3D	2838792	2840600	-	2839696	1.0	0.985	collinear
gene:TraesCS3D02G002200	Chr3D	1016389	1018081	-	1017235	Chr3D	2774655	2776347	+	2775501	1.0	1.0	collinear
gene:TraesCS3D02G002300	Chr3D	1109698	1110822	+	1110260	Chr3D	2682695	2683819	-	2683257	1.0	1.0	collinear
gene:TraesCS3D02G002400	Chr3D	1112780	1122933	+	1117856	Chr3D	2670815	2680737	-	2675776	1.0	0.998	collinear
gene:TraesCS3D02G002500	Chr3D	1138991	1145797	-	1142394	Chr3D	2648623	2654793	+	2651708	1.0	1.0	collinear
gene:TraesCS3D02G002600	Chr3D	1195709	1196983	-	1196346	Chr3D	2597597	2598868	+	2598232	0.997	0.969	collinear
gene:TraesCS3D02G002700	Chr3D	1252991	1257142	-	1255066	Chr3D	2539001	2542927	+	2540964	1.0	0.997	collinear
gene:TraesCS3D02G002800	Chr3D	1263500	1272210	+	1267855	Chr3D	2523938	2532644	-	2528291	1.0	0.998	collinear
gene:TraesCS3D02G002900	Chr3D	1279421	1281425	+	1280423	Chr3D	2514758	2516761	-	2515759	1.0	1.0	collinear
gene:TraesCS3D02G003000	Chr3D	1296966	1297936	-	1297451	Chr3D	2498256	2499226	+	2498741	1.0	1.0	collinear
gene:TraesCS3D02G003100	Chr3D	1314751	1316071	-	1315411	Chr3D	2480769	2482089	+	2481429	1.0	1.0	collinear
gene:TraesCS3D02G003200	Chr3D	1337527	1339579	+	1338553	Chr3D	2457874	2459926	-	2458900	1.0	1.0	collinear
gene:TraesCS3D02G003300	Chr3D	1345628	1347413	-	1346520	Chr3D	2450039	2451824	+	2450931	1.0	0.998	collinear
gene:TraesCS3D02G003400	Chr3D	1496410	1498407	-	1497408	Chr3D	2295711	2297708	+	2296709	1.0	1.0	collinear
gene:TraesCS3D02G003500	Chr3D	1602462	1602965	-	1602713	Chr3D	2192221	2192724	+	2192472	1.0	0.998	collinear
gene:TraesCS3D02G003600	Chr3D	1606509	1608807	-	1607658	Chr3D	2186379	2188677	+	2187528	1.0	1.0	collinear
gene:TraesCS3D02G003700	Chr3D	1634040	1636188	-	1635114	Chr3D	2159528	2161676	+	2160602	1.0	1.0	collinear
gene:TraesCS3D02G003800	Chr3D	1638722	1640647	-	1639684	Chr3D	2155069	2156994	+	2156031	1.0	0.998	collinear
gene:TraesCS3D02G003900	Chr3D	1655945	1659437	+	1657691	Chr3D	2136282	2139774	-	2138028	1.0	0.988	collinear
gene:TraesCS3D02G004100	Chr3D	1733084	1736612	-	1734848	Chr3D	2060330	2063858	+	2062094	1.0	1.0	collinear
gene:TraesCS3D02G004200	Chr3D	1743755	1745410	+	1744582	Chr3D	2051539	2053194	-	2052366	1.0	0.999	collinear
gene:TraesCS3D02G004300	Chr3D	1748596	1750441	+	1749518	Chr3D	2046508	2048353	-	2047430	1.0	0.997	collinear
gene:TraesCS3D02G004400	Chr3D	1761567	1762730	-	1762148	Chr3D	2034429	2035592	+	2035010	1.0	1.0	collinear
gene:TraesCS3D02G004500	Chr3D	1765787	1771755	-	1768771	Chr3D	2026591	2031372	+	2028981	0.911	0.906	collinear
gene:TraesCS3D02G004600	Chr3D	1845275	1846487	+	1845881	Chr3D	1951775	1952987	-	1952381	1.0	1.0	collinear
gene:TraesCS3D02G004700	Chr3D	1872134	1873688	-	1872911	Chr3D	1925068	1926615	+	1925841	0.995	0.973	collinear
gene:TraesCS3D02G004800	Chr3D	1882953	1883660	+	1883306	Chr3D	1915317	1916024	-	1915670	1.0	1.0	collinear
gene:TraesCS3D02G004900	Chr3D	1889301	1890762	+	1890031	Chr3D	1908215	1909676	-	1908945	1.0	0.998	collinear
gene:TraesCS3D02G005000	Chr3D	1914844	1922686	-	1918765	Chr3D	1876710	1884564	+	1880637	1.0	0.996	collinear
gene:TraesCS3D02G005100	Chr3D	1991299	1993207	-	1992253	Chr3D	1808573	1810495	+	1809534	1.0	0.984	collinear
gene:TraesCS3D02G005200	Chr3D	2044496	2045103	-	2044799	Chr3D	1757744	1758350	+	1758047	0.997	0.989	collinear
gene:TraesCS3D02G005300	Chr3D	2094681	2098889	+	2096785	Chr3D	1704173	1708401	-	1706287	1.0	0.984	collinear
gene:TraesCS3D02G005400	Chr3D	2141059	2143491	+	2142275	Chr3D	1660824	1663097	-	1661960	1.0	0.996	collinear
gene:TraesCS3D02G005500	Chr3D	2147110	2150436	-	2148773	Chr3D	1653867	1657207	+	1655537	1.0	0.988	collinear
gene:TraesCS3D02G005600	Chr3D	2150758	2151273	-	2151015	Chr3D	1653030	1653545	+	1653287	1.0	1.0	collinear
gene:TraesCS3D02G005700	Chr3D	2152072	2162952	-	2157512	Chr3D	1641689	1652231	+	1646960	1.0	1.0	collinear
gene:TraesCS3D02G005800	Chr3D	2194172	2194792	-	2194482	Chr3D	1609222	1609818	+	1609520	0.961	0.954	collinear
gene:TraesCS3D02G005900	Chr3D	2201394	2201804	-	2201599	Chr3D	1602210	1602620	+	1602415	1.0	1.0	collinear
gene:TraesCS3D02G006000	Chr3D	2239080	2239552	-	2239316	Chr3D	1565302	1565774	+	1565538	1.0	1.0	collinear
gene:TraesCS3D02G006100	Chr3D	2242930	2243343	-	2243136	Chr3D	1561511	1561924	+	1561717	1.0	1.0	collinear
gene:TraesCS3D02G006200	Chr3D	2256220	2256633	-	2256426	Chr3D	1548556	1548969	+	1548762	1.0	1.0	collinear
gene:TraesCS3D02G006300	Chr3D	2266111	2266515	-	2266313	Chr3D	1538845	1539249	+	1539047	1.0	0.997	collinear
gene:TraesCS3D02G006400	Chr3D	2271951	2272352	-	2272151	Chr3D	1533186	1533587	+	1533386	1.0	1.0	collinear
gene:TraesCS3D02G006500	Chr3D	2306529	2307342	+	2306935	Chr3D	1498092	1498905	-	1498498	1.0	1.0	collinear
gene:TraesCS3D02G006600	Chr3D	2308597	2309333	+	2308965	Chr3D	1496101	1496837	-	1496469	1.0	1.0	collinear
gene:TraesCS3D02G006700	Chr3D	2370310	2379035	-	2374672	Chr3D	1420236	1428969	+	1424602	1.0	0.999	collinear
gene:TraesCS3D02G006800	Chr3D	2413787	2415102	+	2414444	Chr3D	1384578	1385893	-	1385235	1.0	1.0	collinear
gene:TraesCS3D02G006900	Chr3D	2448239	2451524	-	2449881	Chr3D	1348488	1351750	+	1350119	1.0	0.992	collinear
gene:TraesCS3D02G007000	Chr3D	2452535	2453530	-	2453032	Chr3D	1346482	1347477	+	1346979	1.0	1.0	collinear
gene:TraesCS3D02G007100	Chr3D	2461836	2462258	-	2462047	Chr3D	1337872	1338294	+	1338083	1.0	1.0	collinear
gene:TraesCS3D02G007200	Chr3D	2462521	2465680	-	2464100	Chr3D	1334450	1337609	+	1336029	1.0	1.0	collinear
