gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS5A02G116100	Chr5A	237460197	237478612	-	237469404	Chr5A	259127893	259146296	+	259137094	1.0	0.993	rearrangement:Chr5A_block1
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	258657437	258657740	-	258657588	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	257926799	257927084	-	257926941	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116600	Chr5A	238790277	238790595	-	238790436	Chr5A	257828564	257828882	+	257828723	1.0	0.99	rearrangement:Chr5A_block1
gene:TraesCS5A02G116900	Chr5A	238822206	238822644	+	238822425	Chr5A	257796516	257796954	-	257796735	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G117100	Chr5A	238822947	238830497	+	238826722	Chr5A	257788670	257796212	-	257792441	0.995	0.986	rearrangement:Chr5A_block1
gene:TraesCS5A02G117000	Chr5A	238828456	238828758	-	238828607	Chr5A	257790408	257790710	+	257790559	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117200	Chr5A	238847111	238849203	-	238848157	Chr5A	257770143	257772236	+	257771189	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G117300	Chr5A	238860045	238860455	-	238860250	Chr5A	257758891	257759298	+	257759094	0.992	0.987	rearrangement:Chr5A_block1
gene:TraesCS5A02G117400	Chr5A	238900801	238901760	+	238901280	Chr5A	257717589	257718546	-	257718067	0.997	0.994	rearrangement:Chr5A_block1
gene:TraesCS5A02G117500	Chr5A	239118833	239124161	+	239121497	Chr5A	257497728	257503100	-	257500414	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G117600	Chr5A	239396439	239410643	+	239403541	Chr5A	257213978	257227822	-	257220900	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G117700	Chr5A	239526892	239533263	+	239530077	Chr5A	257093512	257099883	-	257096697	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117800	Chr5A	241270109	241292666	+	241281387	Chr5A	255346805	255368860	-	255357832	0.998	0.989	rearrangement:Chr5A_block1
gene:TraesCS5A02G117900	Chr5A	241455231	241455617	+	241455424	Chr5A	255184784	255185170	-	255184977	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118100	Chr5A	241763882	241764085	-	241763983	Chr5A	254887775	254887978	+	254887876	1.0	0.97	rearrangement:Chr5A_block1
gene:TraesCS5A02G118200	Chr5A	242531195	242538426	-	242534810	Chr5A	254116176	254123408	+	254119792	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G118300	Chr5A	242843056	242856337	+	242849696	Chr5A	253796602	253809821	-	253803211	0.999	0.975	rearrangement:Chr5A_block1
gene:TraesCS5A02G118500	Chr5A	244429498	244431032	+	244430265	Chr5A	252247401	252248935	-	252248168	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118600	Chr5A	244448153	244450867	-	244449510	Chr5A	252227835	252230549	+	252229192	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G187100	Chr5A	389052380	389060906	+	389056643	Chr5A	402577757	402585820	-	402581788	0.979	0.964	rearrangement:Chr5A_block3
gene:TraesCS5A02G187200	Chr5A	389061691	389064458	-	389063074	Chr5A	402574206	402576971	+	402575588	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187300	Chr5A	389069720	389073100	+	389071410	Chr5A	402565842	402569204	-	402567523	0.992	0.985	rearrangement:Chr5A_block3
gene:TraesCS5A02G187400	Chr5A	389131980	389133955	-	389132967	Chr5A	402504772	402506747	+	402505759	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187500	Chr5A	389153524	389154678	+	389154101	Chr5A	402484046	402485200	-	402484623	1.0	0.991	rearrangement:Chr5A_block3
gene:TraesCS5A02G187600	Chr5A	389159558	389163387	+	389161472	Chr5A	402475342	402479168	-	402477255	0.997	0.982	rearrangement:Chr5A_block3
gene:TraesCS5A02G187700	Chr5A	389165768	389167324	-	389166546	Chr5A	402471417	402472966	+	402472191	0.993	0.98	rearrangement:Chr5A_block3
gene:TraesCS5A02G187800	Chr5A	389635768	389637484	-	389636626	Chr5A	402005707	402007412	+	402006559	0.99	0.972	rearrangement:Chr5A_block3
gene:TraesCS5A02G187900	Chr5A	389713723	389715786	+	389714754	Chr5A	401935381	401937444	-	401936412	1.0	0.994	rearrangement:Chr5A_block3
gene:TraesCS5A02G188000	Chr5A	389716642	389718098	+	389717370	Chr5A	401933072	401934528	-	401933800	1.0	0.983	rearrangement:Chr5A_block3
gene:TraesCS5A02G188100	Chr5A	389719370	389724310	+	389721840	Chr5A	401926852	401931801	-	401929326	1.0	0.992	rearrangement:Chr5A_block3
gene:TraesCS5A02G188200	Chr5A	389724313	389726710	-	389725511	Chr5A	401924451	401926849	+	401925650	0.997	0.979	rearrangement:Chr5A_block3
gene:TraesCS5A02G188300	Chr5A	389763146	389764957	-	389764051	Chr5A	401886344	401888039	+	401887191	0.947	0.932	rearrangement:Chr5A_block3
gene:TraesCS5A02G188400	Chr5A	390229534	390231245	+	390230389	Chr5A	401422342	401424055	-	401423198	0.994	0.973	rearrangement:Chr5A_block3
gene:TraesCS5A02G188500	Chr5A	390234284	390237986	+	390236135	Chr5A	401415612	401419314	-	401417463	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188600	Chr5A	390242133	390244439	-	390243286	Chr5A	401409187	401411465	+	401410326	0.983	0.937	rearrangement:Chr5A_block3
gene:TraesCS5A02G188700	Chr5A	390365810	390370864	-	390368337	Chr5A	401283973	401289040	+	401286506	1.0	0.991	rearrangement:Chr5A_block3
gene:TraesCS5A02G188800	Chr5A	390552710	390563403	-	390558056	Chr5A	401091641	401102310	+	401096975	0.987	0.977	rearrangement:Chr5A_block3
