gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	403189	404751	+	403970	0.995	0.972	collinear
gene:TraesCS6A02G000200	Chr6A	103455	110107	+	106781	Chr6A	448263	454875	+	451569	0.999	0.969	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	656127	658014	+	657070	0.999	0.992	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	658026	660993	+	659509	0.998	0.988	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	2073012	2078698	-	2075855	1.0	0.986	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	2067758	2071970	+	2069864	0.998	0.988	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	2036168	2040855	-	2038511	0.951	0.946	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	2034163	2035700	-	2034931	1.0	0.991	collinear
gene:TraesCS6A02G001000	Chr6A	637025	639371	+	638198	Chr6A	2031004	2033342	-	2032173	0.978	0.949	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	2026029	2032616	+	2029322	0.995	0.978	collinear
gene:TraesCS6A02G001200	Chr6A	734214	735473	-	734843	Chr6A	1902817	1903716	+	1903266	0.996	0.993	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	1861321	1864254	+	1862787	1.0	0.978	collinear
gene:TraesCS6A02G001500	Chr6A	786731	788315	+	787523	Chr6A	1848194	1849778	-	1848986	1.0	0.997	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	1834789	1841060	+	1837924	0.995	0.974	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	1821080	1825503	-	1823291	1.0	0.992	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	1808235	1815141	+	1811688	1.0	0.99	collinear
gene:TraesCS6A02G002000	Chr6A	914925	915899	-	915412	Chr6A	1787577	1788551	+	1788064	0.987	0.959	collinear
gene:TraesCS6A02G002100	Chr6A	917908	918405	+	918156	Chr6A	1785091	1785588	-	1785339	1.0	0.996	collinear
gene:TraesCS6A02G002200	Chr6A	925885	926272	-	926078	Chr6A	1777281	1777668	+	1777474	1.0	1.0	collinear
gene:TraesCS6A02G002300	Chr6A	932264	933310	+	932787	Chr6A	1770226	1771272	-	1770749	1.0	0.993	collinear
gene:TraesCS6A02G002400	Chr6A	942509	947206	-	944857	Chr6A	1757157	1761803	+	1759480	1.0	0.998	collinear
gene:TraesCS6A02G002500	Chr6A	955213	960217	+	957715	Chr6A	1737612	1741972	-	1739792	0.912	0.911	collinear
gene:TraesCS6A02G002600	Chr6A	967860	968797	-	968328	Chr6A	1729271	1730178	+	1729724	0.961	0.958	collinear
gene:TraesCS6A02G002700	Chr6A	1029778	1031799	-	1030788	Chr6A	1666967	1668983	+	1667975	0.997	0.995	collinear
gene:TraesCS6A02G002800	Chr6A	1056980	1057585	+	1057282	Chr6A	1604236	1604841	-	1604538	1.0	0.993	collinear
