gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS7B03G0000100	Chr7B	32670	36534	-	34602	Chr5B	467839716	467843580	+	467841648	1.0	1.0	collinear
gene:TraesCS7B03G0000200	Chr7B	43049	50894	-	46971	Chr5B	467825350	467833201	+	467829275	1.0	0.999	collinear
gene:TraesCS7B03G0001000	Chr7B	112378	114411	+	113394	Chr5B	467761952	467763985	-	467762968	1.0	0.999	collinear
gene:TraesCS7B03G0001100	Chr7B	114526	119198	-	116862	Chr5B	467757165	467761837	+	467759501	1.0	1.0	collinear
gene:TraesCS7B03G0001200	Chr7B	120206	121471	+	120838	Chr5B	467754891	467756156	-	467755523	1.0	1.0	collinear
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr5B	467644963	467647128	-	467646045	1.0	1.0	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr5B	467639614	467640713	-	467640163	1.0	1.0	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr5B	467638561	467639199	-	467638880	1.0	1.0	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr5B	467610028	467611938	-	467610983	0.929	0.923	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr5B	467606384	467608167	-	467607275	1.0	1.0	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr5B	467603861	467605431	-	467604646	1.0	1.0	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr5B	467599467	467601880	+	467600673	1.0	1.0	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr5B	467577003	467582219	-	467579611	1.0	1.0	collinear
gene:TraesCS7B03G0002600	Chr7B	419319	423404	+	421361	Chr5B	467444200	467448285	-	467446242	1.0	1.0	collinear
gene:TraesCS7B03G0002900	Chr7B	423793	429194	-	426493	Chr5B	467438410	467443811	+	467441110	1.0	1.0	collinear
gene:TraesCS7B03G0003100	Chr7B	600800	604303	+	602551	Chr5B	467264226	467267729	-	467265977	1.0	1.0	collinear
gene:TraesCS7B03G0003300	Chr7B	637875	639698	+	638786	Chr5B	467228799	467230622	-	467229710	1.0	1.0	collinear
gene:TraesCS7B03G0003400	Chr7B	669783	670485	-	670134	Chr5B	467198854	467199556	+	467199205	1.0	1.0	collinear
gene:TraesCS7B03G0003800	Chr7B	778870	779724	-	779297	Chr5B	467089628	467090482	+	467090055	1.0	1.0	collinear
gene:TraesCS7B03G0003900	Chr7B	797978	798910	+	798444	Chr5B	467070385	467071317	-	467070851	1.0	1.0	collinear
gene:TraesCS7B03G0004600	Chr7B	844925	847126	+	846025	Chr5B	467022593	467024794	-	467023693	1.0	0.999	collinear
gene:TraesCS7B03G0005100	Chr7B	1038544	1039671	+	1039107	Chr5B	466854889	466856016	-	466855452	1.0	1.0	collinear
gene:TraesCS7B03G0005400	Chr7B	1055416	1057852	-	1056634	Chr5B	466836688	466839124	+	466837906	1.0	0.999	collinear
gene:TraesCS7B03G0005500	Chr7B	1082873	1087104	-	1084988	Chr5B	466807361	466811592	+	466809476	1.0	1.0	collinear
gene:TraesCS7B03G0005300	Chr7B	1051386	1121512	-	1086449	Chr5B	466772872	466843154	+	466808013	1.0	0.997	collinear
gene:TraesCS7B03G0005600	Chr7B	1170334	1171762	+	1171048	Chr5B	466722552	466723980	-	466723266	1.0	1.0	collinear
gene:TraesCS7B03G0005700	Chr7B	1213141	1218986	-	1216063	Chr5B	466679391	466685236	+	466682313	1.0	1.0	collinear
gene:TraesCS7B03G0006000	Chr7B	1264151	1272041	-	1268096	Chr5B	466626330	466634232	+	466630281	1.0	1.0	collinear
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr5B	466612352	466619331	+	466615841	1.0	1.0	collinear
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr5B	466605343	466611676	+	466608509	1.0	1.0	collinear
gene:TraesCS7B03G0006500	Chr7B	1313496	1318517	+	1316006	Chr5B	466579777	466584799	-	466582288	1.0	0.999	collinear
gene:TraesCS7B03G0006700	Chr7B	1322519	1336722	+	1329620	Chr5B	466561572	466575775	-	466568673	1.0	1.0	collinear
gene:TraesCS7B03G0006800	Chr7B	1340667	1341047	+	1340857	Chr5B	466557247	466557627	-	466557437	1.0	1.0	collinear
gene:TraesCS7B03G0007200	Chr7B	1360503	1361234	+	1360868	Chr5B	466509736	466510467	-	466510101	1.0	1.0	collinear
gene:TraesCS7B03G0007400	Chr7B	1373321	1373710	+	1373515	Chr5B	466497239	466497628	-	466497433	1.0	1.0	collinear
gene:TraesCS7B03G0008000	Chr7B	1436165	1437258	+	1436711	Chr5B	466430740	466431833	-	466431286	1.0	1.0	collinear
gene:TraesCS7B03G0008100	Chr7B	1480605	1481773	+	1481189	Chr5B	466386503	466387670	-	466387086	0.999	0.999	collinear
gene:TraesCS7B03G0008600	Chr7B	1693992	1694231	+	1694111	Chr5B	466172950	466173189	-	466173069	1.0	1.0	collinear
gene:TraesCS7B03G0010400	Chr7B	2097129	2100452	+	2098790	Chr5B	465816050	465819390	-	465817720	1.0	0.993	collinear
gene:TraesCS7B03G0010500	Chr7B	2662842	2663519	-	2663180	Chr5B	465444242	465444919	+	465444580	1.0	1.0	collinear
gene:TraesCS7B03G0010700	Chr7B	2668551	2670096	+	2669323	Chr5B	465437664	465439209	-	465438436	1.0	1.0	collinear
gene:TraesCS7B03G0011300	Chr7B	2894770	2896423	-	2895596	Chr5B	465211147	465212800	+	465211973	1.0	0.986	collinear
gene:TraesCS7B03G0011700	Chr7B	3081146	3082585	+	3081865	Chr5B	465025134	465026573	-	465025853	1.0	1.0	collinear
gene:TraesCS7B03G0011800	Chr7B	3116205	3118160	+	3117182	Chr5B	464989381	464991370	-	464990375	0.998	0.984	collinear
gene:TraesCS7B03G0011900	Chr7B	3118757	3122830	-	3120793	Chr5B	464984743	464988784	+	464986763	0.963	0.948	collinear
gene:TraesCS7B03G0012000	Chr7B	3221369	3227272	-	3224320	Chr5B	464865004	464869564	+	464867284	0.978	0.974	collinear
gene:TraesCS7B03G0012200	Chr7B	3242585	3251280	-	3246932	Chr5B	464840700	464849395	+	464845047	1.0	1.0	collinear
gene:TraesCS7B03G0012600	Chr7B	3264575	3273390	+	3268982	Chr5B	464825710	464834426	-	464830068	0.957	0.956	collinear
gene:TraesCS7B03G0012700	Chr7B	3275744	3280289	-	3278016	Chr5B	464818783	464823374	+	464821078	0.993	0.965	collinear
gene:TraesCS7B03G0013100	Chr7B	3425640	3425927	-	3425783	Chr5B	464672905	464673192	+	464673048	1.0	1.0	collinear
gene:TraesCS7B03G0013300	Chr7B	3473390	3482107	-	3477748	Chr5B	464617047	464625764	+	464621405	1.0	1.0	collinear
