gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS2D03G0000100	Chr2D	80423	88053	+	84238	Chr2D	76358	83995	+	80176	1.0	0.999	collinear
gene:TraesCS2D03G0000200	Chr2D	89594	93032	-	91313	Chr2D	85536	88964	-	87250	0.996	0.996	collinear
gene:TraesCS2D03G0000300	Chr2D	103714	104259	-	103986	Chr2D	99932	100477	-	100204	1.0	1.0	collinear
gene:TraesCS2D03G0000400	Chr2D	302821	307159	+	304990	Chr2D	298899	303237	+	301068	1.0	1.0	collinear
gene:TraesCS2D03G0000700	Chr2D	324320	325720	+	325020	Chr2D	320442	321842	+	321142	1.0	0.998	collinear
gene:TraesCS2D03G0000800	Chr2D	328026	333944	-	330985	Chr2D	323948	329866	-	326907	1.0	1.0	collinear
gene:TraesCS2D03G0000900	Chr2D	378562	379694	-	379128	Chr2D	374485	375617	-	375051	1.0	1.0	collinear
gene:TraesCS2D03G0001000	Chr2D	392241	395710	+	393975	Chr2D	388278	391747	+	390012	1.0	1.0	collinear
gene:TraesCS2D03G0001300	Chr2D	402281	404837	+	403559	Chr2D	398318	400874	+	399596	1.0	1.0	collinear
gene:TraesCS2D03G0001400	Chr2D	465877	484345	+	475111	Chr2D	462211	480678	+	471444	1.0	1.0	collinear
gene:TraesCS2D03G0001500	Chr2D	512185	513105	+	512645	Chr2D	508608	509528	+	509068	1.0	1.0	collinear
gene:TraesCS2D03G0001600	Chr2D	517999	519840	+	518919	Chr2D	514466	516307	+	515386	1.0	0.999	collinear
gene:TraesCS2D03G0001800	Chr2D	675239	678446	+	676842	Chr2D	671602	674809	+	673205	1.0	1.0	collinear
gene:TraesCS2D03G0001900	Chr2D	679143	683010	-	681076	Chr2D	675506	679373	-	677439	1.0	1.0	collinear
gene:TraesCS2D03G0002000	Chr2D	685135	687301	+	686218	Chr2D	681498	683667	+	682582	1.0	1.0	collinear
gene:TraesCS2D03G0002400	Chr2D	1649503	1653274	-	1651388	Chr2D	1638167	1641938	-	1640052	1.0	1.0	collinear
gene:TraesCS2D03G0002600	Chr2D	1713950	1716334	+	1715142	Chr2D	1705171	1707555	+	1706363	1.0	1.0	collinear
gene:TraesCS2D03G0002700	Chr2D	1727399	1735511	+	1731455	Chr2D	1718619	1728019	+	1723319	1.0	1.0	collinear
gene:TraesCS2D03G0002800	Chr2D	1746682	1747581	+	1747131	Chr2D	1739091	1739990	+	1739540	1.0	1.0	collinear
gene:TraesCS2D03G0003100	Chr2D	1762395	1762988	+	1762691	Chr2D	1754887	1755480	+	1755183	1.0	1.0	collinear
gene:TraesCS2D03G0003300	Chr2D	1783898	1784497	+	1784197	Chr2D	1776354	1776953	+	1776653	1.0	1.0	collinear
gene:TraesCS2D03G0004000	Chr2D	2035288	2045623	-	2040455	Chr2D	2664088	2674609	-	2669348	1.0	1.0	collinear
gene:TraesCS2D03G0004200	Chr2D	2080191	2084496	-	2082343	Chr2D	2709357	2713662	-	2711509	1.0	1.0	collinear
gene:TraesCS2D03G0004400	Chr2D	2112411	2114551	+	2113481	Chr2D	2741599	2743739	+	2742669	1.0	0.994	collinear
gene:TraesCS2D03G0004700	Chr2D	2134921	2136477	+	2135699	Chr2D	2764111	2765667	+	2764889	1.0	1.0	collinear
gene:TraesCS2D03G0004900	Chr2D	2166064	2169473	+	2167768	Chr2D	2795013	2798422	+	2796717	1.0	1.0	collinear
gene:TraesCS2D03G0005500	Chr2D	2236212	2236508	+	2236360	Chr2D	2861995	2862291	+	2862143	1.0	1.0	collinear
gene:TraesCS2D03G0005600	Chr2D	2258249	2265583	-	2261916	Chr2D	2884032	2891366	-	2887699	1.0	1.0	collinear
gene:TraesCS2D03G0005900	Chr2D	2317970	2318269	+	2318119	Chr2D	2943865	2944164	+	2944014	1.0	1.0	collinear
gene:TraesCS2D03G0006000	Chr2D	2342608	2342999	+	2342803	Chr2D	2968465	2968856	+	2968660	1.0	1.0	collinear
gene:TraesCS2D03G0006100	Chr2D	2357178	2357867	+	2357522	Chr2D	2983128	2983817	+	2983472	1.0	1.0	collinear
gene:TraesCS2D03G0006300	Chr2D	2377158	2383178	+	2380168	Chr2D	3001876	3007897	+	3004886	1.0	0.999	collinear
gene:TraesCS2D03G0006700	Chr2D	2441659	2447889	-	2444774	Chr2D	3050235	3056421	-	3053328	1.0	0.997	collinear
gene:TraesCS2D03G0006900	Chr2D	2460550	2464534	+	2462542	Chr2D	3069251	3073235	+	3071243	1.0	0.995	collinear
gene:TraesCS2D03G0007600	Chr2D	2581561	2586301	-	2583931	Chr2D	3141748	3146497	-	3144122	1.0	0.986	collinear
gene:TraesCS2D03G0007700	Chr2D	2586427	2592087	+	2589257	Chr2D	3146623	3152139	+	3149381	1.0	0.999	collinear
gene:TraesCS2D03G0007800	Chr2D	2603284	2607140	+	2605212	Chr2D	3163717	3167293	+	3165505	0.992	0.963	collinear
gene:TraesCS2D03G0007900	Chr2D	2621863	2623404	-	2622633	Chr2D	3181482	3183023	-	3182252	1.0	0.992	collinear
gene:TraesCS2D03G0008000	Chr2D	2626556	2626956	-	2626756	Chr2D	3186208	3186608	-	3186408	1.0	0.996	collinear
gene:TraesCS2D03G0008100	Chr2D	2648905	2654771	-	2651838	Chr2D	3208698	3214564	-	3211631	1.0	0.998	collinear
gene:TraesCS2D03G0008200	Chr2D	2658256	2661803	+	2660029	Chr2D	3218049	3221597	+	3219823	1.0	0.998	collinear
gene:TraesCS2D03G0008300	Chr2D	2724182	2725042	+	2724612	Chr2D	3617804	3618664	+	3618234	1.0	0.991	collinear
gene:TraesCS2D03G0008700	Chr2D	2752006	2762262	+	2757134	Chr2D	3703445	3713719	+	3708582	1.0	0.992	collinear
gene:TraesCS2D03G0008900	Chr2D	2802388	2806733	-	2804560	Chr2D	3802616	3806975	-	3804795	1.0	0.997	collinear
gene:TraesCS2D03G0009200	Chr2D	2859610	2869289	+	2864449	Chr2D	3865610	3875288	+	3870449	1.0	1.0	collinear
gene:TraesCS2D03G0009500	Chr2D	2918144	2920257	+	2919200	Chr2D	3924146	3926259	+	3925202	1.0	1.0	collinear
gene:TraesCS2D03G0009600	Chr2D	2923559	2927123	+	2925341	Chr2D	3929561	3933125	+	3931343	1.0	0.999	collinear
gene:TraesCS2D03G0009900	Chr2D	2982196	2984259	-	2983227	Chr2D	3988223	3990286	-	3989254	1.0	1.0	collinear
gene:TraesCS2D03G0010300	Chr2D	2997998	3002398	+	3000198	Chr2D	4004034	4008434	+	4006234	1.0	0.999	collinear
gene:TraesCS2D03G0010400	Chr2D	3010267	3011838	-	3011052	Chr2D	4016376	4017947	-	4017161	1.0	1.0	collinear
gene:TraesCS2D03G0010500	Chr2D	3016111	3017798	+	3016954	Chr2D	4022220	4023907	+	4023063	1.0	1.0	collinear
