gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	tgt_chr	tgt_start	tgt_end	tgt_strand	tgt_midpoint	coverage	identity	segment
gene:TraesCS1D03G0000100	Chr1D	20638	21773	+	21205	Chr1D	79989	81124	+	80556	1.0	1.0	collinear
gene:TraesCS1D03G0000300	Chr1D	29025	30863	+	29944	Chr1D	88376	90214	+	89295	1.0	1.0	collinear
gene:TraesCS1D03G0000400	Chr1D	31231	35151	-	33191	Chr1D	90582	94502	-	92542	1.0	1.0	collinear
gene:TraesCS1D03G0000500	Chr1D	35595	39094	-	37344	Chr1D	94946	98449	-	96697	1.0	0.997	collinear
gene:TraesCS1D03G0000600	Chr1D	42073	49239	+	45656	Chr1D	101428	108432	+	104930	1.0	1.0	collinear
gene:TraesCS1D03G0000800	Chr1D	55880	57669	+	56774	Chr1D	115139	116928	+	116033	1.0	1.0	collinear
gene:TraesCS1D03G0001000	Chr1D	62405	66535	+	64470	Chr1D	121757	125887	+	123822	1.0	1.0	collinear
gene:TraesCS1D03G0001100	Chr1D	66949	69971	-	68460	Chr1D	126301	129323	-	127812	1.0	1.0	collinear
gene:TraesCS1D03G0001300	Chr1D	73080	76040	-	74560	Chr1D	132433	135392	-	133912	1.0	1.0	collinear
gene:TraesCS1D03G0001400	Chr1D	78627	81289	-	79958	Chr1D	137979	140641	-	139310	1.0	0.999	collinear
gene:TraesCS1D03G0001500	Chr1D	92853	98829	-	95841	Chr1D	152227	158203	-	155215	1.0	1.0	collinear
gene:TraesCS1D03G0001600	Chr1D	117511	120788	+	119149	Chr1D	176946	180223	+	178584	1.0	1.0	collinear
gene:TraesCS1D03G0001800	Chr1D	171475	183229	-	177352	Chr1D	231046	243842	-	237444	1.0	1.0	collinear
gene:TraesCS1D03G0002300	Chr1D	387049	399494	-	393271	Chr1D	447558	460014	-	453786	1.0	1.0	collinear
gene:TraesCS1D03G0002400	Chr1D	409650	411707	-	410678	Chr1D	470169	472226	-	471197	1.0	1.0	collinear
gene:TraesCS1D03G0002600	Chr1D	418798	422767	-	420782	Chr1D	479317	483286	-	481301	1.0	1.0	collinear
gene:TraesCS1D03G0002800	Chr1D	432621	439371	+	435996	Chr1D	491498	498294	+	494896	1.0	0.988	collinear
gene:TraesCS1D03G0002900	Chr1D	444052	448470	-	446261	Chr1D	502783	507272	-	505027	0.999	0.974	collinear
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	556254	557372	-	556813	1.0	0.997	collinear
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	738285	740528	-	739406	0.993	0.978	collinear
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	810778	811938	+	811358	1.0	0.993	collinear
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	1029442	1033036	-	1031239	0.996	0.986	collinear
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	1917040	1924588	+	1920814	1.0	0.999	collinear
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	1927101	1933059	-	1930080	1.0	1.0	collinear
gene:TraesCS1D03G0008500	Chr1D	2679004	2685472	+	2682238	Chr1D	1946585	1953052	+	1949818	1.0	1.0	collinear
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	1986009	1989001	+	1987505	1.0	1.0	collinear
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	1990355	1991275	-	1990815	0.985	0.985	collinear
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	2035851	2038952	-	2037401	1.0	1.0	collinear
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	2043002	2044665	+	2043833	1.0	1.0	collinear
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	2047555	2049108	-	2048331	0.953	0.953	collinear
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	2055210	2058731	-	2056970	1.0	0.99	collinear
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	2148436	2149904	-	2149170	1.0	0.997	collinear
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	2204094	2205077	+	2204585	1.0	0.987	collinear
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	2221760	2222743	+	2222251	1.0	0.994	collinear
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	2289080	2289976	+	2289528	1.0	0.988	collinear
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	2297933	2298829	+	2298381	1.0	0.994	collinear
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	2312225	2312779	+	2312502	1.0	0.998	collinear
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	2326328	2329565	+	2327946	1.0	0.992	collinear
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	2328784	2329105	-	2328944	1.0	0.995	collinear
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	2335605	2336210	+	2335907	1.0	0.998	collinear
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	6844041	6845131	+	6844586	1.0	1.0	collinear
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	6817509	6818511	+	6818010	1.0	0.998	collinear
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	6782581	6783702	-	6783141	1.0	0.997	collinear
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	6341171	6342368	+	6341769	1.0	1.0	collinear
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	6310739	6312847	-	6311793	1.0	1.0	collinear
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	6176272	6181408	-	6178840	1.0	1.0	collinear
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	6123774	6130784	-	6127279	1.0	0.998	collinear
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	6083096	6085818	+	6084457	1.0	1.0	collinear
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	6072288	6078552	+	6075420	1.0	1.0	collinear
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	5982799	5984415	+	5983607	1.0	1.0	collinear
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	5820318	5825208	+	5822763	1.0	0.999	collinear
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	5815496	5816551	-	5816023	1.0	1.0	collinear
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	5781401	5782180	+	5781790	1.0	1.0	collinear
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	5711972	5713572	-	5712772	1.0	1.0	collinear
