gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS4B03G0000300	Chr4B	232361	233964	-	233162	Chr4B	12120540	12122106	+	12121323	0.958	0.92	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000400	Chr4B	234311	235908	-	235109	Chr4B	12118596	12120193	+	12119394	1.0	0.997	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000500	Chr4B	630437	634424	+	632430	Chr4B	11751806	11755777	-	11753791	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000600	Chr4B	635301	639416	-	637358	Chr4B	11747042	11750927	+	11748984	0.915	0.915	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000700	Chr4B	689726	690943	+	690334	Chr4B	11695545	11696759	-	11696152	0.985	0.969	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000900	Chr4B	691894	697186	-	694540	Chr4B	11688796	11694123	+	11691459	1.0	0.987	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001100	Chr4B	707693	710911	+	709302	Chr4B	11665677	11668895	-	11667286	1.0	0.998	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001400	Chr4B	754576	755193	+	754884	Chr4B	11619278	11619895	-	11619586	1.0	0.995	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001500	Chr4B	816760	817386	-	817073	Chr4B	11569326	11569952	+	11569639	1.0	0.984	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001700	Chr4B	849504	850496	-	850000	Chr4B	11525902	11526894	+	11526398	1.0	0.994	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001800	Chr4B	871710	872102	+	871906	Chr4B	11467977	11468369	-	11468173	1.0	0.984	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001900	Chr4B	895192	896810	+	896001	Chr4B	11443541	11445087	-	11444314	0.943	0.919	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002000	Chr4B	895341	896708	-	896024	Chr4B	11443571	11444938	+	11444254	1.0	0.968	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002100	Chr4B	902508	905787	+	904147	Chr4B	11438935	11442215	-	11440575	1.0	0.998	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002200	Chr4B	1124957	1126970	+	1125963	Chr4B	11232319	11234332	-	11233325	1.0	0.998	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002400	Chr4B	1138844	1139764	+	1139304	Chr4B	11219452	11220372	-	11219912	1.0	0.994	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002500	Chr4B	1141387	1143114	-	1142250	Chr4B	11216048	11217793	+	11216920	1.0	0.996	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002700	Chr4B	1144783	1145893	+	1145338	Chr4B	11213207	11214379	-	11213793	0.996	0.924	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002900	Chr4B	1291719	1293491	+	1292605	Chr4B	11096361	11098131	-	11097246	0.998	0.998	rearrangement:Chr4B_block2
gene:TraesCS4B03G0003100	Chr4B	1304995	1306038	+	1305516	Chr4B	11083771	11084814	-	11084292	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0003200	Chr4B	1322700	1324740	+	1323720	Chr4B	11065065	11067105	-	11066085	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B03G0003300	Chr4B	1336993	1338899	+	1337946	Chr4B	11050909	11052815	-	11051862	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0003400	Chr4B	1351991	1352386	-	1352188	Chr4B	11037421	11037816	+	11037618	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0003600	Chr4B	1386123	1388841	+	1387482	Chr4B	11001207	11003925	-	11002566	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0003700	Chr4B	1405651	1408832	+	1407241	Chr4B	10990020	10993295	-	10991657	0.991	0.916	rearrangement:Chr4B_block2
gene:TraesCS4B03G0004400	Chr4B	1769850	1774224	+	1772037	Chr4B	10709643	10714033	-	10711838	0.946	0.921	rearrangement:Chr4B_block2
gene:TraesCS4B03G0005300	Chr4B	2021348	2025490	-	2023419	Chr4B	10545281	10549465	+	10547373	0.967	0.902	rearrangement:Chr4B_block2
gene:TraesCS4B03G0007000	Chr4B	2416943	2418089	+	2417516	Chr4B	9786105	9787247	-	9786676	1.0	0.958	rearrangement:Chr4B_block2
