gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS5A03G0008900	Chr5A	3992185	3995626	+	3993905	Chr5A	1594555	1597998	-	1596276	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A03G0009200	Chr5A	4072714	4080157	+	4076435	Chr5A	1508456	1515899	-	1512177	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0009300	Chr5A	4081207	4083626	+	4082416	Chr5A	1504987	1507404	-	1506195	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0009400	Chr5A	4100653	4103564	-	4102108	Chr5A	1485041	1487952	+	1486496	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0009500	Chr5A	4120412	4124180	-	4122296	Chr5A	1465174	1468942	+	1467058	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0009700	Chr5A	4186460	4199135	+	4192797	Chr5A	1391773	1404448	-	1398110	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0009900	Chr5A	4216771	4219824	+	4218297	Chr5A	1371086	1374139	-	1372612	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0010100	Chr5A	4264649	4265629	-	4265139	Chr5A	1325524	1326504	+	1326014	0.99	0.98	rearrangement:Chr5A_block1
gene:TraesCS5A03G0010300	Chr5A	4274826	4278699	-	4276762	Chr5A	1312453	1316326	+	1314389	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0010400	Chr5A	4289135	4289901	+	4289518	Chr5A	1301251	1302017	-	1301634	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0010500	Chr5A	4295044	4309997	+	4302520	Chr5A	1281132	1296108	-	1288620	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0010600	Chr5A	4314200	4318047	-	4316123	Chr5A	1273094	1276941	+	1275017	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0010800	Chr5A	4324864	4327830	-	4326347	Chr5A	1263343	1266251	+	1264797	0.931	0.925	rearrangement:Chr5A_block1
gene:TraesCS5A03G0010900	Chr5A	4334824	4335825	-	4335324	Chr5A	1255361	1256362	+	1255861	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0011000	Chr5A	4338873	4349382	+	4344127	Chr5A	1241807	1252317	-	1247062	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0011300	Chr5A	4421557	4424972	+	4423264	Chr5A	1174650	1178065	-	1176357	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A03G0011400	Chr5A	4427274	4431603	+	4429438	Chr5A	1168324	1172653	-	1170488	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0011500	Chr5A	4458508	4461918	+	4460213	Chr5A	1138007	1141417	-	1139712	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0012100	Chr5A	4601170	4603965	+	4602567	Chr5A	1003795	1006589	-	1005192	0.998	0.992	rearrangement:Chr5A_block1
gene:TraesCS5A03G0001300	Chr5A	1542470	1544254	+	1543362	Chr5A	4016527	4018311	-	4017419	1.0	0.995	collinear
gene:TraesCS5A03G0001700	Chr5A	1703882	1707094	-	1705488	Chr5A	3761297	3764417	+	3762857	0.998	0.993	collinear
gene:TraesCS5A03G0001900	Chr5A	1955095	1955460	-	1955277	Chr5A	3474523	3474888	+	3474705	1.0	0.969	collinear
gene:TraesCS5A03G0002100	Chr5A	2042895	2043377	+	2043136	Chr5A	3395146	3395628	-	3395387	1.0	0.997	collinear
gene:TraesCS5A03G0002500	Chr5A	2059447	2067895	+	2063671	Chr5A	3371467	3379911	-	3375689	0.994	0.993	collinear
gene:TraesCS5A03G0002700	Chr5A	2068880	2071814	+	2070347	Chr5A	3367548	3370482	-	3369015	1.0	1.0	collinear
gene:TraesCS5A03G0002900	Chr5A	2082542	2082888	+	2082715	Chr5A	3356473	3356819	-	3356646	1.0	1.0	collinear
gene:TraesCS5A03G0003200	Chr5A	2225824	2226003	+	2225913	Chr5A	3282769	3282948	-	3282858	1.0	1.0	collinear
gene:TraesCS5A03G0003300	Chr5A	2269703	2270692	-	2270197	Chr5A	3238875	3239864	+	3239369	1.0	1.0	collinear
gene:TraesCS5A03G0003900	Chr5A	2671848	2673352	-	2672600	Chr5A	2837188	2838692	+	2837940	1.0	1.0	collinear
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	2759781	2760977	+	2760379	1.0	0.997	collinear
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	2637330	2642049	+	2639689	0.992	0.986	collinear
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	2486698	2490947	+	2488822	1.0	0.997	collinear
gene:TraesCS5A03G0005200	Chr5A	3010374	3014596	+	3012485	Chr5A	2465840	2470062	-	2467951	1.0	1.0	collinear
gene:TraesCS5A03G0005300	Chr5A	3015603	3020596	+	3018099	Chr5A	2459840	2464833	-	2462336	1.0	1.0	collinear
gene:TraesCS5A03G0005400	Chr5A	3027435	3033237	-	3030336	Chr5A	2447199	2453001	+	2450100	1.0	1.0	collinear
gene:TraesCS5A03G0005500	Chr5A	3081377	3084416	-	3082896	Chr5A	2397614	2400653	+	2399133	1.0	1.0	collinear
gene:TraesCS5A03G0006300	Chr5A	3306994	3308561	-	3307777	Chr5A	2178109	2179676	+	2178892	1.0	1.0	collinear
gene:TraesCS5A03G0006400	Chr5A	3312509	3313435	+	3312972	Chr5A	2173235	2174161	-	2173698	1.0	1.0	collinear
gene:TraesCS5A03G0006600	Chr5A	3318157	3321929	-	3320043	Chr5A	2159347	2163082	+	2161214	0.98	0.98	collinear
gene:TraesCS5A03G0006700	Chr5A	3323908	3324402	+	3324155	Chr5A	2156780	2157274	-	2157027	1.0	1.0	collinear
gene:TraesCS5A03G0006800	Chr5A	3330540	3332847	+	3331693	Chr5A	2148336	2150643	-	2149489	1.0	1.0	collinear
gene:TraesCS5A03G0007000	Chr5A	3335666	3337315	-	3336490	Chr5A	2143880	2145529	+	2144704	1.0	0.999	collinear
gene:TraesCS5A03G0007100	Chr5A	3337878	3339413	-	3338645	Chr5A	2141782	2143317	+	2142549	1.0	0.997	collinear
gene:TraesCS5A03G0007500	Chr5A	3522415	3524184	-	3523299	Chr5A	1969012	1970781	+	1969896	1.0	0.997	collinear
gene:TraesCS5A03G0007700	Chr5A	3551523	3556494	-	3554008	Chr5A	1937470	1942441	+	1939955	1.0	0.995	collinear
gene:TraesCS5A03G0007900	Chr5A	3632961	3634579	+	3633770	Chr5A	1852827	1854410	-	1853618	0.971	0.95	collinear
gene:TraesCS5A03G0008000	Chr5A	3769384	3773677	+	3771530	Chr5A	1735098	1739391	-	1737244	1.0	1.0	collinear
gene:TraesCS5A03G0008100	Chr5A	3774296	3777820	-	3776058	Chr5A	1730925	1734479	+	1732702	1.0	1.0	collinear
gene:TraesCS5A03G0008300	Chr5A	3796488	3802877	-	3799682	Chr5A	1705849	1712191	+	1709020	0.986	0.985	collinear
gene:TraesCS5A03G0017300	Chr5A	5963526	5964147	-	5963836	Chr5A	4908330	4908951	-	4908640	1.0	1.0	collinear
gene:TraesCS5A03G0017400	Chr5A	5969124	5969789	-	5969456	Chr5A	4913926	4914591	-	4914258	1.0	1.0	collinear
gene:TraesCS5A03G0017500	Chr5A	6014157	6019058	-	6016607	Chr5A	4958470	4963337	-	4960903	0.987	0.986	collinear
gene:TraesCS5A03G0017800	Chr5A	6121420	6125041	-	6123230	Chr5A	5083686	5087309	-	5085497	1.0	0.996	collinear
gene:TraesCS5A03G0018600	Chr5A	6449947	6462537	+	6456242	Chr5A	5412099	5424689	+	5418394	1.0	1.0	collinear
gene:TraesCS5A03G0018900	Chr5A	6859842	6878845	+	6869343	Chr5A	5820332	5839739	+	5830035	1.0	0.997	collinear
